work_id	canonical_title	normalized_title	title_variants_json	cluster_status	notes
qb_lit_notes_toward_a_supreme_fiction_bd4085a5	Notes Toward a Supreme Fiction	notes toward a supreme fiction	"{""Notes Toward a Supreme Fiction"":20}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_city_of_glass_c35d8933	City of Glass	city of glass	"{""City of Glass"":45}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mateo_falcone_410e9bbf	Mateo Falcone	mateo falcone	"{""Mateo Falcone"":34}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_master_of_hestviken_ea69f6e6	The Master of Hestviken	the master of hestviken	"{""The Master of Hestviken"":28}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_tales_of_soldiers_and_civilians_e1dae06a	Tales of Soldiers and Civilians	tales of soldiers and civilians	"{""Tales of Soldiers and Civilians"":42}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_attempt_at_self_criticism_98a69ef0	Attempt at Self-Criticism	attempt at self criticism	"{""Attempt at Self-Criticism"":43}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_chayka_ead91a80	Chayka	chayka	"{""Chayka"":21,""Cháyka"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_reflections_on_the_motive_power_of_fire_4a320bf4	Reflections on the Motive Power of Fire	reflections on the motive power of fire	"{""Reflections on the Motive Power of Fire"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_exodus_75ced592	Exodus	exodus	"{""Exodus"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_austerlitz_cbd689ec	Austerlitz	austerlitz	"{""Austerlitz"":22}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_virginian_34a141f8	The Virginian	the virginian	"{""The Virginian"":15,""The VIRGINIAN"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_south_carolina_exposition_and_protest_49cb5e3a	South Carolina Exposition and Protest	south carolina exposition and protest	"{""South Carolina Exposition and Protest"":26}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_giovanni_85dd3443	Giovanni	giovanni	"{""Giovanni"":34}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_pantaloon_in_black_2c3ebae6	Pantaloon in Black	pantaloon in black	"{""Pantaloon in Black"":55}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dark_night_of_the_soul_047dd632	Dark Night of the Soul	dark night of the soul	"{""Dark Night of the Soul"":42}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_second_thoughts_32532658	Second Thoughts	second thoughts	"{""Second Thoughts"":16,""​Second Thoughts​"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_nana_and_germinal_b614d155	Nana and Germinal	nana and germinal	"{""Nana and Germinal"":42}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_illywhacker_55ca5ed5	Illywhacker	illywhacker	"{""Illywhacker"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_man_with_the_hoe_afbdb6df	The Man With the Hoe	the man with the hoe	"{""The Man With the Hoe"":20,""The Man with the Hoe"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_love_among_the_ruins_5e8abe1e	Love Among the Ruins	love among the ruins	"{""Love Among the Ruins"":42,""Love (*) Among the Ruins"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_casabianca_5420933c	Casabianca	casabianca	"{""Casabianca"":21}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_what_maisie_knew_386117db	What Maisie Knew	what maisie knew	"{""What Maisie Knew"":27}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_anis_del_toro_2260e45f	Anis del Toro	anis del toro	"{""Anis del Toro"":44}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_highwayman_db574c24	The Highwayman	the highwayman	"{""The Highwayman"":13,""The _Highwayman"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_subterranean_homesick_blues_1dcf5874	Subterranean Homesick Blues	subterranean homesick blues	"{""Subterranean Homesick Blues"":37,""Subterranean Homesick (*) Blues"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_eros_turannos_4fee3476	Eros Turannos	eros turannos	"{""Eros Turannos"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_black_woman_1861174e	Black Woman	black woman	"{""Black Woman"":41}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_vampire_998a8e80	The Vampire	the vampire	"{""The Vampire"":33,""the Vampire"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_russian_f8fd5fa7	Russian	russian	"{""Russian"":33}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_nutcracker_and_the_mouse_king_9512c8e5	The Nutcracker and the Mouse King	the nutcracker and the mouse king	"{""The Nutcracker and the Mouse King"":62}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_thing_around_your_neck_d67d1b91	The Thing Around Your Neck	the thing around your neck	"{""The Thing Around Your Neck"":58}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_she_had_some_horses_2c884099	She Had Some Horses	she had some horses	"{""She Had Some Horses"":27}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_how_to_travel_with_a_salmon_96f59b60	How to Travel with a Salmon	how to travel with a salmon	"{""How to Travel with a Salmon"":47,""How To Travel with a Salmon"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_les_fleurs_de_mal_9bc6eb40	Les Fleurs de Mal	les fleurs de mal	"{""Les Fleurs de Mal"":29,""Les Fleurs De Mal"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_rosamunde_d9e6b8da	Rosamunde	rosamunde	"{""Rosamunde"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_shalimar_the_clown_9538d372	Shalimar the Clown	shalimar the clown	"{""Shalimar the Clown"":44}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_how_the_grinch_stole_christmas_68a44e4b	How the Grinch Stole Christmas	how the grinch stole christmas	"{""How the Grinch Stole Christmas"":38}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_an_outcast_of_the_islands_2bcf2215	An Outcast of the Islands	an outcast of the islands	"{""An Outcast of the Islands"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_life_and_death_of_mr_13ac6bc8	The Life and Death of Mr	the life and death of mr	"{""The Life and Death of Mr"":43}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_wild_nights_wild_nights_9fdd7c1e	Wild Nights! Wild Nights	wild nights wild nights	"{""Wild Nights! Wild Nights"":26,""Wild Nights – Wild Nights"":2,""Wild Nights, Wild Nights"":1,""Wild Nights- Wild Nights"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_parerga_and_paralipomena_3ff93bc1	Parerga and Paralipomena	parerga and paralipomena	"{""Parerga and Paralipomena"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_areopagitica_43f11baa	Areopagitica	areopagitica	"{""Areopagitica"":24}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_star_apple_kingdom_06794ae8	The Star-Apple Kingdom	the star apple kingdom	"{""The Star-Apple Kingdom"":44,""The Star Apple Kingdom"":3,""The Star-(*)Apple Kingdom"":2,""The Star-Apple Kingdom​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_roads_to_freedom_aee4828c	The Roads to Freedom	the roads to freedom	"{""The Roads to Freedom"":37,""The Roads To Freedom"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_summer_6420ed4d	Summer	summer	"{""Summer"":25}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_story_of_my_experiments_with_truth_1567e35d	The Story of My Experiments with Truth	the story of my experiments with truth	"{""The Story of My Experiments with Truth"":40,""The Story of My Experiments With Truth"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_childe_harold_28d013fb	Childe Harold	childe harold	"{""Childe Harold"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lamb_to_the_slaughter_7466f0cd	Lamb to the Slaughter	lamb to the slaughter	"{""Lamb to the Slaughter"":33}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_travels_in_hyperreality_acb55408	Travels in Hyperreality	travels in hyperreality	"{""Travels in Hyperreality"":48}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_three_blind_mice_f80c7a36	Three Blind Mice	three blind mice	"{""Three Blind Mice"":56}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_beloved_of_the_gods_6b038ea0	Beloved of the Gods	beloved of the gods	"{""Beloved of the Gods"":40,""Beloved-of-the-Gods"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_one_flew_over_the_cuckoo_0491e266	One Flew Over the Cuckoo	one flew over the cuckoo	"{""One Flew Over the Cuckoo"":32,""One Flew over the Cuckoo"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_what_price_glory_eca5d8b6	What Price Glory	what price glory	"{""What Price Glory"":38}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_phantom_rickshaw_64357127	The Phantom Rickshaw	the phantom rickshaw	"{""The Phantom Rickshaw"":46}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_trickster_of_seville_and_the_stone_guest_c5a2a743	The Trickster of Seville and the Stone Guest	the trickster of seville and the stone guest	"{""The Trickster of Seville and the Stone Guest"":60,""The Trickster of Seville and The Stone Guest"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ancient_evenings_e1f853af	Ancient Evenings	ancient evenings	"{""Ancient Evenings"":30}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_lady_of_the_camellias_af4a1b02	The Lady of the Camellias	the lady of the camellias	"{""The Lady of the Camellias"":48}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_demon_79637a0f	Demon	demon	"{""Demon"":23}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_transfiguration_of_the_commonplace_8966b7a7	The Transfiguration of the Commonplace	the transfiguration of the commonplace	"{""The Transfiguration of the Commonplace"":43}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_an_american_exodus_81db7d68	An American Exodus	an american exodus	"{""An American Exodus"":36}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_meditation_upon_death_0bf12fa3	Meditation upon Death	meditation upon death	"{""Meditation upon Death"":43,""Meditation Upon Death"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_old_gringo_and_the_death_of_artemio_cruz_4722993a	The Old Gringo and The Death of Artemio Cruz	the old gringo and the death of artemio cruz	"{""The Old Gringo and The Death of Artemio Cruz"":35}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_indian_camp_7ebf88d5	Indian Camp	indian camp	"{""Indian Camp"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hobbit_3b65a555	The Hobbit	the hobbit	"{""The Hobbit"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hobbit_and_the_lord_of_the_rings_7b08de3f	The Hobbit and The Lord of the Rings	the hobbit and the lord of the rings	"{""The Hobbit and The Lord of the Rings"":51,""The Hobbit and the Lord of the Rings"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_philosophical_investigations_and_tractatus_logico_philosophi_85deb224	Philosophical Investigations and Tractatus Logico-Philosophicus	philosophical investigations and tractatus logico philosophicus	"{""Philosophical Investigations and Tractatus Logico-Philosophicus"":31,""Philosophical Investigations and Tractatus-Logico-Philosophicus"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_birth_of_the_prison_732e0382	The Birth of the Prison	the birth of the prison	"{""The Birth of the Prison"":37,""the Birth of the Prison"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_wild_ass_36244209	The Wild Ass	the wild ass	"{""The Wild Ass"":30,""The Wild-Ass"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_neurotic_personality_of_our_time_1d9ad38e	The Neurotic Personality of Our Time	the neurotic personality of our time	"{""The Neurotic Personality of Our Time"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_dialogue_between_old_england_and_new_02430c3c	A Dialogue between Old England and New	a dialogue between old england and new	"{""A Dialogue between Old England and New"":43,""A Dialogue Between Old England and New"":8}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_milton_5eb360a8	Milton	milton	"{""Milton"":24}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sixty_years_after_2ad38c92	Sixty Years After	sixty years after	"{""Sixty Years After"":37}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_rock_a_river_a_tree_e930cd96	A Rock, A River, A Tree	a rock a river a tree	"{""A Rock, A River, A Tree"":40,""A Rock, a River, a Tree"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_literature_of_exhaustion_5124f729	The Literature of Exhaustion	the literature of exhaustion	"{""The Literature of Exhaustion"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_man_who_disappeared_a249bb88	The Man Who Disappeared	the man who disappeared	"{""The Man Who Disappeared"":37}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_totem_and_taboo_9fa3e358	Totem and Taboo	totem and taboo	"{""Totem and Taboo"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_turkey_in_the_straw_2937fd36	Turkey in the Straw	turkey in the straw	"{""Turkey in the Straw"":38}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_decline_of_the_english_murder_908dd48a	Decline of the English Murder	decline of the english murder	"{""Decline of the English Murder"":28}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_law_of_peoples_786a7eab	The Law of Peoples	the law of peoples	"{""The Law of Peoples"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_swamp_dwellers_ee063c17	The Swamp Dwellers	the swamp dwellers	"{""The Swamp Dwellers"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_greatest_story_ever_told_4bbb97ab	The Greatest Story Ever Told	the greatest story ever told	"{""The Greatest Story Ever Told"":36}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_heed_their_rising_voices_f4708608	Heed Their Rising Voices	heed their rising voices	"{""Heed Their Rising Voices"":45}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_chosen_080ba816	The Chosen	the chosen	"{""The Chosen"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_history_of_henry_esmond_81136cd3	The History of Henry Esmond	the history of henry esmond	"{""The History of Henry Esmond"":42}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_notes_on_prosody_90f93cb7	Notes on Prosody	notes on prosody	"{""Notes on Prosody"":44}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hunger_angel_d8a10244	The Hunger Angel	the hunger angel	"{""The Hunger Angel"":35}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_tragedy_of_puddnhead_wilson_8362fd3b	The Tragedy of Pudd’nhead Wilson	the tragedy of puddnhead wilson	"{""The Tragedy of Pudd’nhead Wilson"":10,""The Tragedy of Pudd'nhead Wilson"":2,""The Tragedy of Puddn’head Wilson"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_red_78988010	Red	red	"{""Red"":36}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_paradiso_9a84cc25	Paradiso	paradiso	"{""Paradiso"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_r_u_r_rossums_universal_robots_db56585c	R.U.R.: Rossum's Universal Robots	r u r rossums universal robots	"{""R.U.R.: Rossum's Universal Robots"":12,""R.U.R: Rossum’s Universal Robots"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_revelations_of_divine_love_38ee64e1	Revelations of Divine Love	revelations of divine love	"{""Revelations of Divine Love"":43}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_jury_of_her_peers_82c556f4	A Jury of Her Peers	a jury of her peers	"{""A Jury of Her Peers"":49}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_shirley_36223e5c	Shirley	shirley	"{""Shirley"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_art_of_fiction_5ddc4012	The Art of Fiction	the art of fiction	"{""The Art of Fiction"":52}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fuzzy_wuzzy_1ec7dd97	Fuzzy-Wuzzy	fuzzy wuzzy	"{""Fuzzy-Wuzzy"":36,""Fuzzy Wuzzy"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_dry_salvages_310f8db4	The Dry Salvages	the dry salvages	"{""The Dry Salvages"":34}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_up_your_ass_5e427714	Up Your Ass	up your ass	"{""Up Your Ass"":43}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_crying_of_lot_49_and_gravity_72ce88ed	The Crying of Lot 49 and Gravity	the crying of lot 49 and gravity	"{""The Crying of Lot 49 and Gravity"":35}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_menaechmi_2675fb2e	Menaechmi	menaechmi	"{""Menaechmi"":15}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_financier_c7c08338	The Financier	the financier	"{""The Financier"":13}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_children_of_adam_fa12823a	Children of Adam	children of adam	"{""Children of Adam"":31}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_if_not_now_8a35b34b	If Not Now	if not now	"{""If Not Now"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_exorcism_e2ce233f	The Exorcism	the exorcism	"{""The Exorcism"":35}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_essays_f26c5d35	Essays	essays	"{""Essays"":23}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_w_a_s_t_e_b1f65915	W.A.S.T.E	w a s t e	"{""W.A.S.T.E"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_defense_of_the_seven_sacraments_fc506ecb	Defense of the Seven Sacraments	defense of the seven sacraments	"{""Defense of the Seven Sacraments"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_five_weeks_in_a_balloon_5cbe1ba8	Five Weeks in a Balloon	five weeks in a balloon	"{""Five Weeks in a Balloon"":40}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_small_place_602571f2	A Small Place	a small place	"{""A Small Place"":41}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_lion_and_the_jewel_and_death_and_the_king_84bbf532	The Lion and the Jewel and Death and the King	the lion and the jewel and death and the king	"{""The Lion and the Jewel and Death and the King"":33}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_devil_on_the_cross_a2507b7c	Devil on the Cross	devil on the cross	"{""Devil on the Cross"":41}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_new_name_for_some_old_ways_of_thinking_c2cc2b69	A New Name for Some Old Ways of Thinking	a new name for some old ways of thinking	"{""A New Name for Some Old Ways of Thinking"":32}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_prince_charming_d8a2ae9b	Prince Charming	prince charming	"{""Prince Charming"":34}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_after_twenty_years_fd40b550	After Twenty Years	after twenty years	"{""After Twenty Years"":37}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_enoch_arden_4ff34bf9	Enoch Arden	enoch arden	"{""Enoch Arden"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_castle_and_the_trial_4f0922d9	The Castle and The Trial	the castle and the trial	"{""The Castle and The Trial"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_impossible_dream_7973da36	The Impossible Dream	the impossible dream	"{""The Impossible Dream"":31}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_einstein_on_the_beach_3360eada	Einstein on the Beach	einstein on the beach	"{""Einstein on the Beach"":13,""Einstein On The Beach"":2,""Einstein on The Beach"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_machine_cdce088e	The Machine	the machine	"{""The Machine"":31,""the Machine"":4}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_marshes_of_glynn_158aaa98	The Marshes of Glynn	the marshes of glynn	"{""The Marshes of Glynn"":38}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_master_fcb60c07	The Master	the master	"{""The Master"":33,""the Master"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_theses_on_the_philosophy_of_history_f8cdafdb	Theses on the Philosophy of History	theses on the philosophy of history	"{""Theses on the Philosophy of History"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_copenhagen_ce1a9886	Copenhagen	copenhagen	"{""Copenhagen"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_casa_guidi_windows_9c82146a	Casa Guidi Windows	casa guidi windows	"{""Casa Guidi Windows"":28}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_night_in_acadie_50359f77	A Night in Acadie	a night in acadie	"{""A Night in Acadie"":41}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_book_c646b590	The Book	the book	"{""The Book"":19}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_reflections_on_the_revolution_in_france_bd1644a8	Reflections on the Revolution in France	reflections on the revolution in france	"{""Reflections on the Revolution in France"":32}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_memoirs_of_a_fox_hunting_man_527938e8	Memoirs of a Fox-Hunting Man	memoirs of a fox hunting man	"{""Memoirs of a Fox-Hunting Man"":42}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_common_sense_85a7aba2	Common Sense	common sense	"{""Common Sense"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_our_inner_conflicts_82bb23af	Our Inner Conflicts	our inner conflicts	"{""Our Inner Conflicts"":36}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_what_happened_afterwards_2d51cb98	What Happened Afterwards	what happened afterwards	"{""What Happened Afterwards"":27,""​What Happened Afterwards​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_sozaboy_724d32a0	Sozaboy	sozaboy	"{""Sozaboy"":17}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_many_thousands_gone_c2e4fc65	Many Thousands Gone	many thousands gone	"{""Many Thousands Gone"":64}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_pension_grillparzer_ec140125	The Pension Grillparzer	the pension grillparzer	"{""The Pension Grillparzer"":48}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_democracy_b2309b91	Democracy	democracy	"{""Democracy"":18}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_millennium_approaches_f7c49485	Millennium Approaches	millennium approaches	"{""Millennium Approaches"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ftsnop_36106736	FTSNOP	ftsnop	"{""FTSNOP"":45}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ode_to_anactoria_f28554cb	Ode to Anactoria	ode to anactoria	"{""Ode to Anactoria"":54}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_ballad_of_dead_ladies_9567eb2d	The Ballad of Dead Ladies	the ballad of dead ladies	"{""The Ballad of Dead Ladies"":41}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_women_and_economics_e3fd34de	Women and Economics	women and economics	"{""Women and Economics"":36}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_clarissa_and_pamela_afb97d47	Clarissa and Pamela	clarissa and pamela	"{""Clarissa and Pamela"":37}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fences_and_the_piano_lesson_e6ce71f9	Fences and The Piano Lesson	fences and the piano lesson	"{""Fences and The Piano Lesson"":39}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_girl_woman_other_e3cfbf5b	Girl, Woman, Other	girl woman other	"{""Girl, Woman, Other"":16}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
