candidate_id	canonical_title	normalized_title	form_hint	candidate_source	disambiguation_status	distinct_question_count	distinct_set_count	distinct_year_count	notes
qb_lit_the_book_of_the_grotesque_e8656f72	The Book of the Grotesque	the book of the grotesque	collection	quoted_lit_context:27	accepted_likely_work	27	22	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_belle_of_amherst_b33bbc58	Belle of Amherst	belle of amherst	poem	quoted_lit_context:27	accepted_likely_work	27	25	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_skunk_hour_7a726bd4	Skunk Hour	skunk hour	poem	quoted_lit_context:28	needs_review_possible_character_or_person	28	24	19	Generated from quizbowl clue_text only; threshold=4.
qb_lit_what_the_thunder_said_45c5f250	What the Thunder Said	what the thunder said	poem	quoted_lit_context:25	accepted_likely_work	25	22	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_when_i_was_one_and_twenty_d0f2de02	When I Was One-and-Twenty	when i was one and twenty	poem	quoted_lit_context:22;typed_title:2	accepted_likely_work	24	23	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_lady_windermere_44395f66	Lady Windermere	lady windermere	play	author_verb_title:22;typed_title:4	needs_review_possible_character_or_person	26	26	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_september_1_1939_4d366339	September 1, 1939	september 1 1939	poem	quoted_lit_context:29	accepted_likely_work	29	27	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_don_juan_482b62b8	Don Juan	don juan	unknown	author_verb_title:14;typed_title:9;quoted_lit_context:5	needs_review_possible_character_or_person	28	24	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_chicago_1fff8c7b	Chicago	chicago	poem	quoted_lit_context:24;typed_title:2	needs_review_common_or_short_title	26	24	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_sympathy_64a6d24f	Sympathy	sympathy	poem	quoted_lit_context:27	needs_review_common_or_short_title	27	25	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_poem_without_a_hero_6a9b7945	Poem Without a Hero	poem without a hero	poem	quoted_lit_context:27	accepted_likely_work	27	27	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_lower_depths_cb0c546a	The Lower Depths	the lower depths	play	author_verb_title:17;typed_title:4;quoted_lit_context:3	accepted_likely_work	24	24	18	Generated from quizbowl clue_text only; threshold=4.
qb_lit_anna_karenina_and_war_and_peace_9720068e	Anna Karenina and War and Peace	anna karenina and war and peace	unknown	author_verb_title:24	accepted_likely_work	24	23	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_sorrows_of_young_werther_and_faust_ed10c47f	The Sorrows of Young Werther and Faust	the sorrows of young werther and faust	unknown	author_verb_title:25	accepted_likely_work	25	25	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_death_of_the_hired_man_97150c4e	The Death of the Hired Man	the death of the hired man	poem	quoted_lit_context:25	accepted_likely_work	25	22	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_bliss_caae4eaa	Bliss	bliss	story	quoted_lit_context:22;author_verb_title:2;byline_title:1;typed_title:1	needs_review_common_or_short_title	26	25	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_thyrsis_be07b027	Thyrsis	thyrsis	poem	quoted_lit_context:26;author_verb_title:1	needs_review_common_or_short_title	27	25	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_simple_heart_65c87300	A Simple Heart	a simple heart	novel	quoted_lit_context:25	accepted_likely_work	25	23	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_drum_taps_bab7bc03	Drum-Taps	drum taps	collection	quoted_lit_context:15;typed_title:8;author_verb_title:1	needs_review_short_title	24	22	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_darkling_thrush_a3885155	The Darkling Thrush	the darkling thrush	poem	quoted_lit_context:22;typed_title:1	accepted_likely_work	23	23	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_utopia_8681fb9d	Utopia	utopia	seeded_literary_work	seed_exact_title_clue_hit:25	needs_review_common_or_short_title	25	23	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_timon_of_athens_f488b42b	Timon of Athens	timon of athens	seeded_literary_work	seed_exact_title_clue_hit:26	accepted_likely_work	26	24	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_surprised_39da98e5	Surprised	surprised	autobiography	byline_title:26	needs_review_common_or_short_title	26	20	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_hollow_men_66beb157	The Hollow Men	the hollow men	poem	quoted_lit_context:21;typed_title:2	accepted_likely_work	23	20	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_flowers_of_evil_d08dc9fc	The Flowers of Evil	the flowers of evil	collection	author_verb_title:13;typed_title:10;quoted_lit_context:1	accepted_likely_work	24	24	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_drunken_boat_b3890d45	The Drunken Boat	the drunken boat	poem	quoted_lit_context:19;author_verb_title:4	accepted_likely_work	23	23	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_soul_mountain_19ba012c	Soul Mountain	soul mountain	novel	author_verb_title:12;typed_title:11;quoted_lit_context:2	needs_review_possible_character_or_person	25	22	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_cymbeline_fe60e318	Cymbeline	cymbeline	seeded_literary_work	seed_exact_title_clue_hit:22	needs_review_common_or_short_title	22	22	18	Generated from quizbowl clue_text only; threshold=4.
qb_lit_narrated_58146290	Narrated	narrated	novel	byline_title:24	needs_review_common_or_short_title	24	22	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_hunger_artist_7e1e5e44	A Hunger Artist	a hunger artist	story	quoted_lit_context:25	accepted_likely_work	25	24	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_blue_hotel_dddbabec	The Blue Hotel	the blue hotel	novel	quoted_lit_context:25	accepted_likely_work	25	22	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_elective_affinities_86bbfe9b	Elective Affinities	elective affinities	novel	author_verb_title:12;typed_title:9;quoted_lit_context:2	needs_review_possible_character_or_person	23	22	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_interlopers_977fb92f	The Interlopers	the interlopers	story	quoted_lit_context:27	needs_review_common_or_short_title	27	22	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_out_of_africa_20be639d	Out of Africa	out of africa	memoir	author_verb_title:12;typed_title:12	accepted_likely_work	24	23	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_mademoiselle_fifi_d7ff8379	Mademoiselle Fifi	mademoiselle fifi	short_story	quoted_lit_context:24	needs_review_possible_character_or_person	24	24	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_master_harold_3db518f4	Master Harold	master harold	play	author_verb_title:12;quoted_lit_context:12;typed_title:2	needs_review_possible_character_or_person	26	26	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_passionate_shepherd_to_his_love_b1d6d0b7	The Passionate Shepherd to His Love	the passionate shepherd to his love	poem	quoted_lit_context:17;typed_title:5;author_verb_title:2	accepted_likely_work	24	23	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_sredni_vashtar_be67a7bf	Sredni Vashtar	sredni vashtar	story	quoted_lit_context:24	needs_review_possible_character_or_person	24	24	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_garden_82bc0c34	The Garden	the garden	poem	quoted_lit_context:22;author_verb_title:1	needs_review_common_or_short_title	23	22	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_sonnets_of_death_a1c9d586	Sonnets of Death	sonnets of death	sonnet	author_verb_title:14;quoted_lit_context:4;typed_title:4	accepted_likely_work	22	21	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_aeneid_ed6d3c34	Aeneid	aeneid	unknown	author_verb_title:21;quoted_lit_context:2	needs_review_common_or_short_title	23	23	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_glass_bead_game_bd8297d2	The Glass Bead Game	the glass bead game	unknown	author_verb_title:20;typed_title:3;quoted_lit_context:1	accepted_likely_work	24	22	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_monsters_and_the_critics_57b741ae	The Monsters and the Critics	the monsters and the critics	poem	quoted_lit_context:25	accepted_likely_work	25	22	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_storm_bb2e0df7	The Storm	the storm	story	quoted_lit_context:23	needs_review_common_or_short_title	23	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_il_penseroso_191533b0	Il Penseroso	il penseroso	poem	quoted_lit_context:18;author_verb_title:4	needs_review_possible_character_or_person	22	21	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_annie_allen_b68d4c24	Annie Allen	annie allen	collection	typed_title:10;author_verb_title:9;quoted_lit_context:3	needs_review_possible_character_or_person	22	21	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_annus_mirabilis_4dd28b17	Annus Mirabilis	annus mirabilis	poem	quoted_lit_context:20;author_verb_title:3;typed_title:1	needs_review_possible_character_or_person	24	22	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_deserted_village_a30ba8a9	The Deserted Village	the deserted village	poem	quoted_lit_context:15;typed_title:6;author_verb_title:2	accepted_likely_work	23	21	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_gravity_ada87b6c	Gravity	gravity	novel	author_verb_title:20;typed_title:5	needs_review_common_or_short_title	25	25	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_absalom_add1b03e	Absalom	absalom	novel	author_verb_title:19;typed_title:3	needs_review_common_or_short_title	22	20	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_arrow_of_god_d9439025	Arrow of God	arrow of god	novel	author_verb_title:13;typed_title:9	accepted_likely_work	22	20	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_game_of_chess_ac344761	A Game of Chess	a game of chess	poem	quoted_lit_context:22	accepted_likely_work	22	20	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_theme_for_english_b_1aef7ab0	Theme for English B	theme for english b	poem	quoted_lit_context:21	accepted_likely_work	21	21	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_fun_and_games_88ba99bf	Fun and Games	fun and games	play	quoted_lit_context:21	accepted_likely_work	21	20	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_medea_c3b9d055	Medea	medea	play	author_verb_title:12;typed_title:9;quoted_lit_context:1	needs_review_common_or_short_title	22	22	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_bronze_horseman_ab1de638	The Bronze Horseman	the bronze horseman	poem	quoted_lit_context:15;author_verb_title:6;typed_title:1	accepted_likely_work	22	22	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_funeral_blues_4e2b5592	Funeral Blues	funeral blues	poem	quoted_lit_context:23	needs_review_possible_character_or_person	23	23	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_midsummer_nights_dream_188b90c2	A Midsummer Night's Dream	a midsummer nights dream	seeded_literary_work	seed_exact_title_clue_hit:20;seed_alias_clue_hit:1	accepted_likely_work	21	21	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_old_gringo_26dc0d81	The Old Gringo	the old gringo	novel	typed_title:13;author_verb_title:7;byline_title:2;title_context:1	accepted_likely_work	23	23	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_pied_beauty_0d0028db	Pied Beauty	pied beauty	poem	quoted_lit_context:19;typed_title:2;author_verb_title:1	needs_review_possible_character_or_person	22	18	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_christabel_ffcacd4d	Christabel	christabel	poem	quoted_lit_context:19;author_verb_title:1;title_context:1;typed_title:1	needs_review_common_or_short_title	22	20	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_oroonoko_656d2b94	Oroonoko	oroonoko	novel	typed_title:13;author_verb_title:8;quoted_lit_context:2	needs_review_common_or_short_title	23	21	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_titus_andronicus_176e9295	Titus Andronicus	titus andronicus	seeded_literary_work	seed_exact_title_clue_hit:23	accepted_likely_work	23	20	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_cosmicomics_cbe94488	Cosmicomics	cosmicomics	collection	author_verb_title:13;typed_title:9	needs_review_common_or_short_title	22	22	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_north_of_boston_55dc31fa	North of Boston	north of boston	collection	typed_title:19;author_verb_title:1;byline_title:1	accepted_likely_work	21	20	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_lady_with_the_dog_a0db53b2	The Lady with the Dog	the lady with the dog	short_story	quoted_lit_context:20;author_verb_title:1;typed_title:1	accepted_likely_work	22	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_steppenwolf_and_siddhartha_2f487fd2	Steppenwolf and Siddhartha	steppenwolf and siddhartha	unknown	author_verb_title:21	accepted_likely_work	21	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_burial_of_the_dead_ca7ca6e1	The Burial of the Dead	the burial of the dead	poem	quoted_lit_context:23	accepted_likely_work	23	20	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_maurice_24277830	Maurice	maurice	novel	author_verb_title:8;typed_title:8;title_context:4;quoted_lit_context:2	needs_review_common_or_short_title	22	20	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_rover_7a1a9a42	The Rover	the rover	play	typed_title:9;author_verb_title:8;quoted_lit_context:6	needs_review_common_or_short_title	23	20	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_where_are_you_going_where_have_you_been_a65a1d76	Where Are You Going, Where Have You Been	where are you going where have you been	story	quoted_lit_context:23	accepted_likely_work	23	20	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_windhover_b25b2a51	The Windhover	the windhover	poem	quoted_lit_context:22	needs_review_common_or_short_title	22	19	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_die_lorelei_25fccbd1	Die Lorelei	die lorelei	poem	quoted_lit_context:20;typed_title:1	needs_review_possible_character_or_person	21	20	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_nip_the_buds_bc518c22	Nip the Buds	nip the buds	unknown	author_verb_title:18;typed_title:4	accepted_likely_work	22	21	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_life_you_save_may_be_your_own_91cb6315	The Life You Save May Be Your Own	the life you save may be your own	unknown	quoted_lit_context:19;author_verb_title:1	accepted_likely_work	20	18	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_hills_like_white_elephants_c0dc8ad5	Hills Like White Elephants	hills like white elephants	story	quoted_lit_context:20;author_verb_title:2	accepted_likely_work	22	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_exorcism_e2ce233f	The Exorcism	the exorcism	play	quoted_lit_context:20	needs_review_common_or_short_title	20	19	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_le_cid_51556b26	Le Cid	le cid	play	author_verb_title:15;typed_title:4;quoted_lit_context:1	needs_review_possible_character_or_person	20	19	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_battle_royal_c50fe8a2	Battle Royal	battle royal	novel	quoted_lit_context:20	needs_review_possible_character_or_person	20	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_dejection_an_ode_6966ffec	Dejection: An Ode	dejection an ode	ode	quoted_lit_context:21	accepted_likely_work	21	20	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_outcasts_of_poker_flat_afe3e1c7	The Outcasts of Poker Flat	the outcasts of poker flat	story	quoted_lit_context:19;author_verb_title:1;typed_title:1	accepted_likely_work	21	19	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_tower_8b29f16e	The Tower	the tower	poem	quoted_lit_context:14;typed_title:5;author_verb_title:1	needs_review_common_or_short_title	20	18	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_grand_inquisitor_3f4d2df2	The Grand Inquisitor	the grand inquisitor	novel	quoted_lit_context:19	accepted_likely_work	19	19	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_myth_of_sisyphus_e079493b	The Myth of Sisyphus	the myth of sisyphus	essay	quoted_lit_context:11;author_verb_title:6;typed_title:2	accepted_likely_work	19	19	17	Generated from quizbowl clue_text only; threshold=4.
qb_lit_anthem_for_doomed_youth_abeaeeaa	Anthem for Doomed Youth	anthem for doomed youth	poem	quoted_lit_context:21	accepted_likely_work	21	21	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_i_wandered_lonely_as_a_cloud_a6362df1	I Wandered Lonely as a Cloud	i wandered lonely as a cloud	poem	quoted_lit_context:22	accepted_likely_work	22	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_under_milk_wood_0373a4c1	Under Milk Wood	under milk wood	play	typed_title:17;author_verb_title:2;quoted_lit_context:2	accepted_likely_work	21	20	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_acquainted_with_the_night_c412f7dd	Acquainted with the Night	acquainted with the night	poem	quoted_lit_context:19	accepted_likely_work	19	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_joke_7fbbd664	The Joke	the joke	unknown	author_verb_title:13;typed_title:6;quoted_lit_context:2	needs_review_common_or_short_title	21	21	16	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_day_of_the_dead_7bc7afb2	The Day of the Dead	the day of the dead	essay	quoted_lit_context:21	accepted_likely_work	21	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_long_day_5a2b075b	Long Day	long day	play	author_verb_title:15;typed_title:7	needs_review_possible_character_or_person	22	21	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_hickey_a9637cf6	Hickey	hickey	play	quoted_lit_context:20;title_context:2	needs_review_common_or_short_title	22	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_an_encounter_7bc3d4c0	An Encounter	an encounter	collection	quoted_lit_context:21	needs_review_common_or_short_title	21	17	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_lines_composed_a_few_miles_above_tintern_abbey_db6e07ea	Lines Composed a Few Miles Above Tintern Abbey	lines composed a few miles above tintern abbey	seeded_literary_work	seed_exact_title_clue_hit:21	accepted_likely_work	21	20	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_ballad_of_reading_gaol_024706b9	The Ballad of Reading Gaol	the ballad of reading gaol	poem	quoted_lit_context:19;author_verb_title:1	accepted_likely_work	20	20	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_life_2b5d05d3	Life	life	unknown	author_verb_title:12;quoted_lit_context:5;typed_title:3	needs_review_common_or_short_title	20	18	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_body_of_a_woman_b9911189	Body of a Woman	body of a woman	poem	quoted_lit_context:20	accepted_likely_work	20	18	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_after_apple_picking_c6d5403d	After Apple-Picking	after apple picking	poem	quoted_lit_context:20	accepted_likely_work	20	19	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_winesburg_873166f4	Winesburg	winesburg	unknown	author_verb_title:14;typed_title:6	needs_review_common_or_short_title	20	18	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_idea_of_order_at_key_west_4e48b3a3	The Idea of Order at Key West	the idea of order at key west	poem	quoted_lit_context:21	accepted_likely_work	21	18	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_robbers_204fc749	The Robbers	the robbers	play	author_verb_title:14;typed_title:6;quoted_lit_context:1	needs_review_common_or_short_title	21	19	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_bean_eaters_12ee333d	The Bean Eaters	the bean eaters	poem	quoted_lit_context:15;typed_title:6	accepted_likely_work	21	20	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_namesake_4cf615ec	The Namesake	the namesake	novel	author_verb_title:14;typed_title:12	needs_review_common_or_short_title	26	26	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_dunciad_828fa0cd	The Dunciad	the dunciad	epic	author_verb_title:12;typed_title:8;quoted_lit_context:1	needs_review_common_or_short_title	21	20	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_upon_appleton_house_b172292e	Upon Appleton House	upon appleton house	poem	quoted_lit_context:19	accepted_likely_work	19	18	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_swan_56ed4236	The Swan	the swan	poem	quoted_lit_context:19	needs_review_common_or_short_title	19	17	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_modern_prometheus_2be4df60	The Modern Prometheus	the modern prometheus	novel	quoted_lit_context:17;byline_title:1	accepted_likely_work	18	17	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_nine_stories_ee7c8c70	Nine Stories	nine stories	collection	typed_title:12;author_verb_title:5;quoted_lit_context:4	needs_review_possible_character_or_person	21	19	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_amerika_6ae638ee	Amerika	amerika	novel	author_verb_title:11;typed_title:5;quoted_lit_context:3	needs_review_common_or_short_title	19	17	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_paper_pills_563a4b1e	Paper Pills	paper pills	novel	quoted_lit_context:19	needs_review_possible_character_or_person	19	18	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_black_boy_fb06a524	Black Boy	black boy	unknown	author_verb_title:10;typed_title:6;quoted_lit_context:3	needs_review_possible_character_or_person	19	17	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_four_million_7be0e8f7	The Four Million	the four million	collection	typed_title:15;quoted_lit_context:2;author_verb_title:1	accepted_likely_work	18	18	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_last_leaf_aa770582	The Last Leaf	the last leaf	poem	quoted_lit_context:17;typed_title:1	accepted_likely_work	18	17	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_very_old_man_with_enormous_wings_f4b11750	A Very Old Man with Enormous Wings	a very old man with enormous wings	novel	quoted_lit_context:20	accepted_likely_work	20	19	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_verses_upon_the_burning_of_our_house_9ad95fa3	Verses Upon the Burning of Our House	verses upon the burning of our house	poem	quoted_lit_context:19;author_verb_title:1	accepted_likely_work	20	18	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_conservationist_78b5c2cd	The Conservationist	the conservationist	novel	author_verb_title:12;typed_title:6;quoted_lit_context:2	needs_review_common_or_short_title	20	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_chimney_sweeper_d83f5bb1	The Chimney Sweeper	the chimney sweeper	poem	quoted_lit_context:19	accepted_likely_work	19	18	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_convergence_of_the_twain_7917f72b	The Convergence of the Twain	the convergence of the twain	poem	quoted_lit_context:20	accepted_likely_work	20	19	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_mother_to_son_aac9234f	Mother to Son	mother to son	poem	quoted_lit_context:18	accepted_likely_work	18	18	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_pamela_67d9674c	Pamela	pamela	novel	typed_title:8;author_verb_title:7;quoted_lit_context:4	needs_review_common_or_short_title	19	18	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_blue_roses_6e9e44b6	Blue Roses	blue roses	play	quoted_lit_context:18	needs_review_possible_character_or_person	18	18	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_be_the_verse_cdc0b00e	Be the Verse	be the verse	poem	quoted_lit_context:21;typed_title:1	accepted_likely_work	22	21	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_old_ironsides_9bd26f7d	Old Ironsides	old ironsides	poem	quoted_lit_context:18	needs_review_possible_character_or_person	18	17	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_channel_firing_c6134c45	Channel Firing	channel firing	poem	quoted_lit_context:19	needs_review_possible_character_or_person	19	18	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_never_let_me_go_81d1ad14	Never Let Me Go	never let me go	novel	author_verb_title:14;typed_title:6	accepted_likely_work	20	20	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_snow_b94e9f3d	Snow	snow	novel	author_verb_title:9;typed_title:8;quoted_lit_context:1	needs_review_common_or_short_title	18	18	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_airborne_toxic_event_836b4f29	Airborne Toxic Event	airborne toxic event	novel	quoted_lit_context:18	accepted_likely_work	18	18	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_litanies_of_satan_eea9e79c	The Litanies of Satan	the litanies of satan	poem	quoted_lit_context:17	accepted_likely_work	17	17	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_arcadia_59232261	Arcadia	arcadia	play	author_verb_title:11;typed_title:8	needs_review_common_or_short_title	19	19	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_wise_blood_f1410ee3	Wise Blood	wise blood	unknown	author_verb_title:13;typed_title:4;quoted_lit_context:1	needs_review_possible_character_or_person	18	17	15	Generated from quizbowl clue_text only; threshold=4.
qb_lit_birches_fb119fca	Birches	birches	poem	quoted_lit_context:17	needs_review_common_or_short_title	17	16	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_ballad_of_the_harp_weaver_8bdf7b7e	The Ballad of the Harp-Weaver	the ballad of the harp weaver	poem	quoted_lit_context:17;author_verb_title:2	accepted_likely_work	19	15	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_birds_f752d321	The Birds	the birds	play	quoted_lit_context:9;author_verb_title:8;typed_title:1	needs_review_common_or_short_title	18	18	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_pisan_ab9d6e4a	Pisan	pisan	poem	quoted_lit_context:18;author_verb_title:2	needs_review_common_or_short_title	20	20	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_down_at_the_cross_0f08eebe	Down at the Cross	down at the cross	essay	quoted_lit_context:18	accepted_likely_work	18	16	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_outsider_2fe8ae35	The Outsider	the outsider	novel	author_verb_title:11;typed_title:6;quoted_lit_context:2	needs_review_common_or_short_title	19	17	9	Generated from quizbowl clue_text only; threshold=4.
qb_lit_foucaults_pendulum_and_the_name_of_the_rose_f9515a70	Foucault's Pendulum and The Name of the Rose	foucaults pendulum and the name of the rose	unknown	author_verb_title:18	accepted_likely_work	18	16	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_scholar_gipsy_d524f6ae	The Scholar-Gipsy	the scholar gipsy	poem	quoted_lit_context:18	accepted_likely_work	18	17	13	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_rise_of_silas_lapham_e8a594e0	The Rise of Silas Lapham	the rise of silas lapham	unknown	author_verb_title:17;typed_title:1	accepted_likely_work	18	17	14	Generated from quizbowl clue_text only; threshold=4.
qb_lit_fire_and_ice_b3ecf577	Fire and Ice	fire and ice	poem	quoted_lit_context:18	accepted_likely_work	18	17	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_a_painful_case_c8b93013	A Painful Case	a painful case	collection	quoted_lit_context:18	accepted_likely_work	18	16	10	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_hunting_of_the_snark_e1313d67	The Hunting of the Snark	the hunting of the snark	poem	quoted_lit_context:16;author_verb_title:2;typed_title:1	accepted_likely_work	19	19	12	Generated from quizbowl clue_text only; threshold=4.
qb_lit_the_optimist_45c528d9	The Optimist	the optimist	unknown	author_verb_title:12;typed_title:7	needs_review_common_or_short_title	19	17	11	Generated from quizbowl clue_text only; threshold=4.
qb_lit_sexy_bf5afc18	Sexy	sexy	story	quoted_lit_context:19	needs_review_common_or_short_title	19	18	12	Generated from quizbowl clue_text only; threshold=4.
