candidate_id	canonical_title	rejection_reason	base_rejection_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_the_mystic_822a6a66	The Mystic	rejected_non_literary_context	rejected_non_literary_context	42	0	42	28	"{""quoted_lit_context"":42}"	"{""collection"":4,""poem"":2,""unknown"":14,""work"":22}"	{}	"{""fine_arts"":22,""other_academic"":7}"	0	82	""	""	choir sings wordlessly in the final movement of this work, which is subtitled “The Mystic,” while its first movement is subtitled “The Bringer of War.” For 10 points, name this seven-movement suite by Gustav Holst, whos
qb_lit_destroyer_and_preserver_81f87cb1	Destroyer and Preserver	rejected_quotation_fragment_not_work	accepted_likely_work	41	0	41	30	"{""clue_derived_seed_clue_mention"":41,""quoted_lit_context"":5}"	"{""clue_derived_seed"":41,""poem"":3,""work"":2}"	{}	"{""literature"":29,""other_academic"":8}"	75	0	reject	quotation_fragment_not_work	rator of this work concludes its first stanza by addressing its subject as (*) “Destroyer and Preserver,” and ends each of its first three stanzas by exhorting “O hear!” The fourth stanza of this poem concludes by callin
qb_lit_ol_man_river_6cb872ff	Ol’ Man River	rejected_non_literary_context	rejected_non_literary_context	40	0	40	32	"{""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":3}"	"{""clue_derived_seed"":40,""novel"":2,""play"":1}"	{}	"{""other_academic"":29,""pop_culture"":8}"	10	22	""	""	"[10] The song ""Ol' Man River"" is from what 1920s musical based on a novel of the same name by Enda Ferber?"
qb_lit_i_vow_to_thee_my_country_86b9ec48	I Vow to Thee, My Country	rejected_non_literary_context	rejected_non_literary_context	41	0	41	30	"{""quoted_lit_context"":41}"	"{""collection"":2,""play"":5,""poem"":11,""unknown"":2,""work"":21}"	{}	"{""fine_arts"":15,""other_academic"":15}"	21	76	""	""	rth movement of this work was used as the setting of a Cecil Spring-Rice poem, “I Vow to Thee My Country.” A women’s choir sings wordlessly in the final movement of this work, which is subtitled “The Mystic,” while its f
qb_lit_wedding_march_3f181dec	Wedding March	rejected_non_literary_music_piece	needs_review_possible_character_or_person	41	0	41	31	"{""author_verb_title"":1,""quoted_lit_context"":40}"	"{""collection"":2,""epic"":1,""play"":27,""poem"":1,""unknown"":4,""work"":6}"	{}	"{""fine_arts"":9,""literature"":14,""other_academic"":9}"	35	24	reject	non_literary_music_piece	tom and Puck. He later wrote incidental music to this play, including a famous “Wedding March.”
qb_lit_the_other_america_e5b720a9	The Other America	rejected_non_literary_context	rejected_non_literary_context	41	0	41	28	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":41,""typed_title"":4}"	"{""book"":4,""clue_derived_seed"":41,""unknown"":4}"	{}	"{""history"":3,""other_academic"":32,""pop_culture"":1}"	3	8	""	""	[10] This American political scientist is the author of The Other America. He also wrote The New American Poverty, The Next America, and The Twilight of Capitalism.
qb_lit_the_contest_between_harmony_and_invention_c404f418	The Contest Between Harmony and Invention	rejected_non_literary_context	rejected_non_literary_context	43	0	43	27	"{""author_verb_title"":7,""byline_title"":1,""quoted_lit_context"":5,""typed_title"":30}"	"{""collection"":28,""epic"":2,""sonnet"":1,""unknown"":3,""work"":9}"	{}	"{""fine_arts"":19,""other_academic"":7,""pop_culture"":1}"	6	31	""	""	ills representing birdcalls in the first. Included in the composer’s collection The Contest Between Harmony and Invention, for 10 points, identify this set of four violin concertos written by Antonio Vivaldi and named af
qb_lit_surprised_39da98e5	Surprised	rejected_title_fragment_duplicate	needs_review_common_or_short_title	46	0	46	26	"{""byline_title"":46}"	"{""autobiography"":13,""book"":18,""epic"":1,""memoir"":3,""ode"":2,""play"":3,""poem"":1,""trilogy"":1,""unknown"":1,""work"":3}"	{}	"{""literature"":26,""other_academic"":5}"	63	1	reject	title_fragment_duplicate	World Literature: The Joy of Reading. His autobiography is entitled Surprised by Joy. For 15 points -- name this author better known for such novels as The Screwtape Letters.
qb_lit_the_engineers_and_the_price_system_8da6772e	The Engineers and the Price System	rejected_non_literary_context	rejected_non_literary_context	43	0	43	29	"{""author_verb_title"":1,""clue_derived_seed_clue_mention"":43,""quoted_lit_context"":1,""typed_title"":1}"	"{""book"":1,""clue_derived_seed"":43,""saga"":1,""unknown"":1}"	{}	"{""other_academic"":13,""social_science"":20}"	4	12	""	""	duces itself in the last analysis to judicious use of sabotage,” in his essay, “The Engineers and the Price System.” He warned that the “machine process” resulted in industry doing largely useless work in The Theory of B
qb_lit_all_along_the_watchtower_15550873	All Along the Watchtower	rejected_non_literary_context	rejected_non_literary_context	41	0	41	31	"{""clue_derived_seed_clue_mention"":41,""quoted_lit_context"":6}"	"{""clue_derived_seed"":41,""lyric"":2,""play"":3,""story"":1}"	{}	"{""other_academic"":16,""pop_culture"":23}"	16	2	""	""	nown for using his upside-down Stratocaster to play songs like “Voodoo Child”, “All Along the Watchtower”, “Purple Haze”, and the national anthem at Woodstock.
qb_lit_pop_goes_the_weasel_fc105ddb	Pop Goes the Weasel	rejected_non_literary_context	rejected_non_literary_context	40	0	40	29	"{""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":6}"	"{""clue_derived_seed"":40,""play"":4,""unknown"":1,""work"":1}"	{}	"{""fine_arts"":3,""geography"":7,""literature"":3,""other_academic"":17,""pop_culture"":7}"	19	3	""	""	and gained fame by battling Chick Webb at the Savoy in 1938. Thad Jones quoted “Pop Goes the Weasel” during this musician's recording of “April in Paris.” This bandleader named another of his songs for the hour that he i
qb_lit_sunstone_and_the_labyrinth_of_solitude_8a04bccd	Sunstone and The Labyrinth of Solitude	rejected_combined_title_author_prompt	accepted_likely_work	41	0	41	27	"{""author_verb_title"":7,""clue_derived_seed_clue_mention"":41}"	"{""clue_derived_seed"":41,""collection"":2,""poem"":1,""unknown"":4}"	{}	"{""geography"":1,""literature"":17,""other_academic"":15}"	59	0	reject	combined_title_author_prompt	about Mexican heritage and identity. For 10 points, name this Mexican author of Sunstone and The Labyrinth of Solitude.
qb_lit_the_buddha_of_suburbia_a8246851	The Buddha of Suburbia	rejected_non_literary_context	rejected_non_literary_context	22	2	20	16	"{""clue_derived_seed_clue_mention"":20,""raw_answerline_work_prompt"":2,""typed_title"":3}"	"{""clue_derived_seed"":20,""novel"":5}"	"{""novel"":2}"	"{""fine_arts"":1,""geography"":12,""literature"":2,""other_academic"":3,""pop_culture"":2}"	30	2	""	""	social climber Eva in this city, the setting of the semi-autobiographical novel The Buddha of Suburbia. For 10 points each: [10] Name this city where Tracey meets a character who later works as an assistant for the pop d
qb_lit_the_hunt_4c9d9cd4	The Hunt	rejected_non_literary_context	rejected_non_literary_context	43	0	43	26	"{""quoted_lit_context"":43}"	"{""collection"":13,""epic"":2,""play"":4,""sonnet"":2,""story"":1,""unknown"":13,""work"":8}"	{}	"{""fine_arts"":10,""literature"":1,""other_academic"":16}"	2	31	""	""	The Four Seasons is part of this concerto collection by Vivaldi that includes “The Hunt.”
qb_lit_the_problem_of_christianity_01a43bf1	The Problem of Christianity	rejected_non_literary_context	rejected_non_literary_context	30	1	29	19	"{""author_verb_title"":6,""clue_derived_seed_clue_mention"":29,""raw_answerline_work_prompt"":1,""typed_title"":2}"	"{""book"":2,""clue_derived_seed"":29,""unknown"":3,""work"":4}"	"{""work"":1}"	"{""other_academic"":26}"	4	16	""	""	"12. This work replaces the ""Absolute Knower"" with an infinite truth-seeking community of interpretation called the Universal Community. For 10 points each: [10] Name this work, which includes a chapter called ""Perception"
qb_lit_versos_sencillos_904961a6	Versos Sencillos	rejected_non_literary_context	rejected_non_literary_context	43	0	43	32	"{""author_verb_title"":6,""quoted_lit_context"":4,""typed_title"":33}"	"{""collection"":34,""essay"":1,""ode"":1,""poem"":5,""work"":2}"	{}	"{""geography"":8,""other_academic"":23}"	58	0	""	""	] This revolutionary Cuban poet wrote “Guantanamera” and collected his work in “Versos Sencillos” and “Versos Libres.” He is the namesake of a US government radio station that broadcasts into Cuba.
qb_lit_the_willow_song_b957ecd1	The (*) Willow Song	rejected_song_fragment_not_literary_work	accepted_likely_work	41	0	41	26	"{""clue_derived_seed_clue_mention"":41,""quoted_lit_context"":4}"	"{""clue_derived_seed"":41,""play"":1,""poem"":2,""tragedy"":1}"	{}	"{""fine_arts"":1,""literature"":7,""other_academic"":20,""pop_culture"":1}"	60	37	reject	song_fragment_not_literary_work	e lead soprano, the second an “Ave Maria” and the first usually referred to as “The Willow Song.” With a libretto by Arrigo Boito, FTP, name this Verdi opera, a tragedy based on a Shakespeare play whose characters includ
qb_lit_lady_windermere_44395f66	Lady Windermere	rejected_title_fragment_duplicate	needs_review_possible_character_or_person	41	0	41	29	"{""author_verb_title"":36,""typed_title"":5}"	"{""comedy"":1,""novel"":8,""play"":18,""poem"":2,""unknown"":10,""work"":2}"	{}	"{""literature"":26,""other_academic"":3}"	42	0	reject	title_fragment_duplicate	fax, the cousin of his friend Algernon who courts Cecily Cardew. This author of Lady Windermere’s Fan wrote of a character who loves Sibyl Vane and stabs the title object painted by Basil Hallward in The Picture of Doria
qb_lit_why_i_am_so_wise_026089d7	Why I Am So Wise	rejected_non_literary_context	rejected_non_literary_context	38	0	38	29	"{""clue_derived_seed_clue_mention"":38,""quoted_lit_context"":9}"	"{""book"":5,""clue_derived_seed"":38,""essay"":2,""work"":2}"	{}	"{""fine_arts"":1,""other_academic"":19,""philosophy"":17,""pop_culture"":1}"	29	14	""	""	"ism in another essay collected in his On the Genealogy of Morals. He explained ""Why I Am So Wise"" in his autobiographical Ecce Homo, and described the will-to-power as a motivation to rise above slave morality. In anothe"
qb_lit_wedding_day_at_troldhaugen_6d88dc92	Wedding Day at Troldhaugen	rejected_non_literary_context	rejected_non_literary_context	42	0	42	28	"{""quoted_lit_context"":42}"	"{""collection"":26,""lyric"":3,""play"":1,""unknown"":5,""work"":7}"	{}	"{""fine_arts"":12,""other_academic"":17}"	30	45	""	""	s inspired by his twenty-fifth wedding anniversary celebration and is entitled “Wedding Day at Troldhaugen.” He composed a piece in which the soloist enters directly after the introductory timpani roll. That piece, which
qb_lit_the_captive_mind_3a8f6a66	The Captive Mind	rejected_non_literary_context	rejected_non_literary_context	21	2	19	16	"{""author_verb_title"":13,""raw_answerline_work_prompt"":2,""typed_title"":6}"	"{""book"":2,""essay"":1,""novel"":3,""unknown"":8,""work"":7}"	"{""work"":2}"	"{""geography"":6,""other_academic"":10}"	15	1	""	""	[10] Milosz wrote The Captive Mind while in political exile from this European country, whose historical connection with Lithuania was the subject of Adam Mickiewicz (mee KAY vich)’s epic Pan Tadeusz (ta DOITCH).
qb_lit_anabasis_5c73bf91	Anabasis	rejected_non_literary_context	rejected_non_literary_context	25	1	24	18	"{""author_verb_title"":14,""quoted_lit_context"":10,""raw_answerline_work_prompt"":1}"	"{""book"":1,""novel"":4,""story"":1,""unknown"":13,""work"":6}"	"{""work"":1}"	"{""history"":18,""other_academic"":3,""pop_culture"":1}"	17	0	""	""	"a. The venture was quite unsuccessful, but this man chronicled it in his work, ""Anabasis."" For fifteen points, name this writer also known for ""Memorabilia of Socrates"" and ""Hellenica."""
qb_lit_the_communist_manifesto_2c53d2e2	The Communist Manifesto	rejected_non_literary_context	rejected_non_literary_context	43	0	43	26	"{""author_verb_title"":43}"	"{""book"":2,""story"":1,""unknown"":31,""work"":9}"	{}	"{""history"":3,""other_academic"":8,""philosophy"":18}"	2	15	""	""	political philosophy with Friedrich Engels. For 10 points, name this author of The Communist Manifesto.
qb_lit_rock_drill_2ca70f62	Rock-Drill	rejected_section_title_not_standalone_work	needs_review_section_or_subwork_title	44	0	44	29	"{""quoted_lit_context"":44}"	"{""collection"":1,""epic"":1,""essay"":1,""play"":2,""poem"":27,""story"":2,""work"":10}"	{}	"{""literature"":18,""other_academic"":10}"	52	0	reject	section_title_not_standalone_work	a Station of the Metro,” as well as a work whose sections include “Pisan” and “Rock-Drill.” For 10 points, name this Imagist poet who expressed Fascist ideals in the Cantos.
qb_lit_commentaries_on_the_laws_of_england_43ad4067	Commentaries on the Laws of England	rejected_non_literary_context	rejected_non_literary_context	37	0	37	29	"{""author_verb_title"":4,""clue_derived_seed_clue_mention"":37}"	"{""clue_derived_seed"":37,""poem"":1,""unknown"":3}"	{}	"{""history"":1,""other_academic"":24,""philosophy"":5}"	3	3	""	""	ir position for personal gain. For 10 points each [10] Name this author of the Commentaries on the Laws of England. He penned the lines “The visage wan, the pore-blind sight, / The toil by day, the lamp by night” in hi
qb_lit_if_this_be_treason_c0940ab6	If This Be Treason	rejected_non_literary_context	rejected_non_literary_context	37	0	37	29	"{""clue_derived_seed_clue_mention"":37,""typed_title"":4}"	"{""clue_derived_seed"":37,""memoir"":4}"	{}	"{""history"":18,""other_academic"":11,""pop_culture"":2}"	24	0	""	""	aradiso was translated by this pre-eminent Spanish scholar who wrote the memoir If This Be Treason: Translation and its Dyscontents.
qb_lit_king_481902ec	King	rejected_common_title_or_opera_section_not_work	needs_review_common_or_short_title	39	0	39	28	"{""author_verb_title"":3,""quoted_lit_context"":28,""typed_title"":8}"	"{""cycle"":1,""elegy"":2,""novel"":6,""ode"":2,""play"":9,""tale"":4,""tragedy"":2,""unknown"":13}"	{}	"{""fine_arts"":6,""geography"":1,""literature"":6,""other_academic"":15,""pop_culture"":3}"	27	10	reject	common_title_or_opera_section_not_work	e chamber opera Hydrogen Jukebox. He included the acts “Tolstoy,” “Tagore,”and “King” in an opera about the life of Gandhi entitled [*] Satyagraha (“suth-ya-gra-ha”), which forms part of his “Portrait Trilogy.” This comp
qb_lit_cycle_5d2432d4	Cycle	rejected_generic_category_label	needs_review_common_or_short_title	30	1	29	18	"{""quoted_lit_context"":8,""raw_answerline_work_prompt"":1,""typed_title"":21}"	"{""cycle"":2,""epic"":21,""novel"":1,""play"":1,""trilogy"":2,""work"":3}"	"{""cycle"":1}"	"{""fine_arts"":1,""geography"":2,""literature"":1,""other_academic"":19}"	38	6	reject	generic_category_label	list in 1998 and is the namesake of a war that is the subject of the Greek Epic Cycle.
qb_lit_merrie_england_e446df15	Merrie England	rejected_phrase_or_section_not_work	needs_review_possible_character_or_person	42	0	42	28	"{""quoted_lit_context"":42}"	"{""collection"":3,""novel"":33,""story"":4,""work"":2}"	{}	"{""literature"":3,""other_academic"":29}"	59	0	reject	phrase_or_section_not_work	ist of this work gets drunk and turns his lecture on medieval shipbuilding and “Merrie England” into a parody of his boss Professor Welch. For 10 points each: [10] Name this novel in which the title professor is entrappe
qb_lit_dreams_4565014c	Dreams	rejected_common_title_ambiguous_not_standalone	needs_review_common_or_short_title	21	2	19	15	"{""quoted_lit_context"":12,""raw_answerline_work_prompt"":2,""typed_title"":7}"	"{""anthology"":2,""book"":2,""collection"":5,""poem"":6,""story"":3,""work"":3}"	"{""collection"":2}"	"{""fine_arts"":1,""literature"":3,""other_academic"":8,""philosophy"":1,""pop_culture"":1,""science"":1}"	23	5	reject	common_title_ambiguous_not_standalone	ussing the circumstances of creation Tartini’s “The Devil’s Sonata” in his work Dreams. He claimed that humanity’s curse is that it is the only racecapable of “knowing about life” but the only one incapable of attaining
qb_lit_gothic_f59d3d2c	Gothic	rejected_genre_label_not_work	needs_review_common_or_short_title	37	0	37	31	"{""author_verb_title"":31,""quoted_lit_context"":6}"	"{""book"":1,""collection"":2,""essay"":2,""novel"":24,""tale"":3,""unknown"":5}"	{}	"{""literature"":8,""other_academic"":22}"	44	4	reject	genre_label_not_work	cilitate the protagonist's escape. For 10 points each: [10] Name this author of Gothic novels who described the perils faced by the orphaned Emily in The Mysteries of Udolpho.
qb_lit_monadology_2e0f3dd6	Monadology	rejected_non_literary_context	rejected_non_literary_context	23	2	21	15	"{""author_verb_title"":17,""quoted_lit_context"":3,""raw_answerline_work_prompt"":2,""typed_title"":1}"	"{""book"":1,""essay"":2,""ode"":1,""unknown"":17,""work"":2}"	"{""essay"":2}"	"{""other_academic"":10,""philosophy"":7}"	0	4	""	""	"ints, name this formulator of the ""orinciple of sufficient reason and author of Monadology."
qb_lit_genesis_fe10566e	Genesis	rejected_ambiguous_religion_or_section_title	needs_review_common_or_short_title	19	2	17	15	"{""quoted_lit_context"":12,""raw_answerline_work_prompt"":2,""typed_title"":5}"	"{""book"":4,""collection"":1,""ode"":1,""play"":2,""poem"":8,""story"":1,""work"":2}"	"{""book"":2}"	"{""literature"":1,""other_academic"":10,""pop_culture"":3}"	22	0	reject	ambiguous_religion_or_section_title	s on a sunbeam” but is better known for his collection To Axion Esti featuring “Genesis.”
qb_lit_the_rakoczy_march_60456dd6	The Rakoczy March	rejected_non_literary_context	rejected_non_literary_context	40	0	40	29	"{""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":4}"	"{""clue_derived_seed"":40,""poem"":1,""unknown"":1,""work"":2}"	{}	"{""fine_arts"":16,""geography"":1,""other_academic"":19}"	25	46	""	""	nspired by his home country including pieces titled “The Carnival of Pest” and “The Rakoczy March.” For 10 points, name this Hungarian composer and piano virtuoso who wrote The Hungarian Rhapsodies.
qb_lit_portnoy_c60d237a	Portnoy	rejected_title_fragment_duplicate	needs_review_common_or_short_title	47	0	47	30	"{""author_verb_title"":38,""title_context"":1,""typed_title"":8}"	"{""novel"":14,""play"":1,""unknown"":19,""work"":13}"	{}	"{""literature"":19,""other_academic"":12}"	31	0	reject	title_fragment_duplicate	[10] This American writer wrote Portnoy’s Complaint in addition to American Pastoral, Operation Shylock, and The Prague Orgy.
qb_lit_the_elements_of_style_09debd9d	The Elements of Style	rejected_style_manual_not_literature	needs_review_non_literature_track_context	32	0	32	29	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":32,""quoted_lit_context"":5}"	"{""book"":5,""clue_derived_seed"":32,""unknown"":2,""work"":1}"	{}	"{""other_academic"":35,""pop_culture"":3}"	12	0	reject	style_manual_not_literature	"er his death, it quickly became a best-seller. FTP identify this co- author of ""The Elements of Style."""
qb_lit_groovin_high_ae9088c5	Groovin’ High	rejected_non_literary_context	rejected_non_literary_context	40	0	40	28	"{""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":5}"	"{""clue_derived_seed"":40,""play"":3,""unknown"":2}"	{}	"{""fine_arts"":3,""other_academic"":32}"	4	5	""	""	[10] With Charlie Parker and Thelonious Monk, this trumpeter of “Groovin High” was a founder of bebop jazz. He puffed his cheeks to play a trumpet with an upturned bell.
qb_lit_potato_head_blues_778f1af6	Potato Head Blues	rejected_non_literary_context	rejected_non_literary_context	37	0	37	24	"{""clue_derived_seed_clue_mention"":37,""quoted_lit_context"":7}"	"{""clue_derived_seed"":37,""play"":3,""unknown"":4}"	{}	"{""fine_arts"":22,""history"":2,""other_academic"":8}"	13	7	""	""	director of Jazz at Lincoln Center. Another player of this instrument recorded “Potato Head Blues” and “Heebie Jeebies” with his Hot Five. One man to play it led the albums Sketches of Spain and Kind of Blue. For 10 poin
qb_lit_the_mentality_of_apes_89a8cf96	The Mentality of Apes	rejected_non_literary_context	rejected_non_literary_context	40	0	40	31	"{""author_verb_title"":5,""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":2,""typed_title"":2}"	"{""book"":3,""clue_derived_seed"":40,""unknown"":4,""work"":2}"	{}	"{""geography"":1,""other_academic"":31,""social_science"":5}"	1	1	""	""	20. One member of this school, Wolfgang Kohler, wrote The Mentality of Apes. For 10 points each: [10] Name this holistic school of psychology whose other members included Kurt Koffka and which theorized properties of per
qb_lit_way_of_opinion_ec11bcea	Way of Opinion	rejected_non_literary_context	rejected_non_literary_context	41	0	41	26	"{""clue_derived_seed_clue_mention"":41,""quoted_lit_context"":12}"	"{""clue_derived_seed"":41,""poem"":9,""unknown"":3}"	{}	"{""other_academic"":15,""philosophy"":15,""pop_culture"":1}"	20	20	""	""	"nophanes divided inquiry into aletheia and doxa, or the ""Way of Truth"" and the ""Way of Opinion."" In a namesake dialogue, this man delivers the ""Third Man"" argument. 160 lines of fragments from his hexameter poem ""On Natu"
qb_lit_eichmann_in_jerusalem_59344cc3	Eichmann in Jerusalem	rejected_non_literary_context	rejected_non_literary_context	25	1	24	18	"{""author_verb_title"":14,""quoted_lit_context"":1,""raw_answerline_work_prompt"":1,""typed_title"":9}"	"{""book"":11,""unknown"":13,""work"":1}"	"{""book"":1}"	"{""history"":1,""other_academic"":2,""philosophy"":16}"	1	5	""	""	23. Born in Germany, this writer of Eichmann in Jerusalem fled Nazi rule in 1941 and came to the United States. FTP, name this author who traced Nazism and Communism to 19th-Century Imperialism in The Origins of Totali
qb_lit_the_economic_consequences_of_the_peace_a169accd	The Economic Consequences of the Peace	rejected_non_literary_context	rejected_non_literary_context	27	1	26	17	"{""author_verb_title"":14,""quoted_lit_context"":1,""raw_answerline_work_prompt"":1,""typed_title"":11}"	"{""book"":10,""unknown"":9,""work"":8}"	"{""work"":1}"	"{""other_academic"":4,""social_science"":13}"	1	30	""	""	ld currency. Known for his condemnation of the Treaty of Versailles in his work The Economic Consequences of the Peace, for 10 points, name this British economist who argued for high government spending and wrote General
qb_lit_the_book_of_nonsense_9b6c5726	THE BOOK OF NONSENSE	rejected_duplicate_or_malformed_title_variant	needs_review_non_literature_track_context	37	0	37	26	"{""clue_derived_seed_clue_mention"":37,""quoted_lit_context"":4}"	"{""book"":4,""clue_derived_seed"":37}"	{}	"{""other_academic"":33,""pop_culture"":2}"	16	1	reject	duplicate_or_malformed_title_variant	"ED BY HIM AS ""NONSENSE PURE AND ABSOLUTE."" FOR TEN POINTS, NAME THIS AUTHOR OF ""THE BOOK OF NONSENSE"" AND ""THE OWL AND THE PUSSYCAT."""
qb_lit_petrushka_and_the_rite_of_spring_f7592a01	Petrushka and The Rite of Spring	rejected_non_literary_context	rejected_non_literary_context	38	0	38	29	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":38}"	"{""clue_derived_seed"":38,""unknown"":2,""work"":1}"	{}	"{""fine_arts"":27,""other_academic"":4}"	8	57	""	""	to several suites. Name this ballet composed by Igor Stravinsky before he wrote Petrushka and The Rite of Spring.
qb_lit_tossups_9c10d469	Tossups	rejected_non_literary_context	rejected_non_literary_context	126	0	126	7	"{""byline_title"":126}"	"{""cycle"":1,""novel"":5,""ode"":1,""play"":3,""poem"":1,""story"":2,""unknown"":111,""work"":2}"	{}	"{""fine_arts"":3,""geography"":2,""history"":3,""literature"":4,""mythology"":1,""other_academic"":103,""science"":4,""social_science"":1}"	17	2	""	""	Beaver Bonspiel 2: 1:00 p.m. Tossups by Yale TOSSUP #1 Because of a dispute over his birthplace, high schools from two neighboring counties play a football game every year to settle the issue. The winner gets to keep a
qb_lit_thought_and_language_5d48fb5d	Thought and Language	rejected_psychology_linguistics_domain	needs_review_non_literature_track_context	38	0	38	29	"{""author_verb_title"":10,""clue_derived_seed_clue_mention"":38,""typed_title"":1}"	"{""clue_derived_seed"":38,""essay"":1,""unknown"":7,""work"":3}"	{}	"{""other_academic"":39,""social_science"":1}"	5	0	reject	psychology_linguistics_domain	"amlet was included as part of his work The Psychology of Art, and he also wrote Thought and Language, but he may be best known for a concept related to ""scaffolding,"" which specifies the difference between what a child c"
qb_lit_god_21298df8	God	rejected_common_word_title_fragment	needs_review_common_or_short_title	37	0	37	25	"{""quoted_lit_context"":37}"	"{""book"":8,""essay"":2,""myth"":1,""novel"":9,""play"":3,""poem"":3,""short_story"":1,""unknown"":3,""work"":7}"	{}	"{""literature"":6,""other_academic"":13,""philosophy"":1,""pop_culture"":5,""religion"":1}"	56	2	reject	common_word_title_fragment	the intelligent character named Syme goes missing. After writing down the word “God,” Ampleworth also goes missing in this novel. Katharine, a member of the Anti-Sex League, leaves the protagonist in this novel after the
qb_lit_the_godfather_b72bfe63	The Godfather	rejected_non_literary_context	rejected_non_literary_context	24	1	23	20	"{""author_verb_title"":7,""quoted_lit_context"":5,""raw_answerline_work_prompt"":1,""title_context"":1,""typed_title"":10}"	"{""novel"":14,""ode"":1,""play"":3,""saga"":1,""tale"":1,""trilogy"":1,""unknown"":1,""work"":2}"	"{""work"":1}"	"{""geography"":2,""other_academic"":14,""pop_culture"":4}"	15	0	""	""	One sequel to this work sees a character marrying and then killing citrus magnate Billy Van Arsdale, while another sequel describes the presidency and eventual assassination of Jimmy Shea, a friend of the titular charact
qb_lit_yerma_and_the_house_of_bernarda_alba_dd464aa8	Yerma and The House of Bernarda Alba	rejected_combined_title_author_prompt	accepted_likely_work	38	0	38	27	"{""author_verb_title"":8,""byline_title"":2,""clue_derived_seed_clue_mention"":38}"	"{""clue_derived_seed"":38,""ode"":2,""play"":3,""unknown"":5}"	{}	"{""geography"":3,""literature"":15,""other_academic"":21}"	60	2	reject	combined_title_author_prompt	ing Leonardo after he elopes with the Bride. For 10 points, name this author of Yerma and The House of Bernarda Alba.
qb_lit_of_miracles_05bbd29c	Of Miracles	rejected_non_literary_context	rejected_non_literary_context	37	0	37	29	"{""quoted_lit_context"":36,""typed_title"":1}"	"{""book"":4,""essay"":5,""story"":2,""unknown"":8,""work"":18}"	{}	"{""other_academic"":4,""philosophy"":26}"	6	24	""	""	, as well as sections titled “Of Probability,” “Of Liberty and Necessity,” and “Of Miracles.” The author of Dialogues Concerning Natural Religion, name this Scottish Empiricist philosopher and author of Treatise of Human
qb_lit_principles_of_political_economy_and_taxation_aa32d313	Principles of Political Economy and Taxation	rejected_non_literary_context	rejected_non_literary_context	39	0	39	28	"{""author_verb_title"":37,""quoted_lit_context"":1,""typed_title"":1}"	"{""book"":1,""ode"":2,""unknown"":32,""work"":4}"	{}	"{""other_academic"":3,""social_science"":29}"	0	0	""	""	[10] This British economist who wrote Principles of Political Economy and Taxation discussed comparative advantage and is also known for his Iron Law of Wages.
qb_lit_la_marseillaise_c56fde88	La Marseillaise	rejected_anthem_or_music_not_literary_work	needs_review_possible_character_or_person	37	0	37	29	"{""quoted_lit_context"":37}"	"{""collection"":2,""play"":7,""poem"":1,""short_story"":1,""story"":16,""unknown"":1,""work"":9}"	{}	"{""fine_arts"":9,""geography"":2,""literature"":5,""other_academic"":14}"	42	15	reject	anthem_or_music_not_literary_work	work opens as cellos and violas imitate the chanting of priests. A fragment of “La Marseillaise” represents an approaching army, and this work is often paired with the same composer’s Marche Slave, which like this piece
qb_lit_homecoming_ee97748c	Homecoming	rejected_section_or_common_title_not_standalone	needs_review_common_or_short_title	25	1	24	18	"{""author_verb_title"":2,""quoted_lit_context"":19,""raw_answerline_work_prompt"":1,""typed_title"":3}"	"{""collection"":2,""epic"":1,""lyric"":2,""play"":9,""story"":3,""trilogy"":6,""work"":2}"	"{""play"":1}"	"{""literature"":11,""other_academic"":7,""pop_culture"":1}"	26	0	reject	section_or_common_title_not_standalone	e ones featuring Nina Leeds and Harry Hope. He included both “The Haunted” and “Homecoming” in his trilogy, Mourning Becomes Electra. For 10 points, name this American playwright of Strange Interlude and The Iceman Comet
qb_lit_what_is_the_third_estate_8e6c99b6	What is the Third Estate	rejected_non_literary_context	rejected_non_literary_context	40	0	40	29	"{""author_verb_title"":3,""clue_derived_seed_clue_mention"":40,""quoted_lit_context"":2}"	"{""clue_derived_seed"":40,""essay"":1,""unknown"":3,""work"":1}"	{}	"{""history"":7,""other_academic"":27,""pop_culture"":1}"	4	2	""	""	ed a peasant uprising in the “Great Fear.” Abbe Sieyes [AH-BAY SEE-YIZE] wrote What is the Third Estate? during this event. The Bastille was stormed in, for 10 points, what event that led to the execution of Louis XVI
