candidate_id	canonical_title	review_reason	base_review_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_sunstone_cd8eb19a	Sunstone	accepted_likely_work	accepted_likely_work	212	22	190	134	"{""author_verb_title"":25,""quoted_lit_context"":155,""raw_answerline_work_prompt"":22,""typed_title"":10}"	"{""anthology"":4,""book"":8,""collection"":8,""essay"":37,""myth"":1,""novel"":3,""ode"":2,""play"":2,""poem"":124,""unknown"":19,""work"":4}"	"{""poem"":22}"	"{""geography"":27,""history"":3,""literature"":64,""other_academic"":53}"	269	0	""	""	"[10] This Mexican author of The Labyrinth of Solitude also authored the poem ""Sunstone"" and analyzed poetry and politics in his essay ""The Bow and the Lyre."""
qb_lit_christopher_marlowe_96ab229d	Christopher Marlowe	accepted_likely_work	accepted_likely_work	447	5	442	287	"{""byline_title"":1,""raw_answerline_seed_clue_mention"":442,""raw_answerline_work_prompt"":5,""typed_title"":1}"	"{""answerline_seed"":442,""play"":6,""story"":1}"	"{""play"":5}"	"{""fine_arts"":3,""geography"":1,""history"":19,""literature"":95,""mythology"":5,""other_academic"":224,""pop_culture"":5,""religion"":1}"	477	10	""	""	Q: This English poet and dramatist developed the use of dramatic free verse. In 1593, he was stabbed to death in a tavern brawl. FTP, name this play wright who penned Dr. Faustus, Tamburlaine, and Edward II?
qb_lit_the_jungle_8ea79b73	The Jungle	accepted_likely_work	accepted_likely_work	129	54	75	89	"{""author_verb_title"":42,""byline_title"":1,""quoted_lit_context"":1,""raw_answerline_work_prompt"":54,""typed_title"":31}"	"{""book"":7,""novel"":78,""story"":1,""unknown"":27,""work"":16}"	"{""book"":3,""novel"":44,""story"":1,""work"":6}"	"{""geography"":5,""literature"":68,""other_academic"":24,""pop_culture"":1}"	169	0	""	""	3. The author of this novel famously said, “I aimed at the public’s heart, and by accident I hit it in the stomach.” For 10 points each: [10] Name this novel about the struggle of the Rudkus family to survive in Chicago,
qb_lit_boris_godunov_39254fa6	Boris Godunov	accepted_likely_work	accepted_likely_work	476	5	471	288	"{""author_verb_title"":6,""byline_title"":1,""quoted_lit_context"":5,""raw_answerline_seed_clue_mention"":471,""raw_answerline_work_prompt"":5,""title_context"":1,""typed_title"":5}"	"{""answerline_seed"":471,""cycle"":1,""novel"":3,""play"":12,""unknown"":5,""work"":2}"	"{""play"":5}"	"{""fine_arts"":73,""geography"":1,""history"":31,""literature"":33,""other_academic"":225,""pop_culture"":4,""religion"":1}"	189	234	accept	accepted_after_sanity_audit	"He was the preeminent Russian poet during the 1830's and later wrote the play ""Boris Godunov."""
qb_lit_orlando_furioso_9eec933f	Orlando Furioso	accepted_likely_work	accepted_likely_work	171	27	144	119	"{""author_verb_title"":9,""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":142,""raw_answerline_work_prompt"":32,""typed_title"":17}"	"{""answerline_seed"":142,""drama"":1,""epic"":32,""poem"":12,""romance"":1,""unknown"":7,""work"":7}"	"{""epic"":23,""poem"":5,""work"":4}"	"{""fine_arts"":14,""geography"":1,""literature"":36,""other_academic"":115,""pop_culture"":2,""religion"":1}"	212	34	accept	accepted_after_sanity_audit	the clarinet composed a three-act opera adaptation of the Ludovico Ariosto epic Orlando Furioso, but he is more famous for more than 300 concertos, including a set from The Contest Between Harmony and Invention that open
qb_lit_the_overcoat_a8649de5	The Overcoat	accepted_likely_work	accepted_likely_work	156	41	115	96	"{""quoted_lit_context"":115,""raw_answerline_work_prompt"":41}"	"{""collection"":2,""essay"":1,""memoir"":2,""novel"":38,""play"":8,""short_story"":41,""story"":47,""tale"":2,""unknown"":5,""work"":10}"	"{""short_story"":18,""story"":23}"	"{""literature"":46,""other_academic"":67}"	237	0	""	""	16. One character in this story is tormented by co-workers who claim he is in an abusive relationship with his seventy-year-old landlady. After consuming too much champagne, the protagonist of this story is robbed on his
qb_lit_northanger_abbey_7097432e	Northanger Abbey	accepted_likely_work	accepted_likely_work	172	26	146	113	"{""author_verb_title"":15,""raw_answerline_seed_clue_mention"":146,""raw_answerline_work_prompt"":26,""typed_title"":10}"	"{""answerline_seed"":146,""book"":1,""collection"":1,""novel"":37,""story"":2,""unknown"":8,""work"":2}"	"{""book"":1,""novel"":22,""story"":2,""work"":1}"	"{""fine_arts"":4,""literature"":86,""other_academic"":57}"	191	1	""	""	Bennet falls in love with Fitzwilliam Darcy. For 10 points, name this author of Northanger Abbey, Sense and Sensibility, and Pride and Prejudice.
qb_lit_tintern_abbey_9dac20a6	Tintern Abbey	accepted_likely_work	accepted_likely_work	300	9	291	211	"{""author_verb_title"":7,""quoted_lit_context"":78,""raw_answerline_seed_clue_mention"":291,""raw_answerline_work_prompt"":9}"	"{""answerline_seed"":291,""book"":3,""collection"":26,""lyric"":7,""ode"":1,""poem"":47,""unknown"":2,""work"":8}"	"{""poem"":7,""work"":2}"	"{""literature"":187,""other_academic"":98,""pop_culture"":4}"	320	4	""	""	albatross. FTP, identify this poetry collection which contains the Lucy poems, “Tintern Abbey” and “Rime of the Ancient Mariner”, a collaboration between William Wordsworth and Samuel Taylor Coleridge.
qb_lit_death_and_the_maiden_7828ae4a	Death and the Maiden	needs_review_ambiguous_music_literature_title	accepted_likely_work	326	8	318	206	"{""author_verb_title"":5,""quoted_lit_context"":34,""raw_answerline_seed_clue_mention"":318,""raw_answerline_work_prompt"":8,""typed_title"":9}"	"{""answerline_seed"":318,""cycle"":3,""epic"":1,""essay"":3,""lyric"":1,""novel"":1,""play"":22,""poem"":4,""unknown"":7,""work"":14}"	"{""play"":8}"	"{""fine_arts"":136,""geography"":8,""other_academic"":118,""pop_culture"":5}"	146	347	review	ambiguous_music_literature_title	ork of this type by Beethoven. Schubert wrote one of these in D minor entitled “Death and the Maiden.” For 10 points, name this type of composition for two violins, viola, and cello.
qb_lit_prometheus_bound_32ea353d	Prometheus Bound	accepted_likely_work	accepted_likely_work	159	26	133	105	"{""author_verb_title"":14,""quoted_lit_context"":7,""raw_answerline_seed_clue_mention"":132,""raw_answerline_work_prompt"":26,""typed_title"":6}"	"{""answerline_seed"":132,""drama"":1,""epic"":4,""play"":29,""poem"":2,""tragedy"":8,""trilogy"":1,""unknown"":1,""work"":7}"	"{""drama"":1,""play"":18,""tragedy"":6,""work"":1}"	"{""fine_arts"":2,""literature"":109,""mythology"":1,""other_academic"":21,""pop_culture"":2}"	203	39	accept	accepted_after_sanity_audit	21.The chorus in this play remembers the “rapture of sweet music, which I hymned” at the protagonist’s wedding. Near its end, the protagonist tells two stories: one in which he tells a girl wearing a horned prop that she
qb_lit_john_milton_3febab08	John Milton	accepted_likely_work	accepted_likely_work	528	3	525	348	"{""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":525,""raw_answerline_work_prompt"":3,""typed_title"":3}"	"{""answerline_seed"":525,""epic"":6,""unknown"":2}"	"{""epic"":3}"	"{""fine_arts"":3,""geography"":4,""history"":10,""literature"":156,""mythology"":1,""other_academic"":236,""pop_culture"":12,""religion"":5,""science"":3}"	548	11	""	""	"T1. Ezra Pound despised him, but this English poet was praised by Samuel Johnson, who said ""his great works were performed under discountenance and blindness but difficulties vanished at his touch."" In 1802, William Wor"
qb_lit_daisy_miller_1f72179b	Daisy Miller	accepted_likely_work	accepted_likely_work	191	20	171	124	"{""author_verb_title"":20,""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":171,""raw_answerline_work_prompt"":20,""typed_title"":2}"	"{""answerline_seed"":171,""novel"":14,""novella"":12,""ode"":1,""story"":2,""unknown"":11,""work"":4}"	"{""novel"":7,""novella"":11,""work"":2}"	"{""geography"":3,""history"":2,""literature"":121,""other_academic"":27,""philosophy"":1}"	132	11	""	""	Tiebreaker The title character’s younger brother Randolph informs the male protagonist of this novel that he is from Synecdoche, New York, when the two meet each other in Switzerland. For 10 points each: [10] Name this n
qb_lit_benito_cereno_59444f05	Benito Cereno	accepted_likely_work	accepted_likely_work	149	32	117	101	"{""author_verb_title"":7,""quoted_lit_context"":53,""raw_answerline_seed_clue_mention"":117,""raw_answerline_work_prompt"":32,""typed_title"":6}"	"{""answerline_seed"":117,""book"":1,""collection"":18,""novel"":6,""novella"":15,""poem"":4,""short_story"":23,""story"":21,""work"":10}"	"{""novella"":9,""short_story"":13,""story"":9,""work"":1}"	"{""literature"":84,""other_academic"":77}"	220	0	""	""	"4. This man's novella Benito Cereno focuses on a slave rebellion and is found in his The Piazza Tales. For 10 points each: [10] Name this American writer of a novella about a character who ""would prefer not to,"" ""Bartleb"
qb_lit_faust_a5171404	Faust	accepted_likely_work	accepted_likely_work	141	36	105	100	"{""author_verb_title"":44,""quoted_lit_context"":7,""raw_answerline_work_prompt"":37,""title_context"":1,""typed_title"":53}"	"{""ballad"":2,""drama"":14,""epic"":2,""novel"":5,""play"":61,""poem"":2,""story"":1,""tragedy"":4,""unknown"":39,""work"":12}"	"{""drama"":2,""play"":25,""poem"":1,""story"":1,""tragedy"":1,""work"":7}"	"{""fine_arts"":3,""geography"":1,""literature"":62,""other_academic"":39}"	195	8	""	""	te Wilhelm Meister’s Apprenticeship, The Sorrows of Young Werther, and the play Faust.
qb_lit_mansfield_park_ee5358e1	Mansfield Park	accepted_likely_work	accepted_likely_work	175	23	152	112	"{""author_verb_title"":10,""raw_answerline_seed_clue_mention"":152,""raw_answerline_work_prompt"":23,""typed_title"":6}"	"{""answerline_seed"":152,""book"":2,""novel"":27,""unknown"":7,""work"":3}"	"{""book"":1,""novel"":21,""work"":1}"	"{""literature"":87,""other_academic"":55,""pop_culture"":2}"	114	2	""	""	5. The characters in this novel decide to put on a showing of Elizabeth Inchbald's play Lovers' Vows. For 10 points each: [10] Name this novel in which Fanny Price lives with the Bertrams at the title estate.
qb_lit_blindness_557a98d0	Blindness	accepted_likely_work	accepted_likely_work	152	42	110	91	"{""author_verb_title"":60,""byline_title"":1,""quoted_lit_context"":10,""raw_answerline_work_prompt"":60,""typed_title"":39}"	"{""epic"":4,""essay"":8,""gospel"":9,""novel"":102,""poem"":1,""sonnet"":2,""tale"":2,""unknown"":38,""work"":4}"	"{""essay"":1,""novel"":59}"	"{""geography"":5,""literature"":19,""other_academic"":87}"	216	0	accept	accepted_after_sanity_audit	ear of the Death of Ricardo Reis and The Gospel According to Jesus Christ wrote Blindness.
qb_lit_richard_ii_a22317d1	Richard II	accepted_likely_work	rejected_non_literary_context	470	4	466	282	"{""raw_answerline_seed_clue_mention"":466,""raw_answerline_work_prompt"":4,""typed_title"":4}"	"{""answerline_seed"":466,""play"":7,""work"":1}"	"{""play"":3,""work"":1}"	"{""geography"":2,""history"":111,""literature"":6,""other_academic"":226,""philosophy"":1,""pop_culture"":4,""religion"":10}"	90	8	accept	literary_work_manual_audit	Greenblatt coined the term “new historicism” in an essay that analyzed his play Richard II.
qb_lit_norwegian_wood_136a9ad1	Norwegian Wood	accepted_likely_work	accepted_likely_work	206	19	187	133	"{""author_verb_title"":24,""quoted_lit_context"":16,""raw_answerline_seed_clue_mention"":185,""raw_answerline_work_prompt"":19,""typed_title"":9}"	"{""answerline_seed"":185,""book"":3,""comedy"":2,""epic"":4,""novel"":35,""play"":4,""short_story"":2,""story"":1,""tale"":1,""unknown"":10,""work"":6}"	"{""book"":2,""novel"":15,""work"":2}"	"{""geography"":3,""literature"":107,""other_academic"":62,""pop_culture"":16}"	173	5	""	""	"of Toru Okada, whose cat mysteriously disappears. He also wrote the love story ""Norwegian Wood."""
qb_lit_ash_wednesday_1fada875	Ash Wednesday	accepted_likely_work	accepted_likely_work	263	10	253	184	"{""author_verb_title"":1,""quoted_lit_context"":34,""raw_answerline_seed_clue_mention"":253,""raw_answerline_work_prompt"":10,""typed_title"":1}"	"{""answerline_seed"":253,""book"":2,""collection"":4,""novel"":2,""play"":1,""poem"":32,""unknown"":1,""work"":4}"	"{""poem"":10}"	"{""geography"":1,""literature"":57,""other_academic"":143,""pop_culture"":5,""religion"":38}"	293	8	""	""	19. This poem’s fourth section describes a figure who “Made cool the dry rock and made firm the sand” and “walked between the violet and the violet.” Its fifth section asks if a “veiled sister” will pray for “those who w
qb_lit_my_life_deb741e4	My Life	accepted_likely_work	accepted_likely_work	884	1	883	494	"{""byline_title"":1,""clue_derived_seed_clue_mention"":882,""quoted_lit_context"":1,""raw_answerline_work_prompt"":1,""typed_title"":3}"	"{""autobiography"":4,""clue_derived_seed"":882,""novel"":1,""story"":1}"	"{""autobiography"":1}"	"{""fine_arts"":46,""geography"":17,""history"":23,""literature"":173,""mythology"":1,""other_academic"":356,""philosophy"":6,""pop_culture"":54,""religion"":1,""science"":3,""social_science"":4}"	1100	139	accept	accepted_after_sanity_audit	scribed with the line “Her silence is mine, her eyes mine” in the autobiography My Life. A painting featuring this person was inspired by her surprise visit to the artist’s studio with a bouquet of flowers. In another pa
qb_lit_lucky_jim_140d04c6	Lucky Jim	accepted_likely_work	accepted_likely_work	162	24	138	109	"{""author_verb_title"":34,""raw_answerline_seed_clue_mention"":138,""raw_answerline_work_prompt"":24,""typed_title"":19}"	"{""answerline_seed"":138,""book"":11,""novel"":47,""story"":1,""unknown"":16,""work"":2}"	"{""novel"":23,""work"":1}"	"{""fine_arts"":1,""literature"":56,""other_academic"":98,""pop_culture"":1}"	201	16	""	""	6. The protagonist of this work gets drunk and turns his lecture on medieval shipbuilding and “Merrie England” into a parody of his boss Professor Welch. For 10 points each: [10] Name this novel in which the title prof
qb_lit_the_lottery_064b6757	The Lottery	accepted_likely_work	accepted_likely_work	119	65	54	77	"{""author_verb_title"":3,""quoted_lit_context"":49,""raw_answerline_work_prompt"":65,""typed_title"":2}"	"{""book"":1,""novel"":4,""ode"":1,""short_story"":71,""story"":36,""work"":6}"	"{""short_story"":52,""story"":13}"	"{""literature"":62,""other_academic"":20}"	159	0	""	""	19. The black wooden box is even older than Old Man Warner, the oldest man in town. For 10 points each: [10] Name this short story in which Tessie Hutchinson is late to the title event and draws the dotted paper, causing
qb_lit_white_fang_c3afc152	White Fang	accepted_likely_work	accepted_likely_work	196	17	179	121	"{""author_verb_title"":11,""raw_answerline_seed_clue_mention"":179,""raw_answerline_work_prompt"":17,""typed_title"":5}"	"{""answerline_seed"":179,""book"":1,""novel"":24,""unknown"":6,""work"":2}"	"{""book"":1,""novel"":15,""work"":1}"	"{""geography"":2,""literature"":94,""mythology"":2,""other_academic"":49,""pop_culture"":1}"	125	2	""	""	Tiebreaker The protagonist of this novel saves a man from an escaped criminal, and was a fighter in his past before he lost to a bulldog. For 10 points each: [10] Name this novel, in which the title character’s mother is
qb_lit_old_ironsides_9bd26f7d	Old Ironsides	accepted_likely_work	accepted_likely_work	209	14	195	136	"{""quoted_lit_context"":53,""raw_answerline_seed_clue_mention"":195,""raw_answerline_work_prompt"":14,""typed_title"":4}"	"{""answerline_seed"":195,""collection"":1,""essay"":6,""poem"":59,""unknown"":1,""work"":4}"	"{""poem"":14}"	"{""history"":16,""literature"":74,""other_academic"":116,""pop_culture"":6}"	207	0	""	""	also commanded by Isaac Hull. It was the subject of Oliver Wendell Holmes’ poem Old Ironsides.
qb_lit_lady_windermeres_fan_16da08d0	Lady Windermere's Fan	accepted_likely_work	accepted_likely_work	170	18	152	124	"{""author_verb_title"":4,""raw_answerline_seed_clue_mention"":152,""raw_answerline_work_prompt"":18,""typed_title"":2}"	"{""answerline_seed"":152,""comedy"":3,""novel"":2,""play"":18,""unknown"":1}"	"{""comedy"":3,""play"":15}"	"{""literature"":113,""other_academic"":24,""pop_culture"":1}"	235	0	""	""	7.One character is this play ensures that Mr. Hopper has appeared five times on the dance card of her daughter Agatha, whose only lines throughout the play are the repeated “yes, mamma.” One character in this play commen
qb_lit_black_boy_fb06a524	Black Boy	accepted_likely_work	accepted_likely_work	204	13	191	147	"{""author_verb_title"":14,""quoted_lit_context"":3,""raw_answerline_seed_clue_mention"":191,""raw_answerline_work_prompt"":13,""typed_title"":10}"	"{""answerline_seed"":191,""autobiography"":11,""collection"":4,""memoir"":7,""novel"":9,""unknown"":6,""work"":3}"	"{""autobiography"":8,""memoir"":3,""work"":2}"	"{""geography"":4,""literature"":122,""other_academic"":60}"	236	0	accept	accepted_after_sanity_audit	[10] This author of Black Boy wrote Native Son.
qb_lit_hamlet_060775a0	Hamlet	accepted_likely_work	accepted_likely_work	123	35	88	89	"{""author_verb_title"":20,""byline_title"":4,""quoted_lit_context"":45,""raw_answerline_work_prompt"":37,""typed_title"":19}"	"{""book"":1,""collection"":6,""drama"":1,""essay"":3,""novel"":15,""play"":50,""poem"":19,""short_story"":1,""story"":2,""tragedy"":6,""trilogy"":4,""unknown"":7,""work"":10}"	"{""drama"":1,""novel"":1,""play"":27,""poem"":1,""tragedy"":6,""work"":1}"	"{""fine_arts"":1,""literature"":50,""other_academic"":44,""pop_culture"":2}"	228	8	accept	distinct_work_not_duplicate	10.One character in this play is called “a fellow of infinite jest, of most excellent fancy” while the protagonist talks to a gravedigger. The protagonist of this play tells another character to “get thee to a nunnery,”
qb_lit_wise_blood_f1410ee3	Wise Blood	accepted_likely_work	accepted_likely_work	182	16	166	126	"{""author_verb_title"":20,""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":166,""raw_answerline_work_prompt"":16,""typed_title"":17}"	"{""answerline_seed"":166,""book"":5,""novel"":27,""short_story"":2,""tale"":2,""unknown"":13,""work"":6}"	"{""book"":2,""novel"":12,""work"":2}"	"{""literature"":98,""other_academic"":74,""religion"":2}"	194	0	""	""	[10] This author of “A Good Man Is Hard to Find” wrote Wise Blood.
qb_lit_night_1be2a44c	Night	accepted_likely_work	accepted_likely_work	129	35	94	89	"{""author_verb_title"":20,""byline_title"":3,""quoted_lit_context"":36,""raw_answerline_work_prompt"":35,""typed_title"":35}"	"{""book"":13,""elegy"":1,""memoir"":34,""novel"":21,""novella"":8,""play"":17,""poem"":5,""short_story"":1,""unknown"":16,""work"":13}"	"{""memoir"":18,""novel"":8,""novella"":4,""work"":5}"	"{""fine_arts"":1,""history"":10,""literature"":53,""other_academic"":25,""pop_culture"":2,""religion"":2}"	147	6	""	""	11. The three acts of this play are titled “Morning”, “Noon”, and “Night”, FTPE: [10] This is what play in which the title entities are symbols representing the village cheiftan Baroka and the schoolteacher Sidi?
qb_lit_song_offerings_b63ce784	Song Offerings	accepted_likely_work	accepted_likely_work	171	18	153	118	"{""author_verb_title"":3,""byline_title"":1,""quoted_lit_context"":46,""raw_answerline_seed_clue_mention"":153,""raw_answerline_work_prompt"":18,""typed_title"":9}"	"{""answerline_seed"":153,""book"":1,""collection"":64,""novel"":1,""poem"":5,""unknown"":3,""work"":3}"	"{""collection"":16,""work"":2}"	"{""geography"":12,""literature"":133,""other_academic"":21,""pop_culture"":1}"	163	0	""	""	tion is often printed with an introduction by W.B. Yeats. With a title meaning “Song Offerings,” for 10 points, name this collection of the poet’s own English translations, by the Bengali author Rabindranath Tagore.
qb_lit_happy_days_2a2e790b	Happy Days	accepted_likely_work	accepted_likely_work	344	5	339	235	"{""author_verb_title"":6,""quoted_lit_context"":6,""raw_answerline_seed_clue_mention"":339,""raw_answerline_work_prompt"":5,""typed_title"":10}"	"{""answerline_seed"":339,""drama"":2,""epic"":2,""novel"":2,""play"":20,""story"":1}"	"{""drama"":2,""play"":3}"	"{""history"":4,""literature"":67,""other_academic"":108,""pop_culture"":115,""religion"":2,""science"":3}"	236	3	""	""	eity. Another of his novels is narrated by a liver cancer patient who recounts “Happy Days” in the work entitled The Day He Himself Shall Wipe My Tears Way. This writer depicted Harelip's encounter with an African-Americ
qb_lit_thanatopsis_5b20e688	Thanatopsis	accepted_likely_work	accepted_likely_work	109	45	64	79	"{""author_verb_title"":6,""quoted_lit_context"":56,""raw_answerline_work_prompt"":45,""typed_title"":2}"	"{""collection"":2,""fable"":2,""novel"":3,""poem"":77,""unknown"":20,""work"":5}"	"{""poem"":45}"	"{""literature"":67,""other_academic"":17}"	163	1	""	""	tion on death.” For 10 points, name this American poet of “To a Waterfowl” and “Thanatopsis.”
qb_lit_american_pastoral_3a09dc80	American Pastoral	accepted_likely_work	accepted_likely_work	170	19	151	110	"{""author_verb_title"":11,""raw_answerline_seed_clue_mention"":151,""raw_answerline_work_prompt"":19,""typed_title"":13}"	"{""answerline_seed"":151,""book"":1,""novel"":35,""unknown"":6,""work"":1}"	"{""novel"":18,""work"":1}"	"{""geography"":1,""history"":5,""literature"":74,""mythology"":1,""other_academic"":58}"	156	2	""	""	7) Nathan Zuckerman narrates this novel about his friend Seymour “Swede” Levov. For 10 points each: [10] Name this novel in which the Swede’s seemingly idyllic life begins to crumble when his daughter Merry bombs a post
qb_lit_beowulf_495d3f08	Beowulf	accepted_likely_work	accepted_likely_work	103	50	53	75	"{""author_verb_title"":19,""quoted_lit_context"":3,""raw_answerline_work_prompt"":50,""title_context"":1,""typed_title"":30}"	"{""book"":2,""collection"":4,""epic"":39,""essay"":1,""play"":1,""poem"":32,""story"":2,""tale"":1,""trilogy"":1,""unknown"":8,""work"":12}"	"{""epic"":28,""poem"":12,""story"":2,""tale"":1,""work"":7}"	"{""literature"":56,""other_academic"":23,""pop_culture"":2}"	152	0	""	""	1. One antagonist in this work leaves behind the head of Aeschere after killing him. Unferth argues that the success of this work’s title character was due to luck. A villager steals a golden cup from a cave towards the
qb_lit_the_crucible_699073c9	The Crucible	accepted_likely_work	accepted_likely_work	109	57	52	72	"{""author_verb_title"":24,""quoted_lit_context"":6,""raw_answerline_work_prompt"":57,""typed_title"":22}"	"{""drama"":3,""novel"":2,""ode"":2,""play"":88,""unknown"":6,""work"":8}"	"{""drama"":3,""novel"":2,""play"":50,""work"":2}"	"{""history"":1,""literature"":55,""other_academic"":16,""pop_culture"":1}"	182	0	""	""	18. In this play Abigal Williams accuses Elizabeth Proctor of witchcraft. For 10 points each, [10] Name this play set in Salem Massachusetts, which concludes with the hanging of Elizabeth’s husband John.
qb_lit_blithe_spirit_a052d2c7	Blithe Spirit	accepted_likely_work	accepted_likely_work	233	9	224	152	"{""author_verb_title"":7,""raw_answerline_seed_clue_mention"":224,""raw_answerline_work_prompt"":9,""typed_title"":15}"	"{""answerline_seed"":224,""comedy"":1,""epic"":2,""play"":27,""work"":1}"	"{""comedy"":1,""play"":7,""work"":1}"	"{""literature"":74,""other_academic"":122,""pop_culture"":1}"	337	7	""	""	Condomine accidentally summoning the ghost of his first wife Elvira in his play Blithe Spirit.
qb_lit_araby_84ab8993	Araby	accepted_likely_work	accepted_likely_work	154	19	135	99	"{""quoted_lit_context"":135,""raw_answerline_work_prompt"":19}"	"{""book"":9,""collection"":47,""memoir"":2,""novel"":8,""play"":1,""short_story"":42,""story"":40,""work"":5}"	"{""short_story"":9,""story"":10}"	"{""geography"":17,""literature"":72,""other_academic"":25}"	163	0	""	""	f Michael Furey to Gabriel Conroy in another story by this man. This author of “Araby” and “The Dead” also wrote a work set on June 16th which features characters such as Blazes Boylan, who manages Molly’s singing career
qb_lit_titus_andronicus_176e9295	Titus Andronicus	accepted_likely_work	accepted_likely_work	144	20	124	102	"{""author_verb_title"":2,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":124,""raw_answerline_work_prompt"":20,""typed_title"":9}"	"{""answerline_seed"":124,""drama"":3,""ode"":1,""play"":20,""tale"":3,""tragedy"":5}"	"{""drama"":2,""play"":13,""tale"":2,""tragedy"":3}"	"{""geography"":2,""literature"":46,""other_academic"":74,""pop_culture"":3,""religion"":4}"	176	1	""	""	20. One character in this play buries a bag of gold near a tree and claims to have killed a panther in order to trick two brothers into a pit. In one scene, the protagonist’s daughter points to the story of Philomela in
qb_lit_lady_lazarus_6ca5c982	Lady Lazarus	accepted_likely_work	accepted_likely_work	203	10	193	135	"{""quoted_lit_context"":121,""raw_answerline_seed_clue_mention"":192,""raw_answerline_work_prompt"":10,""typed_title"":2}"	"{""answerline_seed"":192,""book"":1,""collection"":38,""novel"":13,""poem"":77,""unknown"":2,""work"":2}"	"{""poem"":10}"	"{""literature"":168,""other_academic"":65}"	407	0	""	""	"s female American writer. She penned the line ""I eat men like air"" in her poem ""Lady Lazarus"" and committed suicide a month after The Bell Jar's publication."
qb_lit_the_trial_980e326c	The Trial	accepted_likely_work	accepted_likely_work	99	52	47	70	"{""author_verb_title"":31,""quoted_lit_context"":5,""raw_answerline_work_prompt"":78,""typed_title"":11}"	"{""novel"":90,""play"":3,""short_story"":2,""story"":3,""unknown"":12,""work"":15}"	"{""novel"":67,""story"":1,""work"":10}"	"{""literature"":74,""other_academic"":18,""pop_culture"":1,""religion"":1}"	233	0	""	""	8. Fraulein Burstner avoids the protagonist of this novel who is admired by Frau Grubach. For 10 points each: [10] Name this novel centering on an employee of a bank named Joseph K who apparently sins with the waitress E
qb_lit_adam_bede_ada5bc0e	Adam Bede	accepted_likely_work	accepted_likely_work	156	16	140	107	"{""author_verb_title"":12,""quoted_lit_context"":6,""raw_answerline_seed_clue_mention"":140,""raw_answerline_work_prompt"":16,""typed_title"":5}"	"{""answerline_seed"":140,""novel"":32,""unknown"":5,""work"":2}"	"{""novel"":14,""work"":2}"	"{""literature"":83,""other_academic"":46,""religion"":1}"	137	2	""	""	11. In this work, Hetty Sorrel is found guilty for murdering an illegitimate child that she had with Arthur Donnithorne. For 10 points each: [10] Name this novel in which the title carpenter falls in love with Hetty Sorr
qb_lit_tartuffe_08556ec8	Tartuffe	accepted_likely_work	accepted_likely_work	100	57	43	72	"{""author_verb_title"":34,""byline_title"":2,""raw_answerline_work_prompt"":63,""typed_title"":7}"	"{""comedy"":11,""drama"":1,""epic"":2,""play"":82,""unknown"":8,""work"":2}"	"{""comedy"":9,""play"":52,""work"":2}"	"{""geography"":2,""literature"":40,""other_academic"":42}"	212	0	""	""	11. In one scene in this work, one character reveals that she does not trust the valet Laurent and believes that Daphne and her little husband are slandering her family. Argas, a political exile, has his political secret
qb_lit_fern_hill_51e1d440	Fern Hill	accepted_likely_work	accepted_likely_work	173	12	161	120	"{""quoted_lit_context"":92,""raw_answerline_seed_clue_mention"":161,""raw_answerline_work_prompt"":12,""typed_title"":2}"	"{""answerline_seed"":161,""book"":2,""collection"":5,""play"":18,""poem"":62,""romance"":2,""short_story"":1,""story"":5,""unknown"":3,""work"":8}"	"{""poem"":12}"	"{""geography"":6,""literature"":105,""other_academic"":95}"	371	0	""	""	in my chains like the sea” in another poem. For 10 points, name this author of “Fern Hill” who urged his father to “rage, rage against the dying of the light” in “Do Not Go Gentle Into That Good Night.”
qb_lit_emma_efdb8f7f	Emma	accepted_likely_work	accepted_likely_work	100	52	48	72	"{""author_verb_title"":23,""byline_title"":2,""raw_answerline_work_prompt"":52,""title_context"":12,""typed_title"":11}"	"{""book"":3,""novel"":75,""unknown"":16,""work"":6}"	"{""book"":1,""novel"":48,""work"":3}"	"{""literature"":53,""other_academic"":19,""pop_culture"":1}"	184	0	""	""	3. In this work, Mrs. Goddard receives a goose from another character who lives at Abbey-Mill-Farm with her brother Robert. One character in this work must wait to marry until his aunt, Miss Churchill, has died, and Mr.
qb_lit_ivanhoe_df3c9681	Ivanhoe	accepted_likely_work	accepted_likely_work	101	58	43	69	"{""author_verb_title"":33,""quoted_lit_context"":2,""raw_answerline_work_prompt"":58,""title_context"":2,""typed_title"":6}"	"{""book"":6,""epic"":2,""novel"":60,""story"":1,""tale"":2,""unknown"":21,""work"":9}"	"{""book"":4,""novel"":45,""work"":9}"	"{""history"":1,""literature"":57,""other_academic"":15}"	150	0	""	""	18. In one section in this novel, the knight Desdichado wins a jousting tournament. For 10 points each: [10] Identify this novel in which Cedric finally consents to the protagonist's marriage to Lady Rowena.
