triage_id	queue_id	diagnostic_id	severity	priority_score	subject	diagnostic_type	triage_class	confidence	source_item_count	source_ids	matched_work_ids	possible_work_ids	representative_titles	representative_creators	rationale	recommended_action
x029_triage_0072	x028_red_0072	x028_source_cluster_badger	high	93	The Badger	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_early_modern_japanese_lit_2002;norton_world_lit_5e_full_post1650	""	""	The Badger	""	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0073	x028_red_0073	x028_source_cluster_broom_tree	high	93	The Broom Tree	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Broom Tree	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0074	x028_red_0074	x028_source_cluster_dancing_girl_of_izu	high	93	The Dancing Girl of Izu	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	e017_columbia_modern_japanese_lit_v1_2005;norton_world_lit_5e_full_post1650	""	""	The Dancing Girl of Izu	Kawabata Yasunari	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0075	x028_red_0075	x028_source_cluster_dead	high	93	The Dead	source_backed_unmatched_cluster	existing_current_match_or_alias_gap	high	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	work_candidate_me_lit_dead_mammadguluzadeh;work_candidate_bloom_reviewed_dubliners	""	The Dead	""	Cluster title already has a current-path candidate; unmatched source rows likely need alias/match review.	add_alias_or_update_match_review_decision
x029_triage_0076	x028_red_0076	x028_source_cluster_death_of_atsumori	high	93	The Death of Atsumori	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Death of Atsumori	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0077	x028_red_0077	x028_source_cluster_death_of_kiyomori	high	93	The Death of Kiyomori	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Death of Kiyomori	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0078	x028_red_0078	x028_source_cluster_death_of_imperial_lady	high	93	The Death of the Imperial Lady	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Death of the Imperial Lady	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0079	x028_red_0079	x028_source_cluster_deep_river_story_of_ancient_tribal_migration	high	93	The Deep River: A Story of Ancient Tribal Migration. | The Deep River: A Story of Ancient Tribal Migration	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	e014_rienner_anthology_african_lit_2007;norton_world_lit_5e_full_post1650	""	""	The Deep River: A Story of Ancient Tribal Migration.; The Deep River: A Story of Ancient Tribal Migration	Bessie Head	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0080	x028_red_0080	x028_source_cluster_doum_tree_of_wad_hamid	high	93	The Doum Tree of Wad Hamid. | The Doum Tree of Wad Hamid	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	e014_rienner_anthology_african_lit_2007;norton_world_lit_5e_full_post1650	""	""	The Doum Tree of Wad Hamid.; The Doum Tree of Wad Hamid	Tayeb Salih	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0081	x028_red_0081	x028_source_cluster_foundation_and_manifesto_of_futurism	high	93	The Foundation and Manifesto of Futurism | THE FOUNDATION AND MANIFESTO OF FUTURISM	source_backed_unmatched_cluster	homonymous_title_collision_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	The Foundation and Manifesto of Futurism; THE FOUNDATION AND MANIFESTO OF FUTURISM	Filippo Tommaso Marinetti; F. T. MARINETTI	Repeated bare title has multiple source creators and must be split before any omission claim.	split_by_creator_before_candidate_creation
x029_triage_0082	x028_red_0082	x028_source_cluster_general_prologue	high	93	The General Prologue	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The General Prologue	Geoffrey Chaucer	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0083	x028_red_0083	x028_source_cluster_infinite	high	93	The Infinite	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	The Infinite	Giacomo Leopardi	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0084	x028_red_0084	x028_source_cluster_oak_tree	high	93	The Oak Tree	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Oak Tree	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0085	x028_red_0085	x028_source_cluster_pact	high	93	The Pact | A Pact	source_backed_unmatched_cluster	homonymous_title_collision_review	medium	2	longman_world_lit_2e_2009;oxford_modern_indian_poetry_1998	""	""	The Pact; A Pact	P. S. Rege (Marathi,1910-1978); Ezra Pound	Repeated bare title has multiple source creators and must be split before any omission claim.	split_by_creator_before_candidate_creation
x029_triage_0086	x028_red_0086	x028_source_cluster_paulownia_court	high	93	The Paulownia Court	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Paulownia Court	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0087	x028_red_0087	x028_source_cluster_prince	high	93	The Prince	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Prince	Niccolo Machiavelli	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0088	x028_red_0088	x028_source_cluster_ramayana_of_valmiki	high	93	The Ramayana of Valmiki | THE RAMAYANA OF VALMIKI	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Ramayana of Valmiki; THE RAMAYANA OF VALMIKI	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0089	x028_red_0089	x028_source_cluster_rites	high	93	The Rites	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Rites	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0090	x028_red_0090	x028_source_cluster_sacred_tree	high	93	The Sacred Tree	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Sacred Tree	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0091	x028_red_0091	x028_source_cluster_swan	high	93	The Swan	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	The Swan	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0092	x028_red_0092	x028_source_cluster_tale_of_merchant_and_his_wife	high	93	The Tale of the Merchant and His Wife | [The Tale of the Merchant and His Wife]	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Tale of the Merchant and His Wife; [The Tale of the Merchant and His Wife]	""	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0093	x028_red_0093	x028_source_cluster_tyger	high	93	The Tyger	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	The Tyger	William Blake	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0094	x028_red_0094	x028_source_cluster_wife_of_bath_s_prologue	high	93	The Wife of Bath's Prologue	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Wife of Bath's Prologue	Geoffrey Chaucer	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0095	x028_red_0095	x028_source_cluster_wife_of_bath_s_tale	high	93	The Wife of Bath's Tale	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	The Wife of Bath's Tale	Geoffrey Chaucer	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0096	x028_red_0096	x028_source_cluster_wizard	high	93	The Wizard	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	The Wizard	Man'OShu, Collection Of Ten Thousand Leaves	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0097	x028_red_0097	x028_source_cluster_to_autumn	high	93	To Autumn	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	To Autumn	John Keats	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0098	x028_red_0098	x028_source_cluster_to_roosevelt	high	93	To Roosevelt | TO ROOSEVELT	source_backed_unmatched_cluster	homonymous_title_collision_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	To Roosevelt; TO ROOSEVELT	First, A Look; RUBEN DARIO	Repeated bare title has multiple source creators and must be split before any omission claim.	split_by_creator_before_candidate_creation
x029_triage_0099	x028_red_0099	x028_source_cluster_wonderful_this_road_to_cold_mountain	high	93	Wonderful, this road to Cold Mountain | [Wonderful, this road to Cold Mountain]	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	Wonderful, this road to Cold Mountain; [Wonderful, this road to Cold Mountain]	Han Shan	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0100	x028_red_0100	x028_source_cluster_yamanoue_no_okura	high	93	Yamanoue no Okura	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;norton_world_lit_5e_full_pre1650	""	""	Yamanoue no Okura	""	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0101	x028_red_0101	x028_source_cluster_yellow_woman	high	93	Yellow Woman	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	Yellow Woman	Leslie Marmon Silko	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0102	x028_red_0102	x028_source_cluster_your_basket_with_your_lovely_basket	high	93	Your Basket, with Your Lovely Basket | Your basket, with your lovely basket	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	""	""	Your Basket, with Your Lovely Basket; Your basket, with your lovely basket	Emperor Yuryaku	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0103	x028_red_0103	x028_source_cluster_zaabalawi	high	93	Zaabalawi	source_backed_unmatched_cluster	source_backed_omission_candidate	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	Zaabalawi	""	Repeated unmatched title has source support and no exact current candidate.	manual_match_or_create_candidate_review
x029_triage_0104	x028_red_0104	x028_source_cluster_zhongnan_retreat	high	93	Zhongnan Retreat	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	Zhongnan Retreat	""	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0105	x028_red_0105	x028_source_cluster_from_essay_on_man	high	93	from An Essay on Man | From An Essay on Man	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	from An Essay on Man; From An Essay on Man	Alexander Pope	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0106	x028_red_0106	x028_source_cluster_from_life_of_sensuous_woman	high	93	from Life of a Sensuous Woman | From Life of a Sensuous Woman	source_backed_unmatched_cluster	possible_variant_alias_to_current_work	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	work_candidate_global_lit_life_amorous_woman	from Life of a Sensuous Woman; From Life of a Sensuous Woman	Ihara Saikaku	Same-creator candidate exists in the current path but the source title is not an exact alias.	manual_variant_alias_review
x029_triage_0107	x028_red_0107	x028_source_cluster_from_autobiography	high	93	from The Autobiography | FROM THE AUTOBIOGRAPHY	source_backed_unmatched_cluster	homonymous_title_collision_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	from The Autobiography; FROM THE AUTOBIOGRAPHY	"Mir Muhammad Taqi ""Mir""; IBN SINA (AVICENNA)"	Repeated bare title has multiple source creators and must be split before any omission claim.	split_by_creator_before_candidate_creation
x029_triage_0108	x028_red_0108	x028_source_cluster_from_story_of_stone	high	93	from The Story of the Stone | From The Story of the Stone	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	from The Story of the Stone; From The Story of the Stone	""	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0109	x028_red_0109	x028_source_cluster_from_wang_river_collection	high	93	from The Wang River Collection | From Wang River Collection	source_backed_unmatched_cluster	subwork_or_selection_scope_review	medium	2	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	""	""	from The Wang River Collection; From Wang River Collection	Twang Wei	Repeated source title may be an individual poem, excerpt, or anthology sub-selection rather than a full work.	review_scope_before_candidate_creation
x029_triage_0110	x028_red_0110	x028_coverage_0001	high	79	region_form: east_asia|children_young_adult	coverage_red_cell	coverage_cell_review	medium	5	e017_columbia_early_modern_japanese_lit_2002;e017_columbia_traditional_japanese_lit_2007;shorter_columbia_traditional_chinese_lit_2000	""	""	"""Crows on City Walls""; a Children's Ditty from the Early Years of the Reign of the Later Han Emperor Huan; Questions from Children (Ddjimon); On Thinking of Children; Children; Speaking of My Children"	Anonymous	Coverage cell remains flagged after diagnostic scoring.	review_representative_source_items
x029_triage_0111	x028_red_0111	x028_coverage_0003	medium	74	form_bucket: drama_performance	coverage_red_cell	coverage_cell_review	medium	56	columbia_traditional_chinese_lit_1996;e013_oxford_latin_american_poetry_2009;e014_rienner_anthology_african_lit_2007;e017_columbia_early_modern_japanese_lit_2002;e017_columbia_modern_japanese_lit_v1_2005;e017_columbia_modern_japanese_lit_v2_2007;e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650;shorter_columbia_traditional_chinese_lit_2000	""	""	"The slave ship (tragedy on the sea) (excerpt); Maria's first death ; Paracas Pyramid Performance, 1974 ; Khipu, 1965; The Jewels of the Shrine: A Play in One Act.; The Lute, scene 33; ""Listening to a Monk Play the Reed Pipes""; Tune, ""Shua Hai-erh""; Country Cousin at the Theater; ""The Mortal Thoughts of a Nun,"" from a Popular Drama; Early Joruri and Kabuki"	Antonio de Castro Alves; Jorge Eduardo Eielson; James Ene Henshaw; Kao Ming; Hsueh T'ao; Tu Shan-fu; Anonymous; Kishida Kunio	Coverage cell remains flagged after diagnostic scoring.	review_representative_source_items
x029_triage_0112	x028_red_0112	x028_coverage_0005	medium	74	form_bucket: essays_memoir_testimony	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	182	columbia_modern_chinese_lit_2e_2007;e014_rienner_anthology_african_lit_2007;e017_columbia_early_modern_japanese_lit_2002;e017_columbia_modern_japanese_lit_v1_2005;e017_columbia_traditional_japanese_lit_2007;e018_columbia_premodern_korean_prose_2018;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650;shorter_columbia_traditional_chinese_lit_2000	""	""	"So Long a Letter (Chapters 1-8).; Letter to a Poet (To Aime Cesaire).; Letters from Montmarte. Letter Eleven, May 20th; Prose Selections; ""The Great Announcement,"" from the Classic of Documents; ""The Contract for a Youth""; ""Two Brothers of Cheng and the Mother Who Doted on the Younger,"" from The Commentary of Mr. Tso; ""The Passing of Kung Sheng,"" from History of the Han"	Mariama Ba; L.S. Senghor; Qiu Miaojin; Zhu Ziqing; Anonymous; Wang Pao; Attributed to Tso Ch'iu-ming; Pan Ku	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0113	x028_red_0113	x028_coverage_0007	medium	74	form_bucket: poetry	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	1277	columbia_modern_chinese_lit_2e_2007;e013_fsg_20c_latin_american_poetry_2011;e013_oxford_latin_american_poetry_2009;e014_penguin_modern_african_poetry_4e_2007;e014_rienner_anthology_african_lit_2007;e017_columbia_early_modern_japanese_lit_2002;e017_columbia_modern_japanese_lit_v1_2005;e017_columbia_modern_japanese_lit_v2_2007;e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650;oxford_modern_indian_poetry_1998;shorter_columbia_traditional_chinese_lit_2000	work_candidate_wave002_moore_observations	""	de Versos sencillos : from simple verses ; |t Amor de ciudad grande : love in the big city ; |t Dos patrias : two homelands; Un poema : a poem; A Roosevelt : to Roosevelt ; Sonatine : sonatina ; Ama tu ritmo... : love your rhythm... ; Lo fatal : lo fatal; El alba : the dawn; Y tu esperando : and thou, expectant; Tuercele el cuello al cisne... : wring the swan's neck...; Historia de mi muerte : story of my death; El regreso : the return	Jose Marti; Jose Asuncion Silva; Ruben Dario; Ricardo Jaimes Freire; Amado Nervo; Enique Gonzalez Martinez; Leopoldo Lugones; Julio Herrera y Reissig	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0114	x028_red_0114	x028_coverage_0010	medium	74	macro_region: africa	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	386	e014_penguin_modern_african_poetry_4e_2007;e014_rienner_anthology_african_lit_2007;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650	""	""	Farewell at the Moment of Parting; African Poem; Kinaxixi; The Grieved Lands; Monangamba; Poem of Alienation; Letter from a Contract Worker; Angola	Augustinbo Neto; Antonio Jacinto; Ameelia Veiga; Costa Andrade; Ngudia Wendel; Jofre Rocha; Ruy Duarte de Carvalho; Makuzayi Massaki	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0115	x028_red_0115	x028_coverage_0011	medium	74	macro_region: americas	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	281	e013_fsg_20c_latin_american_poetry_2011;e013_oxford_latin_american_poetry_2009;e013_oxford_latin_american_short_stories_1997;e014_penguin_modern_african_poetry_4e_2007;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;oxford_modern_indian_poetry_1998	""	""	de Versos sencillos : from simple verses ; |t Amor de ciudad grande : love in the big city ; |t Dos patrias : two homelands; Un poema : a poem; A Roosevelt : to Roosevelt ; Sonatine : sonatina ; Ama tu ritmo... : love your rhythm... ; Lo fatal : lo fatal; El alba : the dawn; Y tu esperando : and thou, expectant; Tuercele el cuello al cisne... : wring the swan's neck...; Historia de mi muerte : story of my death; El regreso : the return	Jose Marti; Jose Asuncion Silva; Ruben Dario; Ricardo Jaimes Freire; Amado Nervo; Enique Gonzalez Martinez; Leopoldo Lugones; Julio Herrera y Reissig	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0116	x028_red_0116	x028_coverage_0012	medium	74	macro_region: east_asia	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	1346	columbia_modern_chinese_lit_2e_2007;columbia_traditional_chinese_lit_1996;e017_columbia_early_modern_japanese_lit_2002;e017_columbia_modern_japanese_lit_v1_2005;e017_columbia_modern_japanese_lit_v2_2007;e017_columbia_traditional_japanese_lit_2007;e018_columbia_modern_korean_fiction_2005;e018_columbia_premodern_korean_prose_2018;norton_world_lit_5e_full_pre1650;oxford_modern_indian_poetry_1998;shorter_columbia_traditional_chinese_lit_2000	""	""	Old Leaves from the Chinese Earth; The Lute, scene 33; Kong Yiji; A Posthumous Son; Sinking; Spring Silkworms; An Old and Established Name; Xiaoxiao	Sadanand Rege (Marathi); Kao Ming; Lu Xun; Ye Shaojun; Yu Dafu; Mao Dun; Lao She; Shen Congwen	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0117	x028_red_0117	x028_coverage_0016	medium	74	macro_region: south_asia	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	133	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650;oxford_modern_indian_poetry_1998	""	""	The Pact; This Night; On Reading a Love Poem; Mother; The Girl's Desire Moves Among Her Bangles; Flute-music; Women in Dutch Painting; Outside the Furnace	P. S. Rege (Marathi,1910-1978); N. Revathi Devi (Telugu, b. Tenali 1951); Kedarnath Singh (Hindi, b. 1934); P. Lankesh (Kannada); Gagan Gill (Hindi, b. Delhi 1959); Rabindranath Tagore (Bengali); Eunice de Souza (English); Aziz Qaisi (Urdu, Hyderabad, 1931-1992)	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0118	x028_red_0118	x028_coverage_0018	medium	74	macro_region: unknown	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	2422	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650	""	""	The Babylonian Theogony; A Memphite Theology; Last night, as I, the queen, was shining bright; Distracting is the foliage of my pasture; I sail downstream in the ferry by the pull of the current; The voice of the turtledove speaks out; I embrace her, and her arms open wide; One, the lady love without a duplicate	Kabti-Ilani-Marduk; HOMER; Filip Visnjic; Franz Kafka; George Seferis; Alejandra Pizarnik; John Keats; Rainer Maria Rilke	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0119	x028_red_0119	x028_coverage_0048	medium	74	region_form: africa|fiction_narrative_prose	coverage_red_cell	source_debt_and_taxonomy_pressure	medium	137	e014_rienner_anthology_african_lit_2007;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650;norton_world_lit_5e_full_pre1650	""	""	The King Climbs to the Sky on a Ladder.; The King Joins the Sun God.; The Dead King Hunts and Eats the Gods.; The Instruction of Prince Hardjedef.; The Instruction Addressed to Kagemni.; The Shipwrecked Sailor. West Africa.; Why the Sun and the Moon Live in the Sky.; The Origin of Death.	Olaudah Equaino; Abu Bakr Al-Siddiq; Ali Eisami Gazirmabe; Samuel Ajayi Crowther; Petro Kilekwa; Andrew Amankwa Opoku; Patrice Emery Lumumba; St. J. Page Yako	Large cell has many unmatched source observations; likely needs taxonomy/matching rather than one-off manual additions.	batch_match_and_taxonomy_review
x029_triage_0120	x028_red_0120	x028_coverage_0051	medium	74	region_form: americas|fiction_narrative_prose	coverage_red_cell	coverage_cell_review	medium	60	e013_oxford_latin_american_short_stories_1997;longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	""	""	How the men were parted from the women; A maiden's story; Tocay Capac, the first Inca; Plague of ants; The story of Pedro Serrano; The adventurer who pretended that he was a bishop; Amorous and military adventures; A deal with Juana Garcia	Fray Ramon Pane; Popol Vuh; Felipe Guaman Poma de Ayala; Fray Bartolome de las Casas; Garcilaso de la Vega, el Inca; Gaspar de Villarroel; Catalina de Erauso; Juan Rodriguez Freyle	Coverage cell remains flagged after diagnostic scoring.	review_representative_source_items
