creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_00449	Samuel Butler	samuel butler	""	""	""	Bootstrapped from incumbent path
creator_00450	Moliere	moliere	""	""	""	Bootstrapped from incumbent path
creator_00451	Bihari Lal	bihari lal	""	""	""	Bootstrapped from incumbent path
creator_00452	Margaret Cavendish	margaret cavendish	""	""	""	Bootstrapped from incumbent path
creator_00453	Jean Racine	jean racine	""	""	""	Bootstrapped from incumbent path
creator_00454	Jean de La Fontaine	jean de la fontaine	""	""	""	Bootstrapped from incumbent path
creator_00455	Hans Jakob Christoffel von Grimmelshausen	hans jakob christoffel von grimmelshausen	""	""	""	Bootstrapped from incumbent path
creator_00456	Cyrano de Bergerac	cyrano de bergerac	""	""	""	Bootstrapped from incumbent path
creator_00457	Blaise Pascal	blaise pascal	""	""	""	Bootstrapped from incumbent path
creator_00458	Avvakum Petrov	avvakum petrov	""	""	""	Bootstrapped from incumbent path
creator_00459	Aphra Behn	aphra behn	""	""	""	Bootstrapped from incumbent path
creator_00460	John Bunyan	john bunyan	""	""	""	Bootstrapped from incumbent path
creator_00461	Madame de La Fayette	madame de la fayette	""	""	""	Bootstrapped from incumbent path
creator_00462	John Dryden	john dryden	""	""	""	Bootstrapped from incumbent path
creator_00463	Mary Rowlandson	mary rowlandson	""	""	""	Bootstrapped from incumbent path
creator_00464	Ihara Saikaku	ihara saikaku	""	""	""	Bootstrapped from incumbent path
creator_00465	Kim Pu-sik and Goryeo historiographic tradition	kim pu sik and goryeo historiographic tradition	""	""	""	Bootstrapped from incumbent path
creator_00466	Carlos de Siguenza y Gongora	carlos de siguenza y gongora	""	""	""	Bootstrapped from incumbent path
creator_00467	Ahmad Khani	ahmad khani	""	""	""	Bootstrapped from incumbent path
creator_00468	Kong Shangren	kong shangren	""	""	""	Bootstrapped from incumbent path
creator_00469	Abdul-Qadir Bedil	abdul qadir bedil	""	""	""	Bootstrapped from incumbent path
creator_00470	Chikamatsu Monzaemon	chikamatsu monzaemon	""	""	""	Bootstrapped from incumbent path
creator_00471	Jonathan Swift	jonathan swift	""	""	""	Bootstrapped from incumbent path
creator_00472	John Gay	john gay	""	""	""	Bootstrapped from incumbent path
creator_00473	William Congreve	william congreve	""	""	""	Bootstrapped from incumbent path
creator_00474	Thomas Otway	thomas otway	""	""	""	Bootstrapped from incumbent path
creator_00475	Alexander Pope	alexander pope	""	""	""	Bootstrapped from incumbent path
creator_00476	Alain-Rene Lesage	alain rene lesage	""	""	""	Bootstrapped from incumbent path
creator_00477	Daniel Defoe	daniel defoe	""	""	""	Bootstrapped from incumbent path
creator_00478	Ludvig Holberg	ludvig holberg	""	""	""	Bootstrapped from incumbent path
creator_00479	Swahili epic tradition	swahili epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00480	Abbe Prevost	abbe prevost	""	""	""	Bootstrapped from incumbent path
creator_00481	Samuel Richardson	samuel richardson	""	""	""	Bootstrapped from incumbent path
creator_00482	Pu Songling	pu songling	""	""	""	Bootstrapped from incumbent path
creator_00483	Henry Fielding	henry fielding	""	""	""	Bootstrapped from incumbent path
creator_00484	Carlo Goldoni	carlo goldoni	""	""	""	Bootstrapped from incumbent path
creator_00485	Voltaire	voltaire	""	""	""	Bootstrapped from incumbent path
creator_00486	Takeda Izumo II, Miyoshi Shoraku, and Namiki Senryu	takeda izumo ii miyoshi shoraku and namiki senryu	""	""	""	Bootstrapped from incumbent path
creator_00487	Yucatec Maya manuscript tradition	yucatec maya manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00488	Mir Taqi Mir	mir taqi mir	""	""	""	Bootstrapped from incumbent path
creator_00489	Dang Tran Con and Doan Thi Diem tradition	dang tran con and doan thi diem tradition	""	""	""	Bootstrapped from incumbent path
creator_00490	Yosa Buson	yosa buson	""	""	""	Bootstrapped from incumbent path
creator_00491	Bulleh Shah	bulleh shah	""	""	""	Bootstrapped from incumbent path
creator_00492	Sayat-Nova	sayat nova	""	""	""	Bootstrapped from incumbent path
creator_00493	Nedim	nedim	""	""	""	Bootstrapped from incumbent path
creator_00494	Shah Abdul Latif Bhittai	shah abdul latif bhittai	""	""	""	Bootstrapped from incumbent path
creator_00495	Yucatec Maya poetic manuscript tradition	yucatec maya poetic manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00496	Charlotte Lennox	charlotte lennox	""	""	""	Bootstrapped from incumbent path
creator_00497	Sulkhan-Saba Orbeliani	sulkhan saba orbeliani	""	""	""	Bootstrapped from incumbent path
creator_00498	Tobias Smollett	tobias smollett	""	""	""	Bootstrapped from incumbent path
creator_00499	Wu Jingzi	wu jingzi	""	""	""	Bootstrapped from incumbent path
creator_00500	Kristijonas Donelaitis	kristijonas donelaitis	""	""	""	Bootstrapped from incumbent path
creator_00501	Tibetan literary tradition	tibetan literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00502	Maya manuscript and testimony traditions	maya manuscript and testimony traditions	""	""	""	Bootstrapped from incumbent path
creator_00503	Samuel Johnson	samuel johnson	""	""	""	Bootstrapped from incumbent path
creator_00504	Laurence Sterne	laurence sterne	""	""	""	Bootstrapped from incumbent path
creator_00505	Richard Brinsley Sheridan	richard brinsley sheridan	""	""	""	Bootstrapped from incumbent path
creator_00506	Oliver Goldsmith	oliver goldsmith	""	""	""	Bootstrapped from incumbent path
creator_00507	George Farquhar	george farquhar	""	""	""	Bootstrapped from incumbent path
creator_00508	William Wycherley	william wycherley	""	""	""	Bootstrapped from incumbent path
creator_00509	George Etherege	george etherege	""	""	""	Bootstrapped from incumbent path
creator_00510	John Vanbrugh	john vanbrugh	""	""	""	Bootstrapped from incumbent path
creator_00511	Thomas Gray	thomas gray	""	""	""	Bootstrapped from incumbent path
creator_00512	John Wilmot, Earl of Rochester	john wilmot earl of rochester	""	""	""	Bootstrapped from incumbent path
creator_00513	James Thomson	james thomson	""	""	""	Bootstrapped from incumbent path
creator_00514	Lady Mary Wortley Montagu	lady mary wortley montagu	""	""	""	Bootstrapped from incumbent path
creator_00515	Jean-Jacques Rousseau	jean jacques rousseau	""	""	""	Bootstrapped from incumbent path
creator_00516	Denis Diderot	denis diderot	""	""	""	Bootstrapped from incumbent path
creator_00517	Tang poetry anthology tradition	tang poetry anthology tradition	""	""	""	Bootstrapped from incumbent path
creator_00518	Horace Walpole	horace walpole	""	""	""	Bootstrapped from incumbent path
creator_00519	Waris Shah	waris shah	""	""	""	Bootstrapped from incumbent path
creator_00520	Gotthold Ephraim Lessing	gotthold ephraim lessing	""	""	""	Bootstrapped from incumbent path
creator_00521	Phillis Wheatley	phillis wheatley	""	""	""	Bootstrapped from incumbent path
creator_00522	Johann Wolfgang von Goethe	johann wolfgang von goethe	""	""	""	Bootstrapped from incumbent path
creator_00523	Ueda Akinari	ueda akinari	""	""	""	Bootstrapped from incumbent path
creator_00524	Frances Burney	frances burney	""	""	""	Bootstrapped from incumbent path
creator_00525	David Hume	david hume	""	""	""	Bootstrapped from incumbent path
creator_00526	Nguyen Gia Thieu	nguyen gia thieu	""	""	""	Bootstrapped from incumbent path
creator_00527	Pak Chi-won	pak chi won	""	""	""	Bootstrapped from incumbent path
creator_00528	Friedrich Schiller	friedrich schiller	""	""	""	Bootstrapped from incumbent path
creator_00529	Choderlos de Laclos	choderlos de laclos	""	""	""	Bootstrapped from incumbent path
creator_00530	Vittorio Alfieri	vittorio alfieri	""	""	""	Bootstrapped from incumbent path
creator_00531	Sheikh Galib	sheikh galib	""	""	""	Bootstrapped from incumbent path
creator_00532	Pierre Beaumarchais	pierre beaumarchais	""	""	""	Bootstrapped from incumbent path
creator_00533	Robert Burns	robert burns	""	""	""	Bootstrapped from incumbent path
creator_00534	William Blake	william blake	""	""	""	Bootstrapped from incumbent path
creator_00535	Olaudah Equiano	olaudah equiano	""	""	""	Bootstrapped from incumbent path
creator_00536	Cao Xueqin	cao xueqin	""	""	""	Bootstrapped from incumbent path
creator_00537	Gao E	gao e	""	""	""	Bootstrapped from incumbent path
creator_00538	James Boswell	james boswell	""	""	""	Bootstrapped from incumbent path
creator_00539	Ann Radcliffe	ann radcliffe	""	""	""	Bootstrapped from incumbent path
creator_00540	Lady Hyegyeong	lady hyegyeong	""	""	""	Bootstrapped from incumbent path
creator_00541	Matthew Lewis	matthew lewis	""	""	""	Bootstrapped from incumbent path
creator_00542	Walther von der Vogelweide	walther von der vogelweide	""	""	""	Bootstrapped from incumbent path
creator_00543	Friedrich Holderlin	friedrich holderlin	""	""	""	Bootstrapped from incumbent path
creator_00544	William Wordsworth	william wordsworth	""	""	""	Bootstrapped from incumbent path
creator_00545	Samuel Taylor Coleridge	samuel taylor coleridge	""	""	""	Bootstrapped from incumbent path
creator_00546	Charles Brockden Brown	charles brockden brown	""	""	""	Bootstrapped from incumbent path
creator_00547	Yoruba Ifa divination and priestly tradition	yoruba ifa divination and priestly tradition	""	""	""	Bootstrapped from incumbent path
creator_00548	Ahmad Yasawi	ahmad yasawi	""	""	""	Bootstrapped from incumbent path
creator_00549	Akan, Asante, Caribbean, and African diasporic storytelling traditions	akan asante caribbean and african diasporic storytelling traditions	""	""	""	Bootstrapped from incumbent path
creator_00550	Maria Edgeworth	maria edgeworth	""	""	""	Bootstrapped from incumbent path
creator_00551	Soninke oral epic tradition	soninke oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00552	Navajo (Dine) oral and ceremonial traditions	navajo dine oral and ceremonial traditions	""	""	""	Bootstrapped from incumbent path
creator_00553	Songhay oral epic tradition	songhay oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00554	Tibetan and Inner Asian oral epic traditions	tibetan and inner asian oral epic traditions	""	""	""	Bootstrapped from incumbent path
creator_00555	Pulaar oral epic tradition	pulaar oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00556	Soninke/Wagadu oral epic tradition	soninke wagadu oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00557	Haudenosaunee oral, political, and ceremonial traditions	haudenosaunee oral political and ceremonial traditions	""	""	""	Bootstrapped from incumbent path
creator_00558	Yoruba oral poetic tradition	yoruba oral poetic tradition	""	""	""	Bootstrapped from incumbent path
creator_00559	Duala oral epic tradition	duala oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00560	Kanaka Maoli chant and genealogical tradition	kanaka maoli chant and genealogical tradition	""	""	""	Bootstrapped from incumbent path
creator_00561	Mongo oral epic tradition	mongo oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00562	Romanian pastoral ballad tradition	romanian pastoral ballad tradition	""	""	""	Bootstrapped from incumbent path
creator_00563	Fang-Beti oral epic tradition	fang beti oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00564	Nyanga oral epic tradition	nyanga oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00565	Yoruba praise-poetry traditions	yoruba praise poetry traditions	""	""	""	Bootstrapped from incumbent path
creator_00566	Hausa storytelling tradition	hausa storytelling tradition	""	""	""	Bootstrapped from incumbent path
creator_00567	Ugo Foscolo	ugo foscolo	""	""	""	Bootstrapped from incumbent path
creator_00568	Great Lakes oral epic tradition	great lakes oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00569	Inuit and Arctic oral traditions	inuit and arctic oral traditions	""	""	""	Bootstrapped from incumbent path
creator_00570	Novalis	novalis	""	""	""	Bootstrapped from incumbent path
creator_00571	Guido Cavalcanti	guido cavalcanti	""	""	""	Bootstrapped from incumbent path
creator_00572	Mir Amman	mir amman	""	""	""	Bootstrapped from incumbent path
creator_00573	Giovanni Verga	giovanni verga	""	""	""	Bootstrapped from incumbent path
creator_00574	Giosue Carducci	giosue carducci	""	""	""	Bootstrapped from incumbent path
creator_00575	Jan Potocki	jan potocki	""	""	""	Bootstrapped from incumbent path
creator_00576	Emilia Pardo Bazan	emilia pardo bazan	""	""	""	Bootstrapped from incumbent path
creator_00577	Alfred de Vigny	alfred de vigny	""	""	""	Bootstrapped from incumbent path
creator_00578	Alphonse de Lamartine	alphonse de lamartine	""	""	""	Bootstrapped from incumbent path
creator_00579	Montesquieu	montesquieu	""	""	""	Bootstrapped from incumbent path
creator_00580	Germaine de Stael	germaine de stael	""	""	""	Bootstrapped from incumbent path
creator_00581	Alfred de Musset	alfred de musset	""	""	""	Bootstrapped from incumbent path
creator_00582	Heinrich von Kleist	heinrich von kleist	""	""	""	Bootstrapped from incumbent path
creator_00583	Shen Fu	shen fu	""	""	""	Bootstrapped from incumbent path
creator_00584	Theophile Gautier	theophile gautier	""	""	""	Bootstrapped from incumbent path
creator_00585	Francois-Rene de Chateaubriand	francois rene de chateaubriand	""	""	""	Bootstrapped from incumbent path
creator_00586	Percy Bysshe Shelley	percy bysshe shelley	""	""	""	Bootstrapped from incumbent path
creator_00587	Annette von Droste-Hulshoff	annette von droste hulshoff	""	""	""	Bootstrapped from incumbent path
creator_00588	George Sand	george sand	""	""	""	Bootstrapped from incumbent path
creator_00589	Pierre de Marivaux	pierre de marivaux	""	""	""	Bootstrapped from incumbent path
creator_00590	Jane Austen	jane austen	""	""	""	Bootstrapped from incumbent path
creator_00591	Jacob Grimm; Wilhelm Grimm; German folktale informants and editors	jacob grimm wilhelm grimm german folktale informants and editors	""	""	""	Bootstrapped from incumbent path
creator_00592	Walter Scott	walter scott	""	""	""	Bootstrapped from incumbent path
creator_00593	Paul Verlaine	paul verlaine	""	""	""	Bootstrapped from incumbent path
creator_00594	Kyokutei Bakin	kyokutei bakin	""	""	""	Bootstrapped from incumbent path
creator_00595	Gottfried Keller	gottfried keller	""	""	""	Bootstrapped from incumbent path
creator_00596	Tristan Corbiere	tristan corbiere	""	""	""	Bootstrapped from incumbent path
creator_00597	John Keats	john keats	""	""	""	Bootstrapped from incumbent path
creator_00598	Benjamin Constant	benjamin constant	""	""	""	Bootstrapped from incumbent path
creator_00599	Jose Joaquin Fernandez de Lizardi	jose joaquin fernandez de lizardi	""	""	""	Bootstrapped from incumbent path
creator_00600	E. T. A. Hoffmann	e t hoffmann	""	""	""	Bootstrapped from incumbent path
creator_00601	Carl Michael Bellman	carl michael bellman	""	""	""	Bootstrapped from incumbent path
creator_00602	Mary Shelley	mary shelley	""	""	""	Bootstrapped from incumbent path
creator_00603	Giacomo Leopardi	giacomo leopardi	""	""	""	Bootstrapped from incumbent path
creator_00604	Mary Wollstonecraft	mary wollstonecraft	""	""	""	Bootstrapped from incumbent path
creator_00605	Lord Byron	lord byron	""	""	""	Bootstrapped from incumbent path
creator_00606	Charles Maturin	charles maturin	""	""	""	Bootstrapped from incumbent path
creator_00607	Washington Irving	washington irving	""	""	""	Bootstrapped from incumbent path
creator_00608	Benjamin Franklin	benjamin franklin	""	""	""	Bootstrapped from incumbent path
creator_00609	Thomas De Quincey	thomas de quincey	""	""	""	Bootstrapped from incumbent path
creator_00610	Sunthorn Phu	sunthorn phu	""	""	""	Bootstrapped from incumbent path
creator_00611	Adam Mickiewicz	adam mickiewicz	""	""	""	Bootstrapped from incumbent path
creator_00612	James Hogg	james hogg	""	""	""	Bootstrapped from incumbent path
creator_00613	Charlotte Smith	charlotte smith	""	""	""	Bootstrapped from incumbent path
creator_00614	Alexander Pushkin	alexander pushkin	""	""	""	Bootstrapped from incumbent path
creator_00615	James Fenimore Cooper	james fenimore cooper	""	""	""	Bootstrapped from incumbent path
creator_00616	Heinrich Heine	heinrich heine	""	""	""	Bootstrapped from incumbent path
creator_00617	Li Ruzhen	li ruzhen	""	""	""	Bootstrapped from incumbent path
creator_00618	Alessandro Manzoni	alessandro manzoni	""	""	""	Bootstrapped from incumbent path
creator_00619	Burmese court chronicle tradition	burmese court chronicle tradition	""	""	""	Bootstrapped from incumbent path
creator_00620	John Galt	john galt	""	""	""	Bootstrapped from incumbent path
creator_00621	Elizabeth Gaskell	elizabeth gaskell	""	""	""	Bootstrapped from incumbent path
creator_00622	Edgar Allan Poe	edgar allan poe	""	""	""	Bootstrapped from incumbent path
creator_00623	Stendhal	stendhal	""	""	""	Bootstrapped from incumbent path
creator_00624	Victor Hugo	victor hugo	""	""	""	Bootstrapped from incumbent path
creator_00625	William Apess	william apess	""	""	""	Bootstrapped from incumbent path
creator_00626	Honore de Balzac	honore de balzac	""	""	""	Bootstrapped from incumbent path
creator_00627	Charles Dickens	charles dickens	""	""	""	Bootstrapped from incumbent path
creator_00628	Elias Lonnrot; Finnish-Karelian oral poetry tradition	elias lonnrot finnish karelian oral poetry tradition	""	""	""	Bootstrapped from incumbent path
creator_00629	Georg Buchner	georg buchner	""	""	""	Bootstrapped from incumbent path
creator_00630	Karel Hynek Macha	karel hynek macha	""	""	""	Bootstrapped from incumbent path
creator_00631	Nikolai Gogol	nikolai gogol	""	""	""	Bootstrapped from incumbent path
creator_00632	Ralph Waldo Emerson	ralph waldo emerson	""	""	""	Bootstrapped from incumbent path
creator_00633	Matthew Arnold	matthew arnold	""	""	""	Bootstrapped from incumbent path
creator_00634	Algernon Charles Swinburne	algernon charles swinburne	""	""	""	Bootstrapped from incumbent path
creator_00635	Francisco Balagtas	francisco balagtas	""	""	""	Bootstrapped from incumbent path
creator_00636	Dante Gabriel Rossetti	dante gabriel rossetti	""	""	""	Bootstrapped from incumbent path
creator_00637	Mikhail Lermontov	mikhail lermontov	""	""	""	Bootstrapped from incumbent path
creator_00638	Taras Shevchenko	taras shevchenko	""	""	""	Bootstrapped from incumbent path
creator_00639	Gertrudis Gomez de Avellaneda	gertrudis gomez de avellaneda	""	""	""	Bootstrapped from incumbent path
creator_00640	Margaret Fuller	margaret fuller	""	""	""	Bootstrapped from incumbent path
creator_00641	Anthony Trollope	anthony trollope	""	""	""	Bootstrapped from incumbent path
creator_00642	Alexandre Dumas	alexandre dumas	""	""	""	Bootstrapped from incumbent path
creator_00643	Domingo Faustino Sarmiento	domingo faustino sarmiento	""	""	""	Bootstrapped from incumbent path
creator_00644	Gerard Manley Hopkins	gerard manley hopkins	""	""	""	Bootstrapped from incumbent path
creator_00645	Frederick Douglass	frederick douglass	""	""	""	Bootstrapped from incumbent path
creator_00646	Harriet Martineau	harriet martineau	""	""	""	Bootstrapped from incumbent path
creator_00647	Edward Lear	edward lear	""	""	""	Bootstrapped from incumbent path
creator_00648	Alexander Griboyedov	alexander griboyedov	""	""	""	Bootstrapped from incumbent path
creator_00649	Charlotte Bronte	charlotte bronte	""	""	""	Bootstrapped from incumbent path
creator_00650	Emily Bronte	emily bronte	""	""	""	Bootstrapped from incumbent path
creator_00651	Petar II Petrovic-Njegos	petar ii petrovic njegos	""	""	""	Bootstrapped from incumbent path
creator_00652	William Makepeace Thackeray	william makepeace thackeray	""	""	""	Bootstrapped from incumbent path
creator_00653	Anne Bronte	anne bronte	""	""	""	Bootstrapped from incumbent path
creator_00654	John Greenleaf Whittier	john greenleaf whittier	""	""	""	Bootstrapped from incumbent path
creator_00655	Henry Wadsworth Longfellow	henry wadsworth longfellow	""	""	""	Bootstrapped from incumbent path
creator_00656	William Cullen Bryant	william cullen bryant	""	""	""	Bootstrapped from incumbent path
creator_00657	Paul Laurence Dunbar	paul laurence dunbar	""	""	""	Bootstrapped from incumbent path
creator_00658	Munshi Abdullah	munshi abdullah	""	""	""	Bootstrapped from incumbent path
creator_00659	Emily Dickinson	emily dickinson	""	""	""	Bootstrapped from incumbent path
creator_00660	Thai oral and court literary tradition	thai oral and court literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00661	Mirza Ghalib	mirza ghalib	""	""	""	Bootstrapped from incumbent path
creator_00662	Anton Chekhov	anton chekhov	""	""	""	Bootstrapped from incumbent path
creator_00663	Sayyid Abdallah bin Ali bin Nasir	sayyid abdallah bin ali bin nasir	""	""	""	Bootstrapped from incumbent path
creator_00664	Hans Christian Andersen	hans christian andersen	""	""	""	Bootstrapped from incumbent path
creator_00665	Korean pansori and prose tradition	korean pansori and prose tradition	""	""	""	Bootstrapped from incumbent path
creator_00666	Nguyen Dinh Chieu	nguyen dinh chieu	""	""	""	Bootstrapped from incumbent path
creator_00667	Ioannis Makriyannis	ioannis makriyannis	""	""	""	Bootstrapped from incumbent path
creator_00668	George Gissing	george gissing	""	""	""	Bootstrapped from incumbent path
creator_00669	Gustavo Adolfo Becquer	gustavo adolfo becquer	""	""	""	Bootstrapped from incumbent path
creator_00670	Kobayashi Issa	kobayashi issa	""	""	""	Bootstrapped from incumbent path
creator_00671	Masaoka Shiki	masaoka shiki	""	""	""	Bootstrapped from incumbent path
creator_00672	Juliusz Slowacki	juliusz slowacki	""	""	""	Bootstrapped from incumbent path
creator_00673	Cyprian Norwid	cyprian norwid	""	""	""	Bootstrapped from incumbent path
creator_00674	Robert Browning	robert browning	""	""	""	Bootstrapped from incumbent path
creator_00675	Mihai Eminescu	mihai eminescu	""	""	""	Bootstrapped from incumbent path
creator_00676	Alfred Tennyson	alfred tennyson	""	""	""	Bootstrapped from incumbent path
creator_00677	Abai Qunanbaiuly	abai qunanbaiuly	""	""	""	Bootstrapped from incumbent path
creator_00678	Stephane Mallarme	stephane mallarme	""	""	""	Bootstrapped from incumbent path
creator_00679	Guy de Maupassant	guy de maupassant	""	""	""	Bootstrapped from incumbent path
creator_00680	Ho Xuan Huong	ho xuan huong	""	""	""	Bootstrapped from incumbent path
creator_00681	Shabkar Tsokdruk Rangdrol	shabkar tsokdruk rangdrol	""	""	""	Bootstrapped from incumbent path
creator_00682	Giuseppe Gioachino Belli	giuseppe gioachino belli	""	""	""	Bootstrapped from incumbent path
creator_00683	Nathaniel Hawthorne	nathaniel hawthorne	""	""	""	Bootstrapped from incumbent path
creator_00684	Nguyen Du	nguyen du	""	""	""	Bootstrapped from incumbent path
creator_00685	Khmer narrative tradition	khmer narrative tradition	""	""	""	Bootstrapped from incumbent path
creator_00686	Herman Melville	herman melville	""	""	""	Bootstrapped from incumbent path
creator_00687	Jose Marmol	jose marmol	""	""	""	Bootstrapped from incumbent path
creator_00688	Ivan Turgenev	ivan turgenev	""	""	""	Bootstrapped from incumbent path
creator_00689	George Meredith	george meredith	""	""	""	Bootstrapped from incumbent path
creator_00690	Harriet Beecher Stowe	harriet beecher stowe	""	""	""	Bootstrapped from incumbent path
creator_00691	Gerard de Nerval	gerard de nerval	""	""	""	Bootstrapped from incumbent path
creator_00692	William Wells Brown	william wells brown	""	""	""	Bootstrapped from incumbent path
creator_00693	Henry David Thoreau	henry david thoreau	""	""	""	Bootstrapped from incumbent path
creator_00694	Walt Whitman	walt whitman	""	""	""	Bootstrapped from incumbent path
creator_00695	Nikolai Chernyshevsky	nikolai chernyshevsky	""	""	""	Bootstrapped from incumbent path
creator_00696	Ahmad Faris al-Shidyaq	ahmad faris al shidyaq	""	""	""	Bootstrapped from incumbent path
creator_00697	Gustave Flaubert	gustave flaubert	""	""	""	Bootstrapped from incumbent path
creator_00698	Elizabeth Barrett Browning	elizabeth barrett browning	""	""	""	Bootstrapped from incumbent path
creator_00699	Charles Baudelaire	charles baudelaire	""	""	""	Bootstrapped from incumbent path
creator_00700	Estonian epic tradition	estonian epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00701	Jose de Alencar	jose de alencar	""	""	""	Bootstrapped from incumbent path
creator_00702	Walter Pater	walter pater	""	""	""	Bootstrapped from incumbent path
creator_00703	Mwana Kupona binti Msham	mwana kupona binti msham	""	""	""	Bootstrapped from incumbent path
creator_00704	Khachatur Abovian	khachatur abovian	""	""	""	Bootstrapped from incumbent path
creator_00705	Ivan Goncharov	ivan goncharov	""	""	""	Bootstrapped from incumbent path
creator_00706	Wilkie Collins	wilkie collins	""	""	""	Bootstrapped from incumbent path
creator_00707	Harriet E. Wilson	harriet e wilson	""	""	""	Bootstrapped from incumbent path
creator_00708	Alexander Ostrovsky	alexander ostrovsky	""	""	""	Bootstrapped from incumbent path
creator_00709	George Eliot	george eliot	""	""	""	Bootstrapped from incumbent path
creator_00710	Leo Tolstoy	leo tolstoy	""	""	""	Bootstrapped from incumbent path
creator_00711	Multatuli	multatuli	""	""	""	Bootstrapped from incumbent path
creator_00712	Michael Madhusudan Dutt	michael madhusudan dutt	""	""	""	Bootstrapped from incumbent path
creator_00713	Imre Madach	imre madach	""	""	""	Bootstrapped from incumbent path
creator_00714	Harriet Jacobs	harriet jacobs	""	""	""	Bootstrapped from incumbent path
creator_00715	Christina Rossetti	christina rossetti	""	""	""	Bootstrapped from incumbent path
creator_00716	Rosalia de Castro	rosalia de castro	""	""	""	Bootstrapped from incumbent path
creator_00717	Vladimir Nabokov	vladimir nabokov	""	""	""	Bootstrapped from incumbent path
creator_00718	Jules Verne	jules verne	""	""	""	Bootstrapped from incumbent path
creator_00719	Fyodor Dostoevsky	fyodor dostoevsky	""	""	""	Bootstrapped from incumbent path
creator_00720	Bankim Chandra Chatterjee	bankim chandra chatterjee	""	""	""	Bootstrapped from incumbent path
creator_00721	Lewis Carroll	lewis carroll	""	""	""	Bootstrapped from incumbent path
creator_00722	Nikolai Leskov	nikolai leskov	""	""	""	Bootstrapped from incumbent path
creator_00723	Henrik Ibsen	henrik ibsen	""	""	""	Bootstrapped from incumbent path
creator_00724	Bankim Chandra Chattopadhyay	bankim chandra chattopadhyay	""	""	""	Bootstrapped from incumbent path
creator_00725	Fyodor Sologub	fyodor sologub	""	""	""	Bootstrapped from incumbent path
creator_00726	Jorge Isaacs	jorge isaacs	""	""	""	Bootstrapped from incumbent path
creator_00727	Louisa May Alcott	louisa may alcott	""	""	""	Bootstrapped from incumbent path
creator_00728	Lautreamont	lautreamont	""	""	""	Bootstrapped from incumbent path
creator_00729	Deputy Nazir Ahmad	deputy nazir ahmad	""	""	""	Bootstrapped from incumbent path
creator_00730	Aleksis Kivi	aleksis kivi	""	""	""	Bootstrapped from incumbent path
creator_00731	Ivan Bunin	ivan bunin	""	""	""	Bootstrapped from incumbent path
creator_00732	George MacDonald	george macdonald	""	""	""	Bootstrapped from incumbent path
creator_00733	Arthur Rimbaud	arthur rimbaud	""	""	""	Bootstrapped from incumbent path
creator_00734	Sheridan Le Fanu	sheridan le fanu	""	""	""	Bootstrapped from incumbent path
creator_00735	Jose Hernandez	jose hernandez	""	""	""	Bootstrapped from incumbent path
creator_00736	Ricardo Palma	ricardo palma	""	""	""	Bootstrapped from incumbent path
creator_00737	Visconde de Taunay	visconde de taunay	""	""	""	Bootstrapped from incumbent path
creator_00738	Juan Valera	juan valera	""	""	""	Bootstrapped from incumbent path
creator_00739	Eca de Queiros	eca de queiros	""	""	""	Bootstrapped from incumbent path
creator_00740	Namik Kemal	namik kemal	""	""	""	Bootstrapped from incumbent path
creator_00741	Anna Sewell	anna sewell	""	""	""	Bootstrapped from incumbent path
creator_00742	Emile Zola	emile zola	""	""	""	Bootstrapped from incumbent path
creator_00743	Ratan Nath Sarshar	ratan nath sarshar	""	""	""	Bootstrapped from incumbent path
creator_00744	Mendele Mocher Sforim	mendele mocher sforim	""	""	""	Bootstrapped from incumbent path
creator_00745	Henry James	henry james	""	""	""	Bootstrapped from incumbent path
creator_00746	Fyodor Dostoyevsky	fyodor dostoyevsky	""	""	""	Bootstrapped from incumbent path
creator_00747	Mayuram Vedanayagam Pillai	mayuram vedanayagam pillai	""	""	""	Bootstrapped from incumbent path
creator_00748	Jens Peter Jacobsen	jens peter jacobsen	""	""	""	Bootstrapped from incumbent path
creator_00749	Raffi	raffi	""	""	""	Bootstrapped from incumbent path
creator_00750	Mikhail Saltykov-Shchedrin	mikhail saltykov shchedrin	""	""	""	Bootstrapped from incumbent path
creator_00751	William Dean Howells	william dean howells	""	""	""	Bootstrapped from incumbent path
creator_00752	Johanna Spyri	johanna spyri	""	""	""	Bootstrapped from incumbent path
creator_00753	Machado de Assis	machado de assis	""	""	""	Bootstrapped from incumbent path
creator_00754	Bharatendu Harishchandra	bharatendu harishchandra	""	""	""	Bootstrapped from incumbent path
