work_id	candidate_status	canonical_title	evidence_count	accepted_external_support_count	provisional_external_support_count	accepted_independent_support_families	provisional_independent_support_families	representative_selection_count	non_scoring_evidence_count	internal_evidence_count	source_debt_status	closure_scope	blocking_reason	next_action
work_candidate_completion_lit_fairy_tales_andersen	incumbent_current_path	Fairy Tales	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_tale_heungbu	incumbent_current_path	Heungbujeon	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_global_lit_luc_van_tien	incumbent_current_path	Luc Van Tien	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_makriyannis	incumbent_current_path	Memoirs	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0584_new_grub_street	incumbent_current_path	New Grub Street	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_becquer_poems	incumbent_current_path	Rimas	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_issa_haiku	incumbent_current_path	Selected Haiku	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_shiki_haiku	incumbent_current_path	Selected Haiku	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_selected_poems_slowacki	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_selected_poems_norwid	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_browning_poems	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_selected_poems_eminescu	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_tennyson_poems	incumbent_current_path	In Memoriam A.H.H. and Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_de_quincey_english_mail_coach	incumbent_current_path	The English Mail-Coach and Selected Essays	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_holderlin_selected_poems	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_heine_poems	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_me_lit_abai_poems	incumbent_current_path	Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_mallarme_poetry_prose	incumbent_current_path	A Throw of the Dice and Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_maupassant_selected_stories	incumbent_current_path	Boule de Suif and Selected Stories	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_tale_sim_cheong	incumbent_current_path	Simcheongjeon	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_global_lit_spring_essence	incumbent_current_path	Spring Essence	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_eastasia_lit_life_shabkar	incumbent_current_path	The Life of Shabkar	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_roman_sonnets_belli	incumbent_current_path	The Roman Sonnets	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_hawthorne_scarlet_letter	incumbent_current_path	The Scarlet Letter	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_she_wolf_stories	incumbent_current_path	The She-Wolf and Other Stories	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_tale_of_kieu	incumbent_current_path	The Tale of Kieu	2	0	0	0	0	2	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_global_lit_tum_teav	incumbent_current_path	Tum Teav	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_moby_dick	incumbent_current_path	Moby-Dick	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_amalia	incumbent_current_path	Amalia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_cranford	incumbent_current_path	Cranford	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_dickens_bleak_house	incumbent_current_path	Bleak House	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_sportsmans_sketches	incumbent_current_path	A Sportsman's Sketches	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_henry_esmond	incumbent_current_path	Henry Esmond	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0594_the_egoist	incumbent_current_path	The Egoist	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_stowe_uncle_tom	incumbent_current_path	Uncle Tom's Cabin	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_sylvie	incumbent_current_path	Sylvie	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_villette	incumbent_current_path	Villette	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave002_poe_raven_selected_poems	incumbent_current_path	The Raven and Selected Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_clotel	incumbent_current_path	Clotel	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_reviewed_hard_times	incumbent_current_path	Hard Times	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_les_chimeres	incumbent_current_path	Les Chimeres	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_north_and_south	incumbent_current_path	North and South	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_thoreau_walden	incumbent_current_path	Walden	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_leaves_of_grass	incumbent_current_path	Leaves of Grass	4	0	3	0	2	1	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_wave004_chernyshevsky_what_is_to_be_done	incumbent_current_path	What Is to Be Done?	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_aurelia	incumbent_current_path	Aurelia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_leg_over_leg	incumbent_current_path	Leg over Leg	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_little_dorrit	incumbent_current_path	Little Dorrit	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_madame_bovary	incumbent_current_path	Madame Bovary	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_piazza_tales	incumbent_current_path	The Piazza Tales	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_mandatory_aurora_leigh	incumbent_current_path	Aurora Leigh	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_fleurs_du_mal	incumbent_current_path	Les Fleurs du mal	5	0	3	0	2	2	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_completion_lit_kalevipoeg	incumbent_current_path	Kalevipoeg	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_ollantay	incumbent_current_path	Ollantay	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_guarani	incumbent_current_path	The Guarani	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave003_pater_renaissance	incumbent_current_path	The Renaissance	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_africa_lit_mwana_kupona	incumbent_current_path	Utendi wa Mwana Kupona	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_wounds_of_armenia	incumbent_current_path	Wounds of Armenia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_oblomov	incumbent_current_path	Oblomov	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_tale_two_cities	incumbent_current_path	A Tale of Two Cities	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_woman_in_white	incumbent_current_path	The Woman in White	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_our_nig	incumbent_current_path	Our Nig	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_ostrovsky_storm	incumbent_current_path	The Storm	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_adam_bede	incumbent_current_path	Adam Bede	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_mill_on_floss	incumbent_current_path	The Mill on the Floss	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_tolstoy_resurrection	incumbent_current_path	Resurrection	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_dickens_great_expectations	incumbent_current_path	Great Expectations	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_max_havelaar	incumbent_current_path	Max Havelaar	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_global_lit_meghnad_badh_kavya	incumbent_current_path	Meghnad Badh Kavya	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_silas_marner	incumbent_current_path	Silas Marner	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_completion_lit_tragedy_of_man	incumbent_current_path	The Tragedy of Man	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_jacobs_incidents	incumbent_current_path	Incidents in the Life of a Slave Girl	2	0	1	0	1	1	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_les_miserables	incumbent_current_path	Les Miserables	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_turgenev_fathers_sons	incumbent_current_path	Fathers and Sons	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_goblin_market	incumbent_current_path	Goblin Market and Other Poems	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_cantares_gallegos	incumbent_current_path	Cantares gallegos	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_nabokov_the_gift	incumbent_current_path	The Gift	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_journey_center	incumbent_current_path	Journey to the Center of the Earth	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_dostoevsky_notes_underground	incumbent_current_path	Notes from Underground	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_reviewed_our_mutual_friend	incumbent_current_path	Our Mutual Friend	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_rajmohans_wife	incumbent_current_path	Rajmohan's Wife	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale5_lit_alice_wonderland	incumbent_current_path	Alice's Adventures in Wonderland	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_canon_war_and_peace	incumbent_current_path	War and Peace	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_latcarib_lit_iracema	incumbent_current_path	Iracema	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_lady_macbeth_mtsensk	incumbent_current_path	Lady Macbeth of Mtsensk	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_from_earth_moon	incumbent_current_path	From the Earth to the Moon	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_crime_and_punishment	incumbent_current_path	Crime and Punishment	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_ibsen_brand	incumbent_current_path	Brand	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_kapalkundala	incumbent_current_path	Kapalkundala	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_sologub_petty_demon	incumbent_current_path	The Petty Demon	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_toilers_sea	incumbent_current_path	Toilers of the Sea	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_maria_isaacs	incumbent_current_path	Maria	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_peer_gynt	incumbent_current_path	Peer Gynt	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_little_women	incumbent_current_path	Little Women	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_moonstone	incumbent_current_path	The Moonstone	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_ring_and_book	incumbent_current_path	The Ring and the Book	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_maldoror	incumbent_current_path	Les Chants de Maldoror	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_mirat_ul_uroos	incumbent_current_path	Mirat-ul-Uroos	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_paris_spleen	incumbent_current_path	Paris Spleen	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_scale2_lit_sentimental_education	incumbent_current_path	Sentimental Education	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_dostoevsky_idiot	incumbent_current_path	The Idiot	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_seven_brothers	incumbent_current_path	Seven Brothers	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave004_bunin_dark_avenues	incumbent_current_path	Dark Avenues	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_twenty_thousand_leagues	incumbent_current_path	Twenty Thousand Leagues Under the Seas	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_canon_middlemarch	incumbent_current_path	Middlemarch	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_bloom_reviewed_north_wind	incumbent_current_path	At the Back of the North Wind	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_drunken_boat	incumbent_current_path	The Drunken Boat	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_scale5_lit_through_looking_glass	incumbent_current_path	Through the Looking-Glass	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_carmilla	incumbent_current_path	Carmilla	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_dostoevsky_devils	incumbent_current_path	Demons	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_erewhon	incumbent_current_path	Erewhon	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_martin_fierro	incumbent_current_path	Martin Fierro	1	0	0	0	0	1	0	0	open_selection_only	selection_identity	Evidence is selection/representation support, not complete-work support.	verify_complete_work_scope_or_record_selection_policy
work_candidate_latcarib_lit_tradiciones_peruanas	incumbent_current_path	Tradiciones peruanas	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_inocencia	incumbent_current_path	Inocencia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_season_hell	incumbent_current_path	A Season in Hell	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_bishabriksha	incumbent_current_path	Bishabriksha	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_pepita_jimenez	incumbent_current_path	Pepita Jimenez	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_canon_anna_karenina	incumbent_current_path	Anna Karenina	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_completion_lit_crime_father_amaro	incumbent_current_path	The Crime of Father Amaro	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_clarel	incumbent_current_path	Clarel	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_daniel_deronda	incumbent_current_path	Daniel Deronda	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_hunting_snark	incumbent_current_path	The Hunting of the Snark	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_intibah	incumbent_current_path	Intibah	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_simple_heart	incumbent_current_path	A Simple Heart	2	0	2	0	2	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_candidate_genre_lit_black_beauty	incumbent_current_path	Black Beauty	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_lassommoir	incumbent_current_path	L'Assommoir	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_cousin_bazilio	incumbent_current_path	Cousin Bazilio	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_fasana_e_azad	incumbent_current_path	Fasana-e-Azad	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_benjamin_third	incumbent_current_path	The Travels of Benjamin the Third	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_daisy_miller	incumbent_current_path	Daisy Miller	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_dolls_house_ibsen	incumbent_current_path	A Doll's House	1	0	1	0	1	0	0	0	open_provisional_external_support	none	External evidence exists but reviewer_status is not accepted.	review_evidence_scope_and_accept_or_reject
work_canon_brothers_karamazov	incumbent_current_path	The Brothers Karamazov	1	0	0	0	0	0	1	1	open_internal_only	none	Only internal accepted-site or packet evidence exists.	add_external_source_support
work_candidate_southasia_lit_prathapa_mudaliar_charithram	incumbent_current_path	Prathapa Mudaliar Charithram	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_nana	incumbent_current_path	Nana	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_euro_under_lit_niels_lyhne	incumbent_current_path	Niels Lyhne	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_me_lit_raffi_fool	incumbent_current_path	The Fool	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale_lit_golovlyov_family	incumbent_current_path	The Golovlyov Family	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_wave001_howells_rise_silas_lapham	incumbent_current_path	The Rise of Silas Lapham	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_audit_backfill_bouvard_and_pecuchet	incumbent_current_path	Bouvard and Pecuchet	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_genre_lit_heidi	incumbent_current_path	Heidi	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_i_malavoglia	incumbent_current_path	I Malavoglia	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_henry_james_portrait_lady	incumbent_current_path	The Portrait of a Lady	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_posthumous_memoirs_bras_cubas	incumbent_current_path	The Posthumous Memoirs of Bras Cubas	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_andher_nagari	incumbent_current_path	Andher Nagari	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_ghosts_ibsen	incumbent_current_path	Ghosts	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_southasia_lit_anandamath	incumbent_current_path	Anandamath	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_cecilia_valdes	incumbent_current_path	Cecilia Valdes	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_ismaelillo	incumbent_current_path	Ismaelillo	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_latcarib_lit_alienist	incumbent_current_path	The Alienist	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_mandatory_enemy_people_ibsen	incumbent_current_path	An Enemy of the People	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_indig_lit_life_among_piutes	incumbent_current_path	Life Among the Piutes	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_bloom_reviewed_novelle_rusticane	incumbent_current_path	Novelle Rusticane	2	2	0	2	0	0	0	0	closed_by_independent_external_support	complete_work_candidate_scope_pending	Meets minimum accepted independent support-family count.	score_with_duplicate_boundary_and_taxonomy_gates
work_candidate_completion_lit_pinocchio	incumbent_current_path	The Adventures of Pinocchio	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
work_candidate_scale2_lit_treasure_island	incumbent_current_path	Treasure Island	0	0	0	0	0	0	0	0	open_no_evidence	none	No evidence rows exist for this work.	extract_or_match_source_items
