work_id	candidate_status	incumbent_path_id	incumbent_rank	canonical_title	sort_title	original_title	creator_display	date_label	sort_year	date_precision	macro_region	subregion	original_language	language_family	literary_tradition	period_bucket	form_bucket	unit_type	boundary_flags	included_as_literature	boundary_policy_id	boundary_note	selection_basis	edition_basis	completion_unit	source_status	review_status	confidence	provisional_until	notes
work_candidate_gesar_epic_selected	incumbent_current_path	candidate:gesar_epic_selected	737	Epic of Gesar: Selected Episodes	epic of gesar selected episodes	""	Tibetan and Inner Asian oral epic traditions	oral tradition; documented in multiple recensions	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=tibetan_mythology; current group=mythology_folklore_oral_traditions
work_candidate_africa_lit_samba_gueladio	incumbent_current_path	candidate:africa_lit_samba_gueladio	738	Epic of Samba Gueladio	epic of samba gueladio	""	Pulaar oral epic tradition	oral tradition; recorded 20th century	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_africa_lit_gassires_lute	incumbent_current_path	candidate:africa_lit_gassires_lute	739	Gassire's Lute	gassires lute	""	Soninke/Wagadu oral epic tradition	oral tradition; recorded 20th century	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_haudenosaunee_great_law_narratives	incumbent_current_path	candidate:haudenosaunee_great_law_narratives	740	Haudenosaunee Great Law Narratives: Public Accounts	haudenosaunee great law narratives public accounts	""	Haudenosaunee oral, political, and ceremonial traditions	living oral and political tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	public_oral_tradition_selection	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=haudenosaunee_oral_traditions; current group=mythology_folklore_oral_traditions
work_candidate_africa_lit_ijala_poetry	incumbent_current_path	candidate:africa_lit_ijala_poetry	741	Ijala: Selected Hunter Poetry	ijala selected hunter poetry	""	Yoruba oral poetic tradition	living oral tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=yoruba_literature; current group=literature
work_candidate_africa_lit_jeki_la_njambe	incumbent_current_path	candidate:africa_lit_jeki_la_njambe	742	Jeki la Njambe	jeki la njambe	""	Duala oral epic tradition	oral tradition; recorded 20th century	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_kumulipo	incumbent_current_path	candidate:kumulipo	743	Kumulipo	kumulipo	""	Kanaka Maoli chant and genealogical tradition	Hawaiian oral and manuscript tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	creation_chant	""	""	""	""	""	""	Read the epic, saga, myth cycle, or assigned oral-literary selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=polynesian_mythology; current group=mythology_folklore_oral_traditions
work_candidate_africa_lit_lianja	incumbent_current_path	candidate:africa_lit_lianja	744	Lianja Epic	lianja epic	""	Mongo oral epic tradition	oral tradition; recorded 20th century	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_wave004_schiller_wilhelm_tell	incumbent_current_path	candidate:wave004_schiller_wilhelm_tell	745	Wilhelm Tell	wilhelm tell	""	Friedrich Schiller	1804	1804	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_euro_under_lit_miorita	incumbent_current_path	candidate:euro_under_lit_miorita	746	Miorita	miorita	""	Romanian pastoral ballad tradition	oral tradition; 19th century publication	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	ballad	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=romanian_literature; current group=literature
work_candidate_africa_lit_mvet	incumbent_current_path	candidate:africa_lit_mvet	747	Mvet Epic: Selected Narratives	mvet epic selected narratives	""	Fang-Beti oral epic tradition	living oral tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic_selection	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_mwindo_epic	incumbent_current_path	candidate:mwindo_epic	748	Mwindo Epic	mwindo epic	""	Nyanga oral epic tradition	20th-century recorded oral tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_african_literature; current group=literature
work_candidate_oriki_praise_poetry_selected	incumbent_current_path	candidate:oriki_praise_poetry_selected	749	Oriki Praise Poetry: Selected Performances	oriki praise poetry selected performances	""	Yoruba praise-poetry traditions	living oral tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	praise_poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=praise_poetry_traditions; current group=mythology_folklore_oral_traditions
work_candidate_africa_lit_hausa_tatsuniyoyi	incumbent_current_path	candidate:africa_lit_hausa_tatsuniyoyi	750	Tatsuniyoyi: Selected Hausa Tales	tatsuniyoyi selected hausa tales	""	Hausa storytelling tradition	oral tradition; documented collections	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	story_selection	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=west_african_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0363_ultime_lettere_di_jacopo_ortis	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0363_ultime_lettere_di_jacopo_ortis	751	Ultime Lettere di Jacopo Ortis	ultime lettere di jacopo ortis	""	Ugo Foscolo	The Democratic Age; approximate chronological placement pending review	1800	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0364_odes	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0364_odes	752	"""Odes"""	odes	""	Ugo Foscolo	The Democratic Age; approximate chronological placement pending review	1800	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0362_dei_sepolcri	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0362_dei_sepolcri	753	Dei Sepolcri	dei sepolcri	""	Ugo Foscolo	The Democratic Age; approximate chronological placement pending review	1800	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_africa_lit_ryangombe	incumbent_current_path	candidate:africa_lit_ryangombe	754	Ryangombe Epic: Selected Narratives	ryangombe epic selected narratives	""	Great Lakes oral epic tradition	living oral tradition	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_epic_selection	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=east_african_literature; current group=literature
work_candidate_sedna_inuit_narratives	incumbent_current_path	candidate:sedna_inuit_narratives	755	Sedna / Sea-Woman Narratives: Selected Public Accounts	sedna sea woman narratives selected public accounts	""	Inuit and Arctic oral traditions	living oral tradition; documented variants	1800	traditional_or_oral	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	oral_myth_selection	""	""	""	""	""	""	Read the complete oral-history literary work or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=inuit_and_arctic_mythology; current group=mythology_folklore_oral_traditions
work_candidate_scale_lit_heinrich_ofterdingen	incumbent_current_path	candidate:scale_lit_heinrich_ofterdingen	756	Heinrich von Ofterdingen	heinrich von ofterdingen	""	Novalis	1802	1802	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_wave004_guido_cavalcanti_rime	incumbent_current_path	candidate:wave004_guido_cavalcanti_rime	757	Rime	rime	""	Guido Cavalcanti	late 13th century	1290	century	taxonomy_pending	""	""	""	taxonomy_pending	1100_1300_ce	taxonomy_pending	poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_global_lit_bagh_o_bahar	incumbent_current_path	candidate:global_lit_bagh_o_bahar	758	Bagh-o-Bahar	bagh o bahar	""	Mir Amman	1803	1803	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	story_cycle	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=urdu_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0376_little_novels_of_sicily	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0376_little_novels_of_sicily	759	Little Novels of Sicily	little novels of sicily	""	Giovanni Verga	The Democratic Age; approximate chronological placement pending review	1803	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0374_odi_barbare	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0374_odi_barbare	760	Odi Barbare	odi barbare	""	Giosue Carducci	The Democratic Age; approximate chronological placement pending review	1803	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_reviewed_blake_jerusalem	incumbent_current_path	candidate:bloom_reviewed_blake_jerusalem	761	Jerusalem	jerusalem	""	William Blake	1804-1820	1804	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	prophetic_book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_blake_milton	incumbent_current_path	candidate:bloom_reviewed_blake_milton	762	Milton	milton	""	William Blake	1804-1810	1804	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	prophetic_book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_euro_under_lit_manuscript_saragossa	incumbent_current_path	candidate:euro_under_lit_manuscript_saragossa	763	The Manuscript Found in Saragossa	manuscript found in saragossa	""	Jan Potocki	1804-1815	1804	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=polish_literature; current group=literature
work_candidate_wave004_pardo_bazan_los_pazos_de_ulloa	incumbent_current_path	candidate:wave004_pardo_bazan_los_pazos_de_ulloa	764	Los Pazos de Ulloa	los pazos de ulloa	""	Emilia Pardo Bazan	1886	1886	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1870_1890_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=spanish_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0388_chatterton	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0388_chatterton	765	Chatterton	chatterton	""	Alfred de Vigny	The Democratic Age; approximate chronological placement pending review	1806	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0387_meditations_poetiques	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0387_meditations_poetiques	766	Meditations Poetiques	meditations poetiques	""	Alphonse de Lamartine	The Democratic Age; approximate chronological placement pending review	1806	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_wave003_montesquieu_persian_letters	incumbent_current_path	candidate:wave003_montesquieu_persian_letters	767	Persian Letters	persian letters	""	Montesquieu	1721	1721	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1700_1750_ce	taxonomy_pending	epistolary_satire	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_wave003_stael_corinne	incumbent_current_path	candidate:wave003_stael_corinne	768	Corinne, or Italy	corinne or italy	""	Germaine de Stael	1807	1807	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_faust_goethe	incumbent_current_path	candidate:faust_goethe	769	Faust	faust	""	Johann Wolfgang von Goethe	1808; 1832	1808	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	dramatic_poem	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0398_lorenzaccio	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0398_lorenzaccio	770	Lorenzaccio	lorenzaccio	""	Alfred de Musset	The Democratic Age; approximate chronological placement pending review	1808	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_scale_lit_penthesilea	incumbent_current_path	candidate:scale_lit_penthesilea	771	Penthesilea	penthesilea	""	Heinrich von Kleist	1808	1808	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_six_records_floating_life	incumbent_current_path	candidate:six_records_floating_life	772	Six Records of a Floating Life	six records of floating life	""	Shen Fu	1808	1808	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=classical_chinese_literature; current group=literature
work_candidate_bloom_gap_031_0359_the_broken_jug	incumbent_current_path	candidate:bloom_gap_031_0359_the_broken_jug	773	The Broken Jug	broken jug	""	Heinrich von Kleist	1808	1808	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_scale_lit_elective_affinities	incumbent_current_path	candidate:scale_lit_elective_affinities	774	Elective Affinities	elective affinities	""	Johann Wolfgang von Goethe	1809	1809	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0403_enamels_and_cameos	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0403_enamels_and_cameos	775	Enamels and Cameos	enamels and cameos	""	Theophile Gautier	The Democratic Age; approximate chronological placement pending review	1809	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0402_mademoiselle_de_maupin	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0402_mademoiselle_de_maupin	776	Mademoiselle de Maupin	mademoiselle de maupin	""	Theophile Gautier	The Democratic Age; approximate chronological placement pending review	1809	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_wave003_chateaubriand_atala_rene	incumbent_current_path	candidate:wave003_chateaubriand_atala_rene	777	Atala and Rene	atala and rene	""	Francois-Rene de Chateaubriand	1801 and 1802	1801	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novella_pair	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_scale_lit_michael_kohlhaas	incumbent_current_path	candidate:scale_lit_michael_kohlhaas	778	Michael Kohlhaas	michael kohlhaas	""	Heinrich von Kleist	1810	1810	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novella	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_bloom_gap_031_0360_prince_friedrich_of_homburg	incumbent_current_path	candidate:bloom_gap_031_0360_prince_friedrich_of_homburg	779	Prince Friedrich of Homburg	prince friedrich of homburg	""	Heinrich von Kleist	1810	1810	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_bloom_shelley_poems	incumbent_current_path	candidate:bloom_shelley_poems	780	Selected Poems	selected poems	""	Percy Bysshe Shelley	1810s-1820s	1810	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_wave004_droste_hulshoff_jews_beech	incumbent_current_path	candidate:wave004_droste_hulshoff_jews_beech	781	The Jew's Beech	jews beech	""	Annette von Droste-Hulshoff	1842	1842	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1830_1850_ce	taxonomy_pending	novella	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_wave003_sand_indiana	incumbent_current_path	candidate:wave003_sand_indiana	782	Indiana	indiana	""	George Sand	1832	1832	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1830_1850_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_wave003_marivaux_game_love_chance	incumbent_current_path	candidate:wave003_marivaux_game_love_chance	783	The Game of Love and Chance	game of love and chance	""	Pierre de Marivaux	1730	1730	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1700_1750_ce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_mandatory_sense_sensibility	incumbent_current_path	candidate:mandatory_sense_sensibility	784	Sense and Sensibility	sense and sensibility	""	Jane Austen	1811	1811	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_grimm_fairy_tales_selected	incumbent_current_path	candidate:grimm_fairy_tales_selected	785	Grimm Fairy Tales: Selected Tales	grimm fairy tales selected tales	""	Jacob Grimm; Wilhelm Grimm; German folktale informants and editors	1812-1857 editions	1812	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	folktale_collection	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=fairy_tale_traditions; current group=mythology_folklore_oral_traditions
work_candidate_wave003_sand_consuelo	incumbent_current_path	candidate:wave003_sand_consuelo	786	Consuelo	consuelo	""	George Sand	1842-1843	1842	range	taxonomy_pending	""	""	""	taxonomy_pending	1830_1850_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_pride_and_prejudice	incumbent_current_path	candidate:pride_and_prejudice	787	Pride and Prejudice	pride and prejudice	""	Jane Austen	1813	1813	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_scale2_lit_mansfield_park	incumbent_current_path	candidate:scale2_lit_mansfield_park	788	Mansfield Park	mansfield park	""	Jane Austen	1814	1814	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_waverley	incumbent_current_path	candidate:bloom_reviewed_waverley	789	Waverley	waverley	""	Walter Scott	1814	1814	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	historical_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0423_selected_poems	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0423_selected_poems	790	Fetes galantes and Romances sans paroles	fetes galantes and romances sans paroles	""	Paul Verlaine	1869 and 1874	1869	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1850_1870_ce	taxonomy_pending	poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_mandatory_hakkenden	incumbent_current_path	candidate:mandatory_hakkenden	791	Nanso Satomi Hakkenden	nanso satomi hakkenden	""	Kyokutei Bakin	1814-1842	1814	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel_sequence	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=japanese_literature; current group=literature
