cut_candidate_id	work_id	incumbent_path_id	rank	title	creator	tier	source_status	review_status	source_debt_status	evidence_count	generic_title_flag	duplicate_cluster_key	duplicate_cluster_size	chronology_issue_count	boundary_flag	risk_score	gate_status	rationale	next_action
x046_cut_0617	work_candidate_mandatory_rowlandson_captivity	candidate:mandatory_rowlandson_captivity	617	Narrative of the Captivity and Restoration	Mary Rowlandson	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0619	work_candidate_eastasia_lit_five_women_loved_love	candidate:eastasia_lit_five_women_loved_love	619	Five Women Who Loved Love	Ihara Saikaku	major	manual_only	needs_sources	open_selection_only	1	true	""	0	0	false	3.00	medium_cut_review_priority	open_selection_only;generic_title	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0623	work_candidate_wave005_samguk_sagi	candidate:wave005_samguk_sagi	623	Samguk Sagi	Kim Pu-sik and Goryeo historiographic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0627	work_candidate_first_dream_sor_juana	candidate:first_dream_sor_juana	627	First Dream	Sor Juana Ines de la Cruz	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0636	work_candidate_bloom_reviewed_pope_poems	candidate:bloom_reviewed_pope_poems	636	The Rape of the Lock and Selected Poems	Alexander Pope	major	manual_only	needs_sources	open_provisional_external_support	2	true	""	0	0	false	3.00	medium_cut_review_priority	open_provisional_external_support;generic_title	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0650	work_candidate_strange_tales_liaozhai	candidate:strange_tales_liaozhai	650	Strange Tales from a Chinese Studio	Pu Songling	major	manual_only	needs_sources	open_selection_only	1	true	""	0	0	false	3.00	medium_cut_review_priority	open_selection_only;generic_title	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0654	work_candidate_bloom_reviewed_zadig	candidate:bloom_reviewed_zadig	654	Zadig	Voltaire	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0657	work_candidate_global_lit_chilam_balam_chumayel	candidate:global_lit_chilam_balam_chumayel	657	Book of Chilam Balam of Chumayel	Yucatec Maya manuscript tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0666	work_candidate_wave002_lennox_female_quixote	candidate:wave002_lennox_female_quixote	666	The Female Quixote	Charlotte Lennox	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0675	work_candidate_scale_lit_rasselas	candidate:scale_lit_rasselas	675	Rasselas	Samuel Johnson	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0680	work_candidate_bloom_gap_031_0243_the_country_wife	candidate:bloom_gap_031_0243_the_country_wife	680	The Country Wife	William Wycherley	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0681	work_candidate_wave002_etherege_man_of_mode	candidate:wave002_etherege_man_of_mode	681	The Man of Mode	George Etherege	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0684	work_candidate_bloom_gap_031_0247_the_vicar_of_wakefield	candidate:bloom_gap_031_0247_the_vicar_of_wakefield	684	The Vicar of Wakefield	Oliver Goldsmith	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0689	work_candidate_bloom_gap_031_0249_the_traveller	candidate:bloom_gap_031_0249_the_traveller	689	The Traveller	Oliver Goldsmith	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0691	work_candidate_bloom_rameaus_nephew	candidate:bloom_rameaus_nephew	691	Rameau's Nephew	Denis Diderot	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0693	work_candidate_scale_lit_castle_otranto	candidate:scale_lit_castle_otranto	693	The Castle of Otranto	Horace Walpole	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0699	work_candidate_global_lit_ugetsu_monogatari	candidate:global_lit_ugetsu_monogatari	699	Ugetsu Monogatari	Ueda Akinari	major	manual_only	needs_sources	open_selection_only	1	true	""	0	0	false	3.00	medium_cut_review_priority	open_selection_only;generic_title	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0704	work_candidate_mandatory_jehol_diary	candidate:mandatory_jehol_diary	704	Jehol Diary	Pak Chi-won	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0720	work_candidate_scale_lit_mysteries_udolpho	candidate:scale_lit_mysteries_udolpho	720	The Mysteries of Udolpho	Ann Radcliffe	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0723	work_candidate_genre_lit_monk	candidate:genre_lit_monk	723	The Monk	Matthew Lewis	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0724	work_candidate_mandatory_diderot_jacques_fatalist	candidate:mandatory_diderot_jacques_fatalist	724	Jacques the Fatalist	Denis Diderot	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0731	work_candidate_wave005_divan_i_hikmet	candidate:wave005_divan_i_hikmet	731	Divan-i Hikmet	Ahmad Yasawi	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0732	work_candidate_anansi_stories_selected	candidate:anansi_stories_selected	732	Anansi Stories: Selected Narratives	Akan, Asante, Caribbean, and African diasporic storytelling traditions	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0734	work_candidate_global_lit_dausi	candidate:global_lit_dausi	734	Dausi	Soninke oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0735	work_candidate_dine_bahane_creation_narrative	candidate:dine_bahane_creation_narrative	735	Dine Bahane': Public Creation Narrative Accounts	Navajo (Dine) oral and ceremonial traditions	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0736	work_candidate_global_lit_epic_askia_mohammed	candidate:global_lit_epic_askia_mohammed	736	Epic of Askia Mohammed	Songhay oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0737	work_candidate_gesar_epic_selected	candidate:gesar_epic_selected	737	Epic of Gesar: Selected Episodes	Tibetan and Inner Asian oral epic traditions	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0738	work_candidate_africa_lit_samba_gueladio	candidate:africa_lit_samba_gueladio	738	Epic of Samba Gueladio	Pulaar oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0739	work_candidate_africa_lit_gassires_lute	candidate:africa_lit_gassires_lute	739	Gassire's Lute	Soninke/Wagadu oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0740	work_candidate_haudenosaunee_great_law_narratives	candidate:haudenosaunee_great_law_narratives	740	Haudenosaunee Great Law Narratives: Public Accounts	Haudenosaunee oral, political, and ceremonial traditions	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0741	work_candidate_africa_lit_ijala_poetry	candidate:africa_lit_ijala_poetry	741	Ijala: Selected Hunter Poetry	Yoruba oral poetic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0742	work_candidate_africa_lit_jeki_la_njambe	candidate:africa_lit_jeki_la_njambe	742	Jeki la Njambe	Duala oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0743	work_candidate_kumulipo	candidate:kumulipo	743	Kumulipo	Kanaka Maoli chant and genealogical tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0744	work_candidate_africa_lit_lianja	candidate:africa_lit_lianja	744	Lianja Epic	Mongo oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0745	work_candidate_wave004_schiller_wilhelm_tell	candidate:wave004_schiller_wilhelm_tell	745	Wilhelm Tell	Friedrich Schiller	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0746	work_candidate_euro_under_lit_miorita	candidate:euro_under_lit_miorita	746	Miorita	Romanian pastoral ballad tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0747	work_candidate_africa_lit_mvet	candidate:africa_lit_mvet	747	Mvet Epic: Selected Narratives	Fang-Beti oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0748	work_candidate_mwindo_epic	candidate:mwindo_epic	748	Mwindo Epic	Nyanga oral epic tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0749	work_candidate_oriki_praise_poetry_selected	candidate:oriki_praise_poetry_selected	749	Oriki Praise Poetry: Selected Performances	Yoruba praise-poetry traditions	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0754	work_candidate_africa_lit_ryangombe	candidate:africa_lit_ryangombe	754	Ryangombe Epic: Selected Narratives	Great Lakes oral epic tradition	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0755	work_candidate_sedna_inuit_narratives	candidate:sedna_inuit_narratives	755	Sedna / Sea-Woman Narratives: Selected Public Accounts	Inuit and Arctic oral traditions	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0756	work_candidate_scale_lit_heinrich_ofterdingen	candidate:scale_lit_heinrich_ofterdingen	756	Heinrich von Ofterdingen	Novalis	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0764	work_candidate_wave004_pardo_bazan_los_pazos_de_ulloa	candidate:wave004_pardo_bazan_los_pazos_de_ulloa	764	Los Pazos de Ulloa	Emilia Pardo Bazan	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0765	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0388_chatterton	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0388_chatterton	765	Chatterton	Alfred de Vigny	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0766	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0387_meditations_poetiques	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0387_meditations_poetiques	766	Meditations Poetiques	Alphonse de Lamartine	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0776	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0402_mademoiselle_de_maupin	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0402_mademoiselle_de_maupin	776	Mademoiselle de Maupin	Theophile Gautier	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0777	work_candidate_wave003_chateaubriand_atala_rene	candidate:wave003_chateaubriand_atala_rene	777	Atala and Rene	Francois-Rene de Chateaubriand	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0781	work_candidate_wave004_droste_hulshoff_jews_beech	candidate:wave004_droste_hulshoff_jews_beech	781	The Jew's Beech	Annette von Droste-Hulshoff	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0783	work_candidate_wave003_marivaux_game_love_chance	candidate:wave003_marivaux_game_love_chance	783	The Game of Love and Chance	Pierre de Marivaux	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0786	work_candidate_wave003_sand_consuelo	candidate:wave003_sand_consuelo	786	Consuelo	George Sand	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0793	work_candidate_wave004_gottfried_keller_green_henry	candidate:wave004_gottfried_keller_green_henry	793	Green Henry	Gottfried Keller	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0794	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0428_les_amours_jaunes	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0428_les_amours_jaunes	794	Les Amours Jaunes	Tristan Corbiere	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0795	work_candidate_bloom_keats_poems	candidate:bloom_keats_poems	795	Selected Poems	John Keats	core	manual_only	needs_sources	open_provisional_external_support	6	true	selected poems	106	0	false	3.00	protected_core_review_required	open_provisional_external_support;generic_title;duplicate_cluster=selected poems(106);core_protected	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0801	work_candidate_wave004_bellman_fredmans_epistles	candidate:wave004_bellman_fredmans_epistles	801	Fredman's Epistles	Carl Michael Bellman	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0805	work_candidate_bloom_reviewed_heart_midlothian	candidate:bloom_reviewed_heart_midlothian	805	The Heart of Midlothian	Walter Scott	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0813	work_candidate_bloom_reviewed_confessions_opium_eater	candidate:bloom_reviewed_confessions_opium_eater	813	Confessions of an English Opium-Eater	Thomas De Quincey	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0817	work_candidate_completion_lit_forefathers_eve	candidate:completion_lit_forefathers_eve	817	Forefathers' Eve	Adam Mickiewicz	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0818	work_candidate_wave003_byron_childe_harold	candidate:wave003_byron_childe_harold	818	Childe Harold's Pilgrimage	Lord Byron	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0819	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0465_vala_or_the_four_zoas	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0465_vala_or_the_four_zoas	819	Vala, or The Four Zoas	William Blake	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0820	work_candidate_wave003_shelley_prometheus_unbound	candidate:wave003_shelley_prometheus_unbound	820	Prometheus Unbound	Percy Bysshe Shelley	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0821	work_candidate_bloom_reviewed_justified_sinner	candidate:bloom_reviewed_justified_sinner	821	The Private Memoirs and Confessions of a Justified Sinner	James Hogg	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0822	work_candidate_wave003_charlotte_smith_elegiac_sonnets	candidate:wave003_charlotte_smith_elegiac_sonnets	822	Elegiac Sonnets	Charlotte Smith	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0830	work_candidate_global_lit_glass_palace_chronicle	candidate:global_lit_glass_palace_chronicle	830	The Glass Palace Chronicle	Burmese court chronicle tradition	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0832	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0495_mary_barton_a_tale_of_manchester_life	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0495_mary_barton_a_tale_of_manchester_life	832	Mary Barton: A Tale of Manchester Life	Elizabeth Gaskell	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0854	work_candidate_wave003_gaskell_wives_daughters	candidate:wave003_gaskell_wives_daughters	854	Wives and Daughters	Elizabeth Gaskell	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0856	work_candidate_bloom_reviewed_oliver_twist	candidate:bloom_reviewed_oliver_twist	856	Oliver Twist	Charles Dickens	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0860	work_candidate_global_lit_florante_at_laura	candidate:global_lit_florante_at_laura	860	Florante at Laura	Francisco Balagtas	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0861	work_candidate_wave003_dg_rossetti_house_life	candidate:wave003_dg_rossetti_house_life	861	The House of Life and Selected Poems	Dante Gabriel Rossetti	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0862	work_candidate_scale_lit_lenz_buchner	candidate:scale_lit_lenz_buchner	862	Lenz	Georg Buchner	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0867	work_candidate_wave001_fuller_woman_nineteenth_century	candidate:wave001_fuller_woman_nineteenth_century	867	Woman in the Nineteenth Century	Margaret Fuller	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0876	work_candidate_bloom_reviewed_douglass_narrative	candidate:bloom_reviewed_douglass_narrative	876	Narrative of the Life of Frederick Douglass	Frederick Douglass	major	manual_only	needs_sources	open_provisional_external_support	3	false	""	0	2	true	3.00	medium_cut_review_priority	open_provisional_external_support;chronology_issues=2;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0877	work_candidate_wave003_harriet_martineau_deerbrook	candidate:wave003_harriet_martineau_deerbrook	877	Deerbrook	Harriet Martineau	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0880	work_candidate_scale2_lit_cousin_bette	candidate:scale2_lit_cousin_bette	880	Cousin Bette	Honore de Balzac	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0881	work_candidate_wave004_griboyedov_woe_from_wit	candidate:wave004_griboyedov_woe_from_wit	881	Woe from Wit	Alexander Griboyedov	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0893	work_candidate_mandatory_hikayat_abdullah	candidate:mandatory_hikayat_abdullah	893	Hikayat Abdullah	Munshi Abdullah	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0904	work_candidate_euro_under_lit_makriyannis	candidate:euro_under_lit_makriyannis	904	Memoirs	Ioannis Makriyannis	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0914	work_candidate_wave003_de_quincey_english_mail_coach	candidate:wave003_de_quincey_english_mail_coach	914	The English Mail-Coach and Selected Essays	Thomas De Quincey	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0922	work_candidate_eastasia_lit_life_shabkar	candidate:eastasia_lit_life_shabkar	922	The Life of Shabkar	Shabkar Tsokdruk Rangdrol	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	0	true	3.00	medium_cut_review_priority	open_no_evidence;boundary_case	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0937	work_candidate_bloom_reviewed_villette	candidate:bloom_reviewed_villette	937	Villette	Charlotte Bronte	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0945	work_candidate_wave004_chernyshevsky_what_is_to_be_done	candidate:wave004_chernyshevsky_what_is_to_be_done	945	What Is to Be Done?	Nikolai Chernyshevsky	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0946	work_candidate_bloom_reviewed_aurelia	candidate:bloom_reviewed_aurelia	946	Aurelia	Gerard de Nerval	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0950	work_candidate_bloom_reviewed_piazza_tales	candidate:bloom_reviewed_piazza_tales	950	The Piazza Tales	Herman Melville	major	manual_only	needs_sources	open_provisional_external_support	2	true	""	0	0	false	3.00	medium_cut_review_priority	open_provisional_external_support;generic_title	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0956	work_candidate_wave003_pater_renaissance	candidate:wave003_pater_renaissance	956	The Renaissance	Walter Pater	contextual	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0957	work_candidate_africa_lit_mwana_kupona	candidate:africa_lit_mwana_kupona	957	Utendi wa Mwana Kupona	Mwana Kupona binti Msham	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
x046_cut_0966	work_candidate_wave004_tolstoy_resurrection	candidate:wave004_tolstoy_resurrection	966	Resurrection	Leo Tolstoy	major	manual_only	needs_sources	open_no_evidence	0	false	""	0	1	false	3.00	medium_cut_review_priority	open_no_evidence;chronology_issues=1	manual_cut_review_before_pairing_with_add_candidate
