work_id	candidate_status	canonical_title	source_debt_status	evidence_count	accepted_independent_support_families	provisional_independent_support_families	omission_readiness	relation_scope_blocker_count	date_uncertainty_flag	boundary_scope_flag	source_debt_penalty_input	relation_scope_penalty_input	date_uncertainty_penalty_input	boundary_scope_penalty_input	scoring_readiness	blocking_reasons	next_action
work_candidate_bloom_shakespeare_henry_iv_part_1	incumbent_current_path	Henry IV, Part 1	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_merchant_venice	incumbent_current_path	The Merchant of Venice	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_henry_iv_part_2	incumbent_current_path	Henry IV, Part 2	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_peony_pavilion	incumbent_current_path	The Peony Pavilion	open_selection_only	2	0	0	not_omission_candidate	4	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_mandatory_shakespeare_much_ado	incumbent_current_path	Much Ado About Nothing	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_as_you_like_it	incumbent_current_path	As You Like It	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_shakespeare_henry_v	incumbent_current_path	Henry V	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_shakespeare_julius_caesar	incumbent_current_path	Julius Caesar	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_canon_hamlet	incumbent_current_path	Hamlet	open_internal_only	1	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	add_external_source_support
work_candidate_chunhyangjeon	incumbent_current_path	Chunhyangjeon / The Tale of Chunhyang	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_bloom_gap_031_0132_dreams	incumbent_current_path	Dreams	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_hikayat_hang_tuah	incumbent_current_path	Hikayat Hang Tuah	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_me_lit_koroghlu	incumbent_current_path	Koroghlu / Gorogly	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_ramakien_selected	incumbent_current_path	Ramakien	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_reamker_selected	incumbent_current_path	Reamker	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_sejarah_melayu	incumbent_current_path	Sejarah Melayu / Malay Annals	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_indig_lit_tragedy_atahualpa	incumbent_current_path	The Tragedy of the Death of Atahualpa	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0170_the_unfortunate_traveller_or_the_life_of_jacke_wilto	incumbent_current_path	The Unfortunate Traveller: or, The Life of Jacke Wilton	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_wave004_teresa_of_avila_interior_castle	incumbent_current_path	The Interior Castle	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_janamsakhis_selected	incumbent_current_path	Janamsakhis: Selected Guru Nanak Narratives	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0135_the_poems_of_st_john_of_the_cross	incumbent_current_path	The Poems of St. John of the Cross	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0134_the_unknown_light_the_poems_of_fray_luis_de_leon	incumbent_current_path	The Unknown Light: The Poems of Fray Luis de Leon	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_indig_lit_uska_paukar	incumbent_current_path	Usca Paucar	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_twelfth_night	incumbent_current_path	Twelfth Night	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_othello	incumbent_current_path	Othello	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_guru_granth_sahib	incumbent_current_path	Guru Granth Sahib	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_measure	incumbent_current_path	Measure for Measure	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_canon_don_quixote	incumbent_current_path	Don Quixote	open_provisional_external_support	3	0	2	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_shakespeare_king_lear	incumbent_current_path	King Lear	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_macbeth	incumbent_current_path	Macbeth	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_antony_cleopatra	incumbent_current_path	Antony and Cleopatra	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_jonson_volpone	incumbent_current_path	Volpone	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_shakespeare_sonnets	incumbent_current_path	Sonnets	open_provisional_external_support	3	0	1	not_omission_candidate	3	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_latcarib_lit_comentarios_reales	incumbent_current_path	Comentarios Reales de los Incas	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_jonson_alchemist	incumbent_current_path	The Alchemist	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_shakespeare_winter_tale	incumbent_current_path	The Winter's Tale	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_holy_bible_kjv	incumbent_current_path	Holy Bible (King James Version)	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_apocrypha_kjv	incumbent_current_path	The Apocrypha	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_tempest_shakespeare	incumbent_current_path	The Tempest	open_provisional_external_support	3	0	2	not_omission_candidate	4	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_bloom_fuente_ovejuna	incumbent_current_path	Fuente Ovejuna	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_webster_duchess_malfi	incumbent_current_path	The Duchess of Malfi	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_cervantes_exemplary_stories	incumbent_current_path	Exemplary Stories	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gongora_soledades	incumbent_current_path	Soledades	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_scale_lit_bartholomew_fair	incumbent_current_path	Bartholomew Fair	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_guaman_poma_nueva_coronica	incumbent_current_path	Nueva coronica y buen gobierno	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_bloom_reviewed_les_tragiques	incumbent_current_path	Les Tragiques	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_trickster_seville	incumbent_current_path	The Trickster of Seville	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0201_tis_pity_she_s_a_whore	incumbent_current_path	'Tis Pity She's a Whore	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0206_the_revenger_s_tragedy	incumbent_current_path	The Revenger's Tragedy	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0203_the_white_devil	incumbent_current_path	The White Devil	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_feng_menglong_stories	incumbent_current_path	Stories Old and New	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_anatomy_melancholy	incumbent_current_path	The Anatomy of Melancholy	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_middleton_changeling	incumbent_current_path	The Changeling	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_comenius_labyrinth	incumbent_current_path	The Labyrinth of the World and the Paradise of the Heart	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0140_la_dorotea	incumbent_current_path	La Dorotea	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_herbert_temple	incumbent_current_path	The Temple	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_tale_of_tales	incumbent_current_path	The Tale of Tales	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_life_is_a_dream	incumbent_current_path	Life Is a Dream	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_mayor_zalamea	incumbent_current_path	The Mayor of Zalamea	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_scale_lit_le_cid	incumbent_current_path	Le Cid	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_enchantments_love_zayas	incumbent_current_path	The Enchantments of Love	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_alaol_padmavati	incumbent_current_path	Alaol's Padmavati	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_huarochiri_manuscript	incumbent_current_path	Huarochiri Manuscript	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_global_lit_basho_haiku	incumbent_current_path	Selected Haiku	open_selection_only	3	0	0	not_omission_candidate	6	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_me_lit_evliya_travels	incumbent_current_path	Book of Travels	open_selection_only	2	0	0	not_omission_candidate	4	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_euro_under_lit_erotokritos	incumbent_current_path	Erotokritos	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_marvell_poems	incumbent_current_path	Poems	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_southasia_lit_tukaram_abhangas	incumbent_current_path	Selected Abhangas	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_donne_poems	incumbent_current_path	Selected Poems	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_sor_juana_poems	incumbent_current_path	Selected Poems	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_cloud_dream_nine	incumbent_current_path	The Cloud Dream of the Nine	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_tale_of_hong_gildong	incumbent_current_path	The Tale of Hong Gildong	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0289_cinna_ou_la_clemence_d_auguste	incumbent_current_path	Cinna ou la Clemence d'Auguste	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0288_horace	incumbent_current_path	Horace	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_wave003_machaut_voir_dit	incumbent_current_path	Le Livre du Voir Dit	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_wave003_larochefoucauld_maximes	incumbent_current_path	Maximes	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_wave003_perrault_tales	incumbent_current_path	Histoires ou contes du temps passe	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0286_polyeucte	incumbent_current_path	Polyeucte	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_bradstreet_tenth_muse	incumbent_current_path	The Tenth Muse	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_vemana_poems	incumbent_current_path	Selected Poems	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_saib_tabrizi_ghazals	incumbent_current_path	Selected Ghazals	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_sang_sinxay	incumbent_current_path	Sang Sinxay	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_vondel_lucifer	incumbent_current_path	Lucifer	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_cherubinic_wanderer	incumbent_current_path	The Cherubinic Wanderer	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0213_comus	incumbent_current_path	'Comus'	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0212_lycidas	incumbent_current_path	'Lycidas'	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0218_hudibras	incumbent_current_path	Hudibras	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_scale_lit_school_for_wives	incumbent_current_path	The School for Wives	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_bihari_satsai	incumbent_current_path	Bihari Satsai	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_tartuffe	incumbent_current_path	Tartuffe	open_provisional_external_support	2	0	2	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_scale_lit_dom_juan_moliere	incumbent_current_path	Dom Juan	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_genre_lit_blazing_world	incumbent_current_path	The Blazing World	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_moliere_misanthrope	incumbent_current_path	The Misanthrope	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_canon_paradise_lost	incumbent_current_path	Paradise Lost	open_provisional_external_support	3	0	2	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_scale_lit_andromaque	incumbent_current_path	Andromaque	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_la_fontaine_fables	incumbent_current_path	Fables	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_completion_lit_simplicissimus	incumbent_current_path	Simplicius Simplicissimus	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_britannicus	incumbent_current_path	Britannicus	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_wave003_cyrano_other_world	incumbent_current_path	The Other World	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_canon_pascal_pensees_selected	incumbent_current_path	Pensees: Selected Fragments	open_internal_only	1	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	add_external_source_support
work_candidate_bloom_reviewed_paradise_regained	incumbent_current_path	Paradise Regained	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_samson_agonistes	incumbent_current_path	Samson Agonistes	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_avvakum_life	incumbent_current_path	Life of Archpriest Avvakum	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_racine_phedre	incumbent_current_path	Phedre	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_audit_replacement_the_rover	incumbent_current_path	The Rover	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_canon_pilgrims_progress	incumbent_current_path	The Pilgrim's Progress	open_internal_only	1	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	add_external_source_support
work_candidate_bloom_princess_cleves	incumbent_current_path	The Princess of Cleves	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_dryden_absalom	incumbent_current_path	Absalom and Achitophel	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_mandatory_rowlandson_captivity	incumbent_current_path	Narrative of the Captivity and Restoration	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_latcarib_lit_empenos_casa	incumbent_current_path	Los empenos de una casa	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_eastasia_lit_five_women_loved_love	incumbent_current_path	Five Women Who Loved Love	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_global_lit_life_amorous_woman	incumbent_current_path	The Life of an Amorous Woman	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_audit_replacement_oroonoko	incumbent_current_path	Oroonoko	open_provisional_external_support	1	0	1	not_omission_candidate	1	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	review_evidence_scope_and_accept_or_reject
work_candidate_narrow_road_deep_north	incumbent_current_path	The Narrow Road to the Deep North	open_selection_only	3	0	0	not_omission_candidate	6	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_wave005_samguk_sagi	incumbent_current_path	Samguk Sagi	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_latcarib_lit_infortunios_ramirez	incumbent_current_path	Infortunios de Alonso Ramirez	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_reviewed_athalie	incumbent_current_path	Athalie	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_latcarib_lit_respuesta_sor_filotea	incumbent_current_path	Respuesta a Sor Filotea	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_first_dream_sor_juana	incumbent_current_path	First Dream	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_global_lit_mem_and_zin	incumbent_current_path	Mem and Zin	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_global_lit_peach_blossom_fan	incumbent_current_path	The Peach Blossom Fan	open_selection_only	2	0	0	not_omission_candidate	4	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_mandatory_bedil_poems	incumbent_current_path	Selected Poems	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_sonezaki_shinju_bunraku	incumbent_current_path	The Love Suicides at Sonezaki	open_selection_only	1	0	0	not_omission_candidate	2	0	0	1	1	0	0	blocked_from_score_computation	source_debt_open;relation_scope_blockers	verify_complete_work_scope_or_record_selection_policy
work_candidate_bloom_reviewed_tale_tub	incumbent_current_path	A Tale of a Tub	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0231_the_beggar_s_opera	incumbent_current_path	The Beggar's Opera	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0223_the_way_of_the_world	incumbent_current_path	The Way of the World	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
work_candidate_bloom_gap_031_0222_venice_preserv_d	incumbent_current_path	Venice Preserv'd	open_no_evidence	0	0	0	not_omission_candidate	0	0	0	1	0	0	0	blocked_from_score_computation	source_debt_open	extract_or_match_source_items
