id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:bloom_gap_031_0254_poetical_works	685	3	"""Poetical Works"""	""	George Crabbe	18th century	1760	1750_1800_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	contextual	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0254_poetical_works	manual_only	needs_sources	planned	true		poetical works	george crabbe	""	true
candidate:mandatory_wheatley_poems	697	3	Poems on Various Subjects, Religious and Moral	""	Phillis Wheatley	1773	1773	1750_1800_ce	americas	poetry	textual_humanities	literature	black_atlantic_literature	text	poetry_collection	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_wheatley_poems	manual_only	needs_sources	planned	true		poems on various subjects religious and moral	phillis wheatley	sacred_religious	true
candidate:global_lit_ugetsu_monogatari	699	3	Ugetsu Monogatari	""	Ueda Akinari	1776	1776	1750_1800_ce	east_asia	fiction_narrative_prose	textual_humanities	literature	japanese_literature	text	short_story_collection	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_ugetsu_monogatari	manual_only	needs_sources	planned	true		ugetsu monogatari	ueda akinari	""	true
candidate:mandatory_burns_poems_chiefly	712	3	Poems, Chiefly in the Scottish Dialect	Selected Poems	Robert Burns	1786	1786	1750_1800_ce	europe	poetry	textual_humanities	literature	scots_literature	text	poetry_collection	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_burns_poems_chiefly	manual_only	needs_sources	planned	true		poems chiefly in scottish dialect	robert burns	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0364_odes	752	3	"""Odes"""	""	Ugo Foscolo	The Democratic Age; approximate chronological placement pending review	1800	1800_1830_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0364_odes	manual_only	needs_sources	planned	true		odes	ugo foscolo	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0372_the_roman_sonnets_of_g_g_belli	757	3	The Roman Sonnets of G G Belli	""	Giuseppe Gioacchino Belli	The Democratic Age; approximate chronological placement pending review	1802	1800_1830_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0372_the_roman_sonnets_of_g_g_belli	manual_only	needs_sources	planned	true		roman sonnets of g g belli	giuseppe gioacchino belli	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0390_the_distance_the_shadows_selected_poems	767	3	The Distance, the Shadows: Selected Poems	""	Victor Hugo	The Democratic Age; approximate chronological placement pending review	1806	1800_1830_ce	europe	poetry	textual_humanities	literature	francophone_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0390_the_distance_the_shadows_selected_poems	manual_only	needs_sources	planned	true		distance shadows selected poems	victor hugo	""	true
candidate:bloom_shelley_poems	780	3	Selected Poems	""	Percy Bysshe Shelley	1810s-1820s	1810	1800_1830_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_shelley_poems	manual_only	needs_sources	planned	true		selected poems	percy bysshe shelley	""	true
candidate:bloom_kleist_stories	781	3	Stories	""	Heinrich von Kleist	1810-1811	1810	1800_1830_ce	europe	fiction_narrative_prose	textual_humanities	literature	german_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_kleist_stories	manual_only	needs_sources	planned	true		stories	heinrich von kleist	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0423_selected_poems	790	3	Selected Poems	""	Paul Verlaine	The Democratic Age; approximate chronological placement pending review	1814	1800_1830_ce	europe	poetry	textual_humanities	literature	francophone_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0423_selected_poems	manual_only	needs_sources	planned	true		selected poems	paul verlaine	""	true
candidate:bloom_keats_poems	795	3	Selected Poems	""	John Keats	1816-1820	1816	1800_1830_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	core	spine	wave_019_bloom_western_literature_spine	bloom_keats_poems	manual_only	needs_sources	planned	true		selected poems	john keats	""	true
candidate:bloom_leopardi_poems	804	3	Poems	Canti	Giacomo Leopardi	1818-1836	1818	1800_1830_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_leopardi_poems	manual_only	needs_sources	planned	true		poems	giacomo leopardi	""	true
candidate:bloom_poe_tales	833	3	Tales	The Fall of the House of Usher | The Tell-Tale Heart | The Cask of Amontillado | The Purloined Letter | The Murders in the Rue Morgue	Edgar Allan Poe	1830s-1840s	1830	1830_1850_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_poe_tales	manual_only	needs_sources	planned	true		tales	edgar allan poe	""	true
candidate:bloom_reviewed_tales_belkin	836	3	The Tales of Belkin	""	Alexander Pushkin	1831	1831	1830_1850_ce	europe	fiction_narrative_prose	textual_humanities	literature	russian_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_tales_belkin	manual_only	needs_sources	planned	true		tales of belkin	alexander pushkin	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0574_phantasmagoria_and_other_poems	889	3	Phantasmagoria and Other Poems	""	Lewis Carroll	The Democratic Age; approximate chronological placement pending review	1848	1830_1850_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0574_phantasmagoria_and_other_poems	manual_only	needs_sources	planned	true		phantasmagoria and other poems	lewis carroll	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0581_nonsense_songs_stories_botany_and_alphabets	891	3	Nonsense Songs, Stories, Botany, and Alphabets	""	Edward Lear	The Democratic Age; approximate chronological placement pending review	1849	1830_1850_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0581_nonsense_songs_stories_botany_and_alphabets	manual_only	needs_sources	planned	true		nonsense songs stories botany and alphabets	edward lear	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0579_three_sunsets_and_other_poems	892	3	Three Sunsets and Other Poems	""	Lewis Carroll	The Democratic Age; approximate chronological placement pending review	1849	1830_1850_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0579_three_sunsets_and_other_poems	manual_only	needs_sources	planned	true		three sunsets and other poems	lewis carroll	""	true
candidate:bloom_dickinson_poems	894	3	Complete Poems	""	Emily Dickinson	19th century	1850	1850_1870_ce	americas	poetry	textual_humanities	literature	american_literature	text	poetry_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_dickinson_poems	manual_only	needs_sources	planned	true		complete poems	emily dickinson	""	true
candidate:bloom_blake_complete_poetry	895	3	Complete Poetry and Prose	""	William Blake	late 18th-early 19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_blake_complete_poetry	manual_only	needs_sources	planned	true		complete poetry and prose	william blake	""	true
candidate:ghalib_selected_ghazals	897	3	Selected Ghazals	""	Mirza Ghalib	19th century	1850	1850_1870_ce	south_asia	poetry	textual_humanities	literature	urdu_literature	text	poetry_selection	core	spine	wave_018_phase_0_expansion	ghalib_selected_ghazals	manual_only	needs_sources	planned	true		selected ghazals	mirza ghalib	""	true
candidate:bloom_chekhov_tales	899	3	The Tales	The Lady with the Dog | Ward No. 6 | The Darling | Gooseberries	Anton Chekhov	late 19th century	1850	1850_1870_ce	europe	fiction_narrative_prose	textual_humanities	literature	russian_literature	text	short_story_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_chekhov_tales	manual_only	needs_sources	planned	true		tales	anton chekhov	""	true
candidate:bloom_becquer_poems	906	4	Poems	""	Gustavo Adolfo Becquer	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_becquer_poems	manual_only	needs_sources	planned	true		poems	gustavo adolfo becquer	""	true
candidate:eastasia_lit_issa_haiku	907	4	Selected Haiku	""	Kobayashi Issa	18th-19th century	1850	1850_1870_ce	east_asia	poetry	textual_humanities	literature	japanese_literature	text	poetry_selection	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_issa_haiku	manual_only	needs_sources	planned	true		selected haiku	kobayashi issa	""	true
candidate:eastasia_lit_shiki_haiku	908	4	Selected Haiku	""	Masaoka Shiki	late 19th century	1850	1850_1870_ce	east_asia	poetry	textual_humanities	literature	japanese_literature	text	poetry_selection	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_shiki_haiku	manual_only	needs_sources	planned	true		selected haiku	masaoka shiki	""	true
candidate:euro_under_lit_selected_poems_slowacki	909	4	Selected Poems	""	Juliusz Slowacki	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	polish_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_selected_poems_slowacki	manual_only	needs_sources	planned	true		selected poems	juliusz slowacki	""	true
candidate:euro_under_lit_selected_poems_norwid	910	4	Selected Poems	""	Cyprian Norwid	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	polish_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_selected_poems_norwid	manual_only	needs_sources	planned	true		selected poems	cyprian norwid	""	true
candidate:bloom_browning_poems	911	4	Selected Poems	""	Robert Browning	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_browning_poems	manual_only	needs_sources	planned	true		selected poems	robert browning	""	true
candidate:euro_under_lit_selected_poems_eminescu	912	4	Selected Poems	""	Mihai Eminescu	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	romanian_literature	text	poetry_selection	major	coverage	wave_040_literature_europe_undercovered_language_scale	euro_under_lit_selected_poems_eminescu	manual_only	needs_sources	planned	true		selected poems	mihai eminescu	""	true
candidate:bloom_tennyson_poems	913	4	Selected Poems	""	Alfred Tennyson	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_tennyson_poems	manual_only	needs_sources	planned	true		selected poems	alfred tennyson	""	true
candidate:bloom_coleridge_poems	914	4	Selected Poems	""	Samuel Taylor Coleridge	late 18th-early 19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	british_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_coleridge_poems	manual_only	needs_sources	planned	true		selected poems	samuel taylor coleridge	""	true
candidate:bloom_holderlin_selected_poems	915	4	Selected Poems	""	Friedrich Holderlin	late 18th-early 19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	german_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_holderlin_selected_poems	manual_only	needs_sources	planned	true		selected poems	friedrich holderlin	""	true
candidate:bloom_reviewed_heine_poems	916	4	Selected Poems	""	Heinrich Heine	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	german_literature	text	poetry_selection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_heine_poems	manual_only	needs_sources	planned	true		selected poems	heinrich heine	""	true
candidate:me_lit_abai_poems	917	4	Selected Poems	""	Abai Qunanbaiuly	19th century	1850	1850_1870_ce	middle_east_central_asia	poetry	textual_humanities	literature	central_asian_literature	text	poetry_selection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_abai_poems	manual_only	needs_sources	planned	true		selected poems	abai qunanbaiuly	""	true
candidate:bloom_mallarme_poetry_prose	918	4	Selected Poetry and Prose	""	Stephane Mallarme	19th century	1850	1850_1870_ce	europe	poetry	textual_humanities	literature	francophone_literature	text	poetry_selection	major	coverage	wave_019_bloom_western_literature_spine	bloom_mallarme_poetry_prose	manual_only	needs_sources	planned	true		selected poetry and prose	stephane mallarme	""	true
candidate:bloom_maupassant_selected_stories	919	4	Selected Short Stories	""	Guy de Maupassant	late 19th century	1850	1850_1870_ce	europe	fiction_narrative_prose	textual_humanities	literature	francophone_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_maupassant_selected_stories	manual_only	needs_sources	planned	true		selected short stories	guy de maupassant	""	true
candidate:bloom_reviewed_she_wolf_stories	925	4	The She-Wolf and Other Stories	""	Giovanni Verga	19th century	1850	1850_1870_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_she_wolf_stories	manual_only	needs_sources	planned	true		she wolf and other stories	giovanni verga	""	true
candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0598_the_collected_poems_of_g_k_chesteron	938	4	The Collected Poems of G K Chesteron	""	G K Chesterton	The Democratic Age; approximate chronological placement pending review	1853	1850_1870_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_032_literature_bloom_democratic_age_reviewed	bloom_late_032_literature_bloom_democratic_age_reviewed_0598_the_collected_poems_of_g_k_chesteron	manual_only	needs_sources	planned	true		collected poems of g k chesteron	g k chesterton	""	true
candidate:bloom_reviewed_piazza_tales	950	4	The Piazza Tales	Bartleby, the Scrivener | Bartleby | Benito Cereno	Herman Melville	1856	1856	1850_1870_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_piazza_tales	manual_only	needs_sources	planned	true		piazza tales	herman melville	""	true
candidate:latcarib_lit_tradiciones_peruanas	1013	4	Tradiciones peruanas	""	Ricardo Palma	1872-1910	1872	1870_1890_ce	americas	fiction_narrative_prose	textual_humanities	literature	latin_american_literature	text	story_collection	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_tradiciones_peruanas	manual_only	needs_sources	planned	true		tradiciones peruanas	ricardo palma	""	true
candidate:bloom_reviewed_novelle_rusticane	1052	4	Novelle Rusticane	""	Giovanni Verga	1883	1883	1870_1890_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	short_story_collection	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_novelle_rusticane	manual_only	needs_sources	planned	true		novelle rusticane	giovanni verga	""	true
candidate:wave001_bierce_in_midst_of_life	1084	4	In the Midst of Life	Tales of Soldiers and Civilians | An Occurrence at Owl Creek Bridge | Chickamauga	Ambrose Bierce	1891; retitled 1892	1891	1890_1900_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_001_canon_audit_integration	wave001_bierce_in_midst_of_life	manual_only	needs_sources	planned	true		in midst of life	ambrose bierce	""	true
candidate:scale5_lit_sherlock_holmes	1107	4	The Adventures of Sherlock Holmes	""	Arthur Conan Doyle	1892	1892	1890_1900_ce	europe	fiction_narrative_prose	textual_humanities	literature	british_literature	text	short_story_collection	major	coverage	wave_029_literature_genre_childrens_contemporary_scale	scale5_lit_sherlock_holmes	manual_only	needs_sources	planned	true		adventures of sherlock holmes	arthur conan doyle	""	true
candidate:genre_lit_jungle_book	1119	4	The Jungle Book	""	Rudyard Kipling	1894	1894	1890_1900_ce	cross_regional_or_unknown	children_young_adult	textual_humanities	literature	childrens_literature	text	story_collection	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_jungle_book	manual_only	needs_sources	planned	true		jungle book	rudyard kipling	children_ya	true
candidate:genre_lit_king_yellow	1129	4	The King in Yellow	""	Robert W. Chambers	1895	1895	1890_1900_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	weird_literature	text	short_story_collection	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_king_yellow	manual_only	needs_sources	planned	true		king in yellow	robert w chambers	genre_fiction	true
candidate:bloom_chesnutt_short_fiction	1154	4	The Short Fiction	The Conjure Woman	Charles W. Chesnutt	1899	1899	1890_1900_ce	americas	fiction_narrative_prose	textual_humanities	literature	american_literature	text	short_story_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_chesnutt_short_fiction	manual_only	needs_sources	planned	true		short fiction	charles w chesnutt	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0827_gogol_s_wife_and_other_stories	1168	4	Gogol's Wife and Other Stories	""	Tommaso Landolfi	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1901	1900_1914_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	short_story_collection	major	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0827_gogol_s_wife_and_other_stories	manual_only	needs_sources	planned	true		gogols wife and other stories	tommaso landolfi	""	true
candidate:indig_lit_old_indian_legends	1170	4	Old Indian Legends	""	Zitkala-Sa	1901	1901	1900_1914_ce	americas	fiction_narrative_prose	textual_humanities	literature	native_american_literature	text	story_collection	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_old_indian_legends	manual_only	needs_sources	planned	true		old indian legends	zitkala sa	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0816_the_stories_and_recollections_of_umberto_saba	1171	4	The Stories and Recollections of Umberto Saba	""	Umberto Saba	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1901	1900_1914_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	short_story_collection	major	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0816_the_stories_and_recollections_of_umberto_saba	manual_only	needs_sources	planned	true		stories and recollections of umberto saba	umberto saba	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0823_cuttlefish_bones	1172	4	Cuttlefish Bones	""	Eugenio Montale	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1901	1900_1914_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0823_cuttlefish_bones	manual_only	needs_sources	planned	true		cuttlefish bones	eugenio montale	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0819_selected_poems	1174	4	Selected Poems	""	Giuseppe Ungaretti	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1901	1900_1914_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0819_selected_poems	manual_only	needs_sources	planned	true		selected poems	giuseppe ungaretti	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0822_the_occasions	1177	4	The Occasions	""	Eugenio Montale	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1901	1900_1914_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0822_the_occasions	manual_only	needs_sources	planned	true		occasions	eugenio montale	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0835_collected_poems	1185	4	Collected Poems	""	Primo Levi	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1902	1900_1914_ce	europe	poetry	textual_humanities	literature	italian_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0835_collected_poems	manual_only	needs_sources	planned	true		collected poems	primo levi	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0850_kisses_from_another_dream_poems	1204	5	Kisses From Another Dream: Poems	""	Antonio Porta	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1903	1900_1914_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0850_kisses_from_another_dream_poems	manual_only	needs_sources	planned	true		kisses from another dream poems	antonio porta	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0845_selected_poetry_of_andrea_zanzotto	1207	5	Selected Poetry of Andrea Zanzotto	""	Andrea Zanzotto	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1903	1900_1914_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	literary_work	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0845_selected_poetry_of_andrea_zanzotto	manual_only	needs_sources	planned	true		selected poetry of andrea zanzotto	andrea zanzotto	""	true
candidate:genre_lit_antiquary	1210	5	Ghost Stories of an Antiquary	""	M. R. James	1904	1904	1900_1914_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	horror_literature	text	short_story_collection	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_antiquary	manual_only	needs_sources	planned	true		ghost stories of antiquary	m r james	genre_fiction	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0857_a_longing_for_the_light_selected_poems	1217	5	A Longing for the Light: Selected Poems	""	Vicente Aleixandre	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1904	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0857_a_longing_for_the_light_selected_poems	manual_only	needs_sources	planned	true		longing for light selected poems	vicente aleixandre	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0864_selected_poems_of_luis_cernuda	1223	5	Selected Poems of Luis Cernuda	""	Luis Cernuda	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1904	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0864_selected_poems_of_luis_cernuda	manual_only	needs_sources	planned	true		selected poems of luis cernuda	luis cernuda	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0863_the_owl_s_insomnia_poems	1224	5	The Owl's Insomnia: Poems	""	Rafael Alberti	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1904	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0863_the_owl_s_insomnia_poems	manual_only	needs_sources	planned	true		owls insomnia poems	rafael alberti	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0858_the_selected_poems_of_federico_garcia_lorca	1225	5	The Selected Poems of Federico Garcia Lorca	""	Federico Garcia Lorca	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1904	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0858_the_selected_poems_of_federico_garcia_lorca	manual_only	needs_sources	planned	true		selected poems of federico garcia lorca	federico garcia lorca	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0872_la_pell_de_brau_poems	1232	5	La Pell de Brau: Poems	""	Salvador Espriu	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1905	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0872_la_pell_de_brau_poems	manual_only	needs_sources	planned	true		la pell de brau poems	salvador espriu	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0869_when_i_sleep_then_i_see_clearly_selected_poems_o	1234	5	When I Sleep, Then I See Clearly: Selected Poems of J V Foix	""	J V Foix	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1905	1900_1914_ce	europe	poetry	textual_humanities	literature	spanish_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0869_when_i_sleep_then_i_see_clearly_selected_poems_o	manual_only	needs_sources	planned	true		when i sleep then i see clearly selected poems of j v foix	j v foix	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0892_the_collected_stories_of_colette	1238	5	The Collected Stories of Colette	""	Colette	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1906	1900_1914_ce	europe	fiction_narrative_prose	textual_humanities	literature	francophone_literature	text	short_story_collection	major	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0892_the_collected_stories_of_colette	manual_only	needs_sources	planned	true		collected stories of colette	colette	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0897_our_lady_of_the_flowers	1259	5	Our Lady of the Flowers	""	Jean Genet	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1907	1900_1914_ce	europe	poetry	textual_humanities	literature	francophone_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0897_our_lady_of_the_flowers	manual_only	needs_sources	planned	true		our lady of flowers	jean genet	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0905_selected_works_of_alfred_jarry	1260	5	Selected Works of Alfred Jarry	""	Alfred Jarry	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1907	1900_1914_ce	cross_regional_or_unknown	fiction_narrative_prose	textual_humanities	literature	western_literature	text	literary_work	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0905_selected_works_of_alfred_jarry	manual_only	needs_sources	planned	true		selected works of alfred jarry	alfred jarry	""	true
candidate:bloom_late_033_literature_bloom_chaotic_age_reviewed_0911_poems_of_andre_breton_a_bilingual_anthology	1270	5	Poems of Andre Breton: A Bilingual Anthology	""	Andre Breton	A Chaotic Age: A Canonical Prophecy; approximate chronological placement pending review	1908	1900_1914_ce	cross_regional_or_unknown	poetry	textual_humanities	literature	western_literature	text	poetry_selection	contextual	coverage	wave_033_literature_bloom_chaotic_age_reviewed	bloom_late_033_literature_bloom_chaotic_age_reviewed_0911_poems_of_andre_breton_a_bilingual_anthology	manual_only	needs_sources	planned	true		poems of andre breton bilingual anthology	andre breton	""	true
