id	rank	phase	title	aliases	creators	date_label	sort_year	period_bucket	macro_region	form_bucket	section	group	topic	medium	unit_type	tier	pool	source	source_id	source_status	review_status	progress_status	lifetime_path	url	normalized_title	normalized_creators	boundary_flags	generic_title
candidate:mandatory_travels_marco_polo	394	2	The Travels of Marco Polo	Il Milione	Marco Polo and Rustichello da Pisa tradition	c. 1300	1300	1300_1500_ce	cross_regional_or_unknown	essays_memoir_testimony	textual_humanities	literature	medieval_travel_literature	text	travel_narrative	major	coverage	wave_050_literature_mandatory_omissions_premodern_19c	mandatory_travels_marco_polo	manual_only	needs_sources	planned	true		travels of marco polo	marco polo and rustichello da pisa tradition	history_chronicle	false
candidate:eastasia_lit_tibetan_book_dead	405	2	Bardo Thodol / Tibetan Book of the Dead	""	Tibetan Buddhist literary tradition	14th century compilation	1350	1300_1500_ce	east_asia	sacred_myth_ritual	textual_humanities	literature	tibetan_literature	text	sacred_literary_text	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_tibetan_book_dead	manual_only	needs_sources	planned	true		bardo thodol tibetan book of dead	tibetan buddhist literary tradition	sacred_religious	false
candidate:eastasia_lit_taiheiki	412	2	Taiheiki	""	Japanese medieval war chronicle tradition	14th century	1350	1300_1500_ce	east_asia	essays_memoir_testimony	textual_humanities	literature	japanese_literature	text	war_tale	major	coverage	wave_035_literature_east_asia_scale	eastasia_lit_taiheiki	manual_only	needs_sources	planned	true		taiheiki	japanese medieval war chronicle tradition	history_chronicle	false
candidate:trai_phum_phra_ruang	416	2	Trai Phum Phra Ruang	""	Thai Buddhist courtly tradition	14th century	1350	1300_1500_ce	southeast_asia	sacred_myth_ritual	textual_humanities	literature	thai_literature	text	cosmological_text	contextual	coverage	wave_012_global_literatures_expansion	trai_phum_phra_ruang	manual_only	needs_sources	planned	true		trai phum phra ruang	thai buddhist courtly tradition	sacred_religious	false
candidate:global_lit_life_milarepa	440	2	The Life of Milarepa	""	Tibetan Buddhist literary tradition	15th century version	1450	1300_1500_ce	east_asia	sacred_myth_ritual	textual_humanities	literature	tibetan_literature	text	spiritual_biography	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_life_milarepa	manual_only	needs_sources	planned	true		life of milarepa	tibetan buddhist literary tradition	sacred_religious	false
candidate:bloom_la_celestina	449	2	La Celestina	""	Fernando de Rojas	1499	1499	1300_1500_ce	europe	essays_memoir_testimony	textual_humanities	literature	spanish_literature	text	dialogue_novel	major	coverage	wave_019_bloom_western_literature_spine	bloom_la_celestina	manual_only	needs_sources	planned	true		la celestina	fernando de rojas	philosophy_adjacent	false
candidate:manas_epic	450	2	Epic of Manas	Manas	Kyrgyz oral epic tradition	premodern onward	1500	1500_1600_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	oral_epic_traditions	text	oral_epic_tradition	major	coverage	base_candidates	manas_epic	manual_only	needs_sources	planned	true		epic of manas	kyrgyz oral epic tradition	oral_tradition|myth_ritual	false
candidate:scale4_lit_song_liongo	451	2	The Song of Liongo	""	Swahili oral and written epic tradition	precolonial strata	1500	1500_1600_ce	africa	epic_oral_folk	textual_humanities	literature	swahili_literature	text	oral_epic	major	coverage	wave_028_literature_undercovered_language_traditions	scale4_lit_song_liongo	manual_only	needs_sources	planned	true		song of liongo	swahili oral and written epic tradition	oral_tradition	false
candidate:mandatory_book_of_courtier	458	2	The Book of the Courtier	Il Cortegiano	Baldassare Castiglione	1528	1528	1500_1600_ce	europe	essays_memoir_testimony	textual_humanities	literature	italian_literature	text	dialogue	major	coverage	wave_053_literature_second_tier_omissions_cleanup	mandatory_book_of_courtier	manual_only	needs_sources	planned	true		book of courtier	baldassare castiglione	philosophy_adjacent	false
candidate:book_common_prayer_1662	464	2	Book of Common Prayer	""	Church of England liturgical tradition | Thomas Cranmer	1549; 1662	1549	1500_1600_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	reformation_theology	text	liturgical_book	major	coverage	wave_018_phase_0_expansion	book_common_prayer_1662	manual_only	needs_sources	planned	true		book of common prayer	church of england liturgical tradition thomas cranmer	sacred_religious|myth_ritual	false
candidate:journey_to_the_west	465	2	Journey to the West	Xiyouji | Xi You Ji | Monkey | Monkey King	Wu Cheng'en attribution; Chinese vernacular mythic tradition	16th century	1550	1500_1600_ce	east_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	chinese_mythology	text	mythic_novel	core	spine	wave_011_mythology_religion_oral_traditions	journey_to_the_west	manual_only	needs_sources	planned	true		journey to west	wu chengen attribution chinese vernacular mythic tradition	oral_tradition|myth_ritual	false
candidate:ramcharitmanas	466	2	Ramcharitmanas	""	Tulsidas	16th century	1550	1500_1600_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	religion_scripture_theology	bhakti_traditions	text	devotional_epic	core	spine	wave_011_mythology_religion_oral_traditions	ramcharitmanas	manual_only	needs_sources	planned	true		ramcharitmanas	tulsidas	sacred_religious	false
candidate:indig_lit_annals_cakchiquels	468	2	Annals of the Cakchiquels	""	Kaqchikel Maya manuscript tradition	16th century	1550	1500_1600_ce	americas	essays_memoir_testimony	textual_humanities	literature	maya_literature	text	manuscript_chronicle	major	coverage	wave_038_literature_indigenous_oceania_oral_scale	indig_lit_annals_cakchiquels	manual_only	needs_sources	planned	true		annals of cakchiquels	kaqchikel maya manuscript tradition	history_chronicle	false
candidate:me_lit_baburnama	470	2	Baburnama	""	Babur	16th century	1550	1500_1600_ce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	central_asian_literature	text	literary_memoir	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_baburnama	manual_only	needs_sources	planned	true		baburnama	babur	memoir_testimony	false
candidate:global_lit_florentine_codex_literary_selections	472	2	Florentine Codex Literary Selections	""	Nahua oral and manuscript tradition	16th century	1550	1500_1600_ce	americas	epic_oral_folk	textual_humanities	literature	indigenous_literatures	text	oral_literary_selection	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_florentine_codex_literary_selections	manual_only	needs_sources	planned	true		florentine codex literary selections	nahua oral and manuscript tradition	oral_tradition	false
candidate:bloom_gap_031_0119_autobiography	487	2	Autobiography	""	Benvenuto Cellini	16th century	1560	1500_1600_ce	europe	fiction_narrative_prose	textual_humanities	literature	italian_literature	text	literary_work	contextual	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0119_autobiography	manual_only	needs_sources	planned	true		autobiography	benvenuto cellini	memoir_testimony	false
candidate:mandatory_true_history_new_spain	490	2	A True History of the Conquest of New Spain	Historia verdadera de la conquista de la Nueva Espana	Bernal Diaz del Castillo	c. 1568; published 1632	1568	1500_1600_ce	europe	essays_memoir_testimony	textual_humanities	literature	spanish_colonial_literature	text	chronicle	major	coverage	wave_053_literature_second_tier_omissions_cleanup	mandatory_true_history_new_spain	manual_only	needs_sources	planned	true		true history of conquest of new spain	bernal diaz del castillo	history_chronicle	false
candidate:mandatory_shakespeare_richard_iii	504	2	Richard III	""	William Shakespeare	c. 1592-1593	1592	1500_1600_ce	europe	drama_performance	textual_humanities	literature	british_literature	text	history_play	major	coverage	wave_047_literature_mandatory_omissions	mandatory_shakespeare_richard_iii	manual_only	needs_sources	planned	true		richard iii	william shakespeare	history_chronicle	false
candidate:mandatory_shakespeare_richard_ii	507	2	Richard II	""	William Shakespeare	c. 1595	1595	1500_1600_ce	europe	drama_performance	textual_humanities	literature	british_literature	text	history_play	major	coverage	wave_047_literature_mandatory_omissions	mandatory_shakespeare_richard_ii	manual_only	needs_sources	planned	true		richard ii	william shakespeare	history_chronicle	false
candidate:mandatory_shakespeare_henry_v	515	2	Henry V	""	William Shakespeare	c. 1599	1599	1500_1600_ce	europe	drama_performance	textual_humanities	literature	british_literature	text	history_play	major	coverage	wave_047_literature_mandatory_omissions	mandatory_shakespeare_henry_v	manual_only	needs_sources	planned	true		henry v	william shakespeare	history_chronicle	false
candidate:me_lit_koroghlu	521	2	Koroghlu / Gorogly	""	Turkic oral epic tradition	early modern oral-written tradition	1600	1600_1700_ce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	central_asian_literature	text	oral_epic	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_koroghlu	manual_only	needs_sources	planned	true		koroghlu gorogly	turkic oral epic tradition	oral_tradition	false
candidate:sejarah_melayu	524	2	Sejarah Melayu / Malay Annals	""	Malay court chronicle tradition	compiled early modern period	1600	1600_1700_ce	southeast_asia	essays_memoir_testimony	textual_humanities	literature	malay_indonesian_literature	text	chronicle	major	coverage	wave_012_global_literatures_expansion	sejarah_melayu	manual_only	needs_sources	planned	true		sejarah melayu malay annals	malay court chronicle tradition	history_chronicle	false
candidate:janamsakhis_selected	528	2	Janamsakhis: Selected Guru Nanak Narratives	""	Sikh narrative and hagiographic tradition	early modern and later	1600	1600_1700_ce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	sikh_texts	text	hagiographic_narrative_collection	contextual	coverage	wave_011_mythology_religion_oral_traditions	janamsakhis_selected	manual_only	needs_sources	planned	true		janamsakhis selected guru nanak narratives	sikh narrative and hagiographic tradition	sacred_religious	false
candidate:guru_granth_sahib	534	2	Guru Granth Sahib	""	Sikh Gurus and Sikh scriptural tradition	1604; final recension 1708	1604	1600_1700_ce	south_asia	sacred_myth_ritual	textual_humanities	religion_scripture_theology	sikh_texts	text	scripture	core	spine	wave_004_core_expansion	guru_granth_sahib	manual_only	needs_sources	planned	true		guru granth sahib	sikh gurus and sikh scriptural tradition	sacred_religious	false
candidate:latcarib_lit_comentarios_reales	542	2	Comentarios Reales de los Incas	""	Inca Garcilaso de la Vega	1609	1609	1600_1700_ce	americas	essays_memoir_testimony	textual_humanities	literature	latin_american_literature	text	literary_chronicle	major	coverage	wave_039_literature_latin_america_caribbean_scale	latcarib_lit_comentarios_reales	manual_only	needs_sources	planned	true		comentarios reales de los incas	inca garcilaso de la vega	history_chronicle	false
candidate:bloom_holy_bible_kjv	545	2	Holy Bible (King James Version)	""	Hebrew Bible and Christian biblical traditions	1611 English version; ancient source texts	1611	1600_1700_ce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_literature	text	scripture_collection	core	spine	wave_019_bloom_western_literature_spine	bloom_holy_bible_kjv	manual_only	needs_sources	planned	true		holy bible king james version	hebrew bible and christian biblical traditions	sacred_religious	false
candidate:bloom_apocrypha_kjv	546	2	The Apocrypha	""	Jewish and Christian scriptural traditions	ancient texts; 1611 English version	1611	1600_1700_ce	middle_east_central_asia	sacred_myth_ritual	textual_humanities	literature	hebrew_literature	text	scripture_collection	major	coverage	wave_019_bloom_western_literature_spine	bloom_apocrypha_kjv	manual_only	needs_sources	planned	true		apocrypha	jewish and christian scriptural traditions	sacred_religious	false
candidate:mandatory_guaman_poma_nueva_coronica	553	2	Nueva coronica y buen gobierno	The First New Chronicle and Good Government	Felipe Guaman Poma de Ayala	c. 1615	1615	1600_1700_ce	americas	essays_memoir_testimony	textual_humanities	literature	andean_indigenous_colonial_literature	text	chronicle	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_guaman_poma_nueva_coronica	manual_only	needs_sources	planned	true		nueva coronica y buen gobierno	felipe guaman poma de ayala	history_chronicle	false
candidate:huarochiri_manuscript	571	2	Huarochiri Manuscript	""	Quechua Andean religious narrative tradition; colonial-era compilation	early 17th century	1650	1600_1700_ce	americas	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	andean_mythology	text	mythic_ritual_narrative_collection	core	spine	wave_011_mythology_religion_oral_traditions	huarochiri_manuscript	manual_only	needs_sources	planned	true		huarochiri manuscript	quechua andean religious narrative tradition colonial era compilation	sacred_religious|oral_tradition|myth_ritual	false
candidate:me_lit_evliya_travels	573	2	Book of Travels	""	Evliya Celebi	17th century	1650	1600_1700_ce	middle_east_central_asia	essays_memoir_testimony	textual_humanities	literature	turkish_ottoman_literature	text	travel_narrative	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_evliya_travels	manual_only	needs_sources	planned	true		book of travels	evliya celebi	history_chronicle	false
candidate:genre_lit_blazing_world	600	2	The Blazing World	""	Margaret Cavendish	1666	1666	1600_1700_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	science_fiction_literature	text	proto_science_fiction	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_blazing_world	manual_only	needs_sources	planned	true		blazing world	margaret cavendish	genre_fiction	false
candidate:mandatory_avvakum_life	611	3	Life of Archpriest Avvakum	""	Avvakum Petrov	c. 1672	1672	1600_1700_ce	europe	essays_memoir_testimony	textual_humanities	literature	russian_literature	text	autobiography	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_avvakum_life	manual_only	needs_sources	planned	true		life of archpriest avvakum	avvakum petrov	memoir_testimony	false
candidate:mandatory_rowlandson_captivity	617	3	Narrative of the Captivity and Restoration	""	Mary Rowlandson	1682	1682	1600_1700_ce	americas	fiction_narrative_prose	textual_humanities	literature	colonial_american_literature	text	captivity_narrative	major	coverage	wave_053_literature_second_tier_omissions_cleanup	mandatory_rowlandson_captivity	manual_only	needs_sources	planned	true		narrative of captivity and restoration	mary rowlandson	memoir_testimony	false
candidate:narrow_road_deep_north	622	3	The Narrow Road to the Deep North	Oku no Hosomichi	Matsuo Basho	1689; published 1702	1689	1600_1700_ce	east_asia	essays_memoir_testimony	textual_humanities	literature	japanese_literature	text	haibun_travel_diary	core	spine	wave_006_textual_humanities_literature_philosophy	narrow_road_deep_north	manual_only	needs_sources	planned	true		narrow road to deep north	matsuo basho	memoir_testimony	false
candidate:first_dream_sor_juana	627	3	First Dream	Primero sueno	Sor Juana Ines de la Cruz	1692	1692	1600_1700_ce	americas	poetry	textual_humanities	literature	latin_american_literature	text	philosophical_poem	major	coverage	wave_012_global_literatures_expansion	first_dream_sor_juana	manual_only	needs_sources	planned	true		first dream	sor juana ines de la cruz	philosophy_adjacent	false
candidate:bloom_gap_031_0226_gulliver_s_travels	645	3	Gulliver's Travels	Gullivers Travels	Jonathan Swift	1726	1726	1700_1750_ce	europe	essays_memoir_testimony	textual_humanities	literature	british_literature	text	satirical_prose	major	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0226_gulliver_s_travels	manual_only	needs_sources	planned	true		gullivers travels	jonathan swift	history_chronicle	false
candidate:mandatory_modest_proposal	647	3	A Modest Proposal	A Modest Proposal for Preventing the Children of Poor People from Being a Burthen	Jonathan Swift	1729	1729	1700_1750_ce	europe	fiction_narrative_prose	textual_humanities	literature	anglo_irish_literature	text	satire	major	coverage	wave_053_literature_second_tier_omissions_cleanup	mandatory_modest_proposal	manual_only	needs_sources	planned	true		modest proposal	jonathan swift	children_ya	false
candidate:bloom_reviewed_zadig	654	3	Zadig	""	Voltaire	1747	1747	1700_1750_ce	europe	essays_memoir_testimony	textual_humanities	literature	francophone_literature	text	philosophical_tale	major	coverage	wave_030_literature_bloom_reviewed_priority	bloom_reviewed_zadig	manual_only	needs_sources	planned	true		zadig	voltaire	philosophy_adjacent	false
candidate:global_lit_chilam_balam_chumayel	657	3	Book of Chilam Balam of Chumayel	""	Yucatec Maya manuscript tradition	17th-18th century	1750	1750_1800_ce	americas	epic_oral_folk	textual_humanities	literature	indigenous_literatures	text	oral_narrative_cycle	major	coverage	wave_021_global_literature_americas_oceania_modern_spine	global_lit_chilam_balam_chumayel	manual_only	needs_sources	planned	true		book of chilam balam of chumayel	yucatec maya manuscript tradition	oral_tradition	false
candidate:me_lit_wisdom_lies	667	3	The Book of Wisdom and Lies	""	Sulkhan-Saba Orbeliani	17th-18th century	1750	1750_1800_ce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	georgian_literature	text	fable_collection	major	coverage	wave_036_literature_middle_east_persian_turkic_hebrew_scale	me_lit_wisdom_lies	manual_only	needs_sources	planned	true		book of wisdom and lies	sulkhan saba orbeliani	philosophy_adjacent	false
candidate:scale_lit_rasselas	675	3	Rasselas	""	Samuel Johnson	1759	1759	1750_1800_ce	europe	essays_memoir_testimony	textual_humanities	literature	british_literature	text	philosophical_tale	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_rasselas	manual_only	needs_sources	planned	true		rasselas	samuel johnson	philosophy_adjacent	false
candidate:bloom_rameaus_nephew	691	3	Rameau's Nephew	""	Denis Diderot	c. 1761-1774	1761	1750_1800_ce	europe	essays_memoir_testimony	textual_humanities	literature	francophone_literature	text	dialogue	major	coverage	wave_019_bloom_western_literature_spine	bloom_rameaus_nephew	manual_only	needs_sources	planned	true		rameaus nephew	denis diderot	philosophy_adjacent	false
candidate:scale_lit_castle_otranto	693	3	The Castle of Otranto	""	Horace Walpole	1764	1764	1750_1800_ce	europe	speculative_genre	textual_humanities	literature	british_literature	text	gothic_novel	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_castle_otranto	manual_only	needs_sources	planned	true		castle of otranto	horace walpole	genre_fiction	false
candidate:mandatory_wheatley_poems	697	3	Poems on Various Subjects, Religious and Moral	""	Phillis Wheatley	1773	1773	1750_1800_ce	americas	poetry	textual_humanities	literature	black_atlantic_literature	text	poetry_collection	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_wheatley_poems	manual_only	needs_sources	planned	true		poems on various subjects religious and moral	phillis wheatley	sacred_religious	true
canon:hume-dialogues-natural-religion	701	3	Dialogues Concerning Natural Religion	""	David Hume	1779	1779	1750_1800_ce	europe	sacred_myth_ritual	textual_humanities	religion	scottish-enlightenment	text	book	major	coverage	accepted_record	hume-dialogues-natural-religion	accepted	accepted_with_caveat	planned	true	/canon/hume-dialogues-natural-religion/	dialogues concerning natural religion	david hume	sacred_religious	false
candidate:mandatory_jehol_diary	704	3	Jehol Diary	Yeonha ilgi | Yorha ilgi	Pak Chi-won	1780	1780	1750_1800_ce	east_asia	essays_memoir_testimony	textual_humanities	literature	korean_literature	text	travel_satire	major	coverage	wave_053_literature_second_tier_omissions_cleanup	mandatory_jehol_diary	manual_only	needs_sources	planned	true		jehol diary	pak chi won	memoir_testimony	false
candidate:bloom_gap_031_0319_confessions	707	3	Confessions	""	Jean-Jacques Rousseau	1782-1789	1782	1750_1800_ce	europe	essays_memoir_testimony	textual_humanities	literature	francophone_literature	text	autobiography	major	coverage	wave_031_literature_bloom_gap_classical_early_modern	bloom_gap_031_0319_confessions	manual_only	needs_sources	planned	true		confessions	jean jacques rousseau	memoir_testimony	false
candidate:mandatory_equiano_interesting_narrative	715	3	The Interesting Narrative	The Interesting Narrative of the Life of Olaudah Equiano	Olaudah Equiano	1789	1789	1750_1800_ce	americas	essays_memoir_testimony	textual_humanities	literature	black_atlantic_literature	text	autobiography	major	coverage	wave_051_literature_mandatory_omissions_early_modern_global_modern	mandatory_equiano_interesting_narrative	manual_only	needs_sources	planned	true		interesting narrative	olaudah equiano	memoir_testimony	false
candidate:scale_lit_mysteries_udolpho	720	3	The Mysteries of Udolpho	""	Ann Radcliffe	1794	1794	1750_1800_ce	europe	speculative_genre	textual_humanities	literature	british_literature	text	gothic_novel	major	coverage	wave_024_literature_bloom_priority_completion	scale_lit_mysteries_udolpho	manual_only	needs_sources	planned	true		mysteries of udolpho	ann radcliffe	genre_fiction	false
candidate:memoirs_lady_hyegyeong	721	3	The Memoirs of Lady Hyegyeong	The Memoirs of Lady Hyegyong	Lady Hyegyeong	1795-1805	1795	1750_1800_ce	east_asia	essays_memoir_testimony	textual_humanities	literature	korean_literature	text	memoir	major	coverage	wave_012_global_literatures_expansion	memoirs_lady_hyegyeong	manual_only	needs_sources	planned	true		memoirs of lady hyegyeong	lady hyegyeong	memoir_testimony	false
candidate:genre_lit_monk	723	3	The Monk	""	Matthew Lewis	1796	1796	1750_1800_ce	cross_regional_or_unknown	speculative_genre	textual_humanities	literature	horror_literature	text	gothic_novel	major	coverage	wave_042_literature_genre_childrens_speculative_final_balance	genre_lit_monk	manual_only	needs_sources	planned	true		monk	matthew lewis	genre_fiction	false
candidate:odu_ifa_selected	730	3	Odu Ifa: Selected Public Verses	""	Yoruba Ifa divination and priestly tradition	living oral and ritual tradition	1800	1800_1830_ce	africa	sacred_myth_ritual	textual_humanities	religion_scripture_theology	yoruba_ifa_corpus	text	divination_verse_corpus	core	spine	wave_011_mythology_religion_oral_traditions	odu_ifa_selected	manual_only	needs_sources	planned	true		odu ifa selected public verses	yoruba ifa divination and priestly tradition	sacred_religious	false
candidate:scale_lit_alpamish	731	3	Alpamish	""	Turkic oral epic tradition	oral epic strata; 19th century recordings	1800	1800_1830_ce	middle_east_central_asia	epic_oral_folk	textual_humanities	literature	turkic_literature	text	oral_epic	major	coverage	wave_025_literature_global_scale_completion	scale_lit_alpamish	manual_only	needs_sources	planned	true		alpamish	turkic oral epic tradition	oral_tradition	false
candidate:anansi_stories_selected	732	3	Anansi Stories: Selected Narratives	""	Akan, Asante, Caribbean, and African diasporic storytelling traditions	oral tradition; documented in multiple collections	1800	1800_1830_ce	americas	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	trickster_traditions	text	trickster_tale_selection	major	coverage	wave_011_mythology_religion_oral_traditions	anansi_stories_selected	manual_only	needs_sources	planned	true		anansi stories selected narratives	akan asante caribbean and african diasporic storytelling traditions	oral_tradition|myth_ritual	false
candidate:global_lit_dausi	734	3	Dausi	""	Soninke oral epic tradition	oral tradition; recorded modern performances	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	west_african_literature	text	oral_epic	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_dausi	manual_only	needs_sources	planned	true		dausi	soninke oral epic tradition	oral_tradition	false
candidate:dine_bahane_creation_narrative	735	3	Dine Bahane': Public Creation Narrative Accounts	""	Navajo (Dine) oral and ceremonial traditions	living oral tradition	1800	1800_1830_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	dine_oral_traditions	text	public_oral_tradition_selection	major	coverage	wave_011_mythology_religion_oral_traditions	dine_bahane_creation_narrative	manual_only	needs_sources	planned	true		dine bahane public creation narrative accounts	navajo dine oral and ceremonial traditions	oral_tradition|myth_ritual	false
candidate:global_lit_epic_askia_mohammed	736	3	Epic of Askia Mohammed	""	Songhay oral epic tradition	oral tradition; recorded modern performances	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	west_african_literature	text	oral_epic	major	coverage	wave_020_global_literature_asia_africa_spine	global_lit_epic_askia_mohammed	manual_only	needs_sources	planned	true		epic of askia mohammed	songhay oral epic tradition	oral_tradition	false
candidate:gesar_epic_selected	737	3	Epic of Gesar: Selected Episodes	""	Tibetan and Inner Asian oral epic traditions	oral tradition; documented in multiple recensions	1800	1800_1830_ce	east_asia	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	tibetan_mythology	text	oral_epic	major	coverage	wave_011_mythology_religion_oral_traditions	gesar_epic_selected	manual_only	needs_sources	planned	true		epic of gesar selected episodes	tibetan and inner asian oral epic traditions	oral_tradition|myth_ritual	false
candidate:africa_lit_samba_gueladio	738	3	Epic of Samba Gueladio	""	Pulaar oral epic tradition	oral tradition; recorded 20th century	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	west_african_literature	text	oral_epic	major	coverage	wave_037_literature_africa_scale	africa_lit_samba_gueladio	manual_only	needs_sources	planned	true		epic of samba gueladio	pulaar oral epic tradition	oral_tradition	false
candidate:africa_lit_gassires_lute	739	3	Gassire's Lute	""	Soninke/Wagadu oral epic tradition	oral tradition; recorded 20th century	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	west_african_literature	text	oral_epic	major	coverage	wave_037_literature_africa_scale	africa_lit_gassires_lute	manual_only	needs_sources	planned	true		gassires lute	soninke wagadu oral epic tradition	oral_tradition	false
candidate:haudenosaunee_great_law_narratives	740	3	Haudenosaunee Great Law Narratives: Public Accounts	""	Haudenosaunee oral, political, and ceremonial traditions	living oral and political tradition	1800	1800_1830_ce	cross_regional_or_unknown	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	haudenosaunee_oral_traditions	text	public_oral_tradition_selection	major	coverage	wave_011_mythology_religion_oral_traditions	haudenosaunee_great_law_narratives	manual_only	needs_sources	planned	true		haudenosaunee great law narratives public accounts	haudenosaunee oral political and ceremonial traditions	oral_tradition|myth_ritual	false
candidate:africa_lit_ijala_poetry	741	3	Ijala: Selected Hunter Poetry	""	Yoruba oral poetic tradition	living oral tradition	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	yoruba_literature	text	oral_poetry_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_ijala_poetry	manual_only	needs_sources	planned	true		ijala selected hunter poetry	yoruba oral poetic tradition	oral_tradition	false
candidate:africa_lit_jeki_la_njambe	742	3	Jeki la Njambe	""	Duala oral epic tradition	oral tradition; recorded 20th century	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	central_african_literature	text	oral_epic	major	coverage	wave_037_literature_africa_scale	africa_lit_jeki_la_njambe	manual_only	needs_sources	planned	true		jeki la njambe	duala oral epic tradition	oral_tradition	false
candidate:kumulipo	743	3	Kumulipo	""	Kanaka Maoli chant and genealogical tradition	Hawaiian oral and manuscript tradition	1800	1800_1830_ce	oceania_arctic	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	polynesian_mythology	text	creation_chant	major	coverage	wave_011_mythology_religion_oral_traditions	kumulipo	manual_only	needs_sources	planned	true		kumulipo	kanaka maoli chant and genealogical tradition	oral_tradition|myth_ritual	false
candidate:africa_lit_lianja	744	3	Lianja Epic	""	Mongo oral epic tradition	oral tradition; recorded 20th century	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	central_african_literature	text	oral_epic	major	coverage	wave_037_literature_africa_scale	africa_lit_lianja	manual_only	needs_sources	planned	true		lianja epic	mongo oral epic tradition	oral_tradition	false
candidate:africa_lit_mvet	747	3	Mvet Epic: Selected Narratives	""	Fang-Beti oral epic tradition	living oral tradition	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	central_african_literature	text	oral_epic_selection	major	coverage	wave_037_literature_africa_scale	africa_lit_mvet	manual_only	needs_sources	planned	true		mvet epic selected narratives	fang beti oral epic tradition	oral_tradition	false
candidate:mwindo_epic	748	3	Mwindo Epic	""	Nyanga oral epic tradition	20th-century recorded oral tradition	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	central_african_literature	text	oral_epic	major	coverage	wave_012_global_literatures_expansion	mwindo_epic	manual_only	needs_sources	planned	true		mwindo epic	nyanga oral epic tradition	oral_tradition	false
candidate:oriki_praise_poetry_selected	749	3	Oriki Praise Poetry: Selected Performances	""	Yoruba praise-poetry traditions	living oral tradition	1800	1800_1830_ce	africa	sacred_myth_ritual	textual_humanities	mythology_folklore_oral_traditions	praise_poetry_traditions	text	praise_poetry_selection	major	coverage	wave_011_mythology_religion_oral_traditions	oriki_praise_poetry_selected	manual_only	needs_sources	planned	true		oriki praise poetry selected performances	yoruba praise poetry traditions	oral_tradition|myth_ritual	false
candidate:africa_lit_ryangombe	754	3	Ryangombe Epic: Selected Narratives	""	Great Lakes oral epic tradition	living oral tradition	1800	1800_1830_ce	africa	epic_oral_folk	textual_humanities	literature	east_african_literature	text	oral_epic_selection	contextual	coverage	wave_037_literature_africa_scale	africa_lit_ryangombe	manual_only	needs_sources	planned	true		ryangombe epic selected narratives	great lakes oral epic tradition	oral_tradition	false
